Analysis group,Analysis number,Analysis name,Analysis group name,Data source,Data source eligibility,Data type,Log-scale data,Outcome,Intervention grouping,Experimental intervention,Control intervention,Subgroup by,Filter criteria,Experimental group label,Control group label,Statistical method,Effect measure,Unit of effect measure,Analysis model,Heterogeneity estimator,Tau² CI,Subgroup estimates,Overall estimates,Test for subgroup differences,Prediction interval,Swap event and non-event,CI method,CI/PI level,Sort studies by,Graph label (left),Graph label (right),Graph scale,Show risk of bias,Experimental cases,Experimental N,Control cases,Control N,Mean,CI start,CI end,PI start,PI end,Heterogeneity Tau²,Tau² CI start,Tau² CI end,Heterogeneity Chi²,Heterogeneity df,Heterogeneity P,Heterogeneity I²,Effect Z,Effect T,Effect P,Subgroup Chi²,Subgroup df,Subgroup P,Subgroup I²,ID
1,1,Medication adherence,Any telepharmacy versus usual care,Study data,Only arm-level data,Continuous,false,Medication adherence End of study,Any telepharmacy vs usual care,Telepharmacy,Usual care,,,Telepharmacy,Usual care,IV,Std. Mean Difference,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Usual care,Any telepharmacy,3,true,,1459,,1519,0.323257209004644,0.09567031635648102,0.550844101652807,,,0.10782791526076325,,,67.15323860620114,9,-1.1802114840975264e-10,86.59781689342245,2.7838707230451445,,0.005371443870075747,,,,,analysis:459455856077773545
1,2,Patients’ satisfaction,Any telepharmacy versus usual care,Study data,Only arm-level data,Continuous,false,Patients’ satisfaction End of study,Any telepharmacy vs usual care,Telepharmacy,Usual care,,,Telepharmacy,Usual care,IV,Std. Mean Difference,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Usual care,Any telepharmacy,3,true,,211,,211,0.37154872413293566,-0.10781770115726835,0.8509151494231397,,,0.09471448476291977,,,4.034545032006946,2,0.13301800275720166,50.42811558345356,1.5191345897066175,,0.1287286216637509,,,,,analysis:459460837628263074
1,3,Clinical measurements (asthma control),Any telepharmacy versus usual care,Study data,Only arm-level data,Continuous,false,Clinical measurements: asthma control End of study,Any telepharmacy vs usual care,Telepharmacy,Usual care,,,Telepharmacy,Usual care,IV,Std. Mean Difference,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Usual care,Any telepharmacy,1,true,,129,,189,0.2278197756425411,-0.3445103488609639,0.800149900146046,,,0.13805867255948573,,,5.072991162750933,1,0.024301448496621747,80.2877638080148,0.7801765731145637,,0.43528695633728043,,,,,analysis:459460985009290335
1,4,Clinical measurements (SBP),Any telepharmacy versus usual care,Study data,Only arm-level data,Continuous,false,Clinical measurements: systolic blood pressure End of study,Any telepharmacy vs usual care,Telepharmacy,Usual care,,,Telepharmacy,Usual care,IV,Mean Difference,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Any telepharmacy,Usual care,30,true,,624,,630,-6.815673464244264,-12.155941030368336,-1.4754058981201927,,,31.861286700316136,,,33.81650108599982,4,8.125166089945068e-7,88.17145514307506,2.5014616505441487,,0.012368183675068423,,,,,analysis:459461024097057893
1,5,Clinical measurements (DBP),Any telepharmacy versus usual care,Study data,Only arm-level data,Continuous,false,Clinical measurements: diastolic blood pressure End of study,Any telepharmacy vs usual care,Telepharmacy,Usual care,,,Telepharmacy,Usual care,IV,Mean Difference,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Any telepharmacy,Usual care,20,true,,624,,630,-2.499353495801632,-4.801362840781326,-0.19734415082193824,,,4.821471659718775,,,14.854947036618826,4,0.00501172427852592,73.07294337610476,2.127985643102892,,0.033338273948594566,,,,,analysis:459467617508618544
1,6,Laboratory values (HbA1c),Any telepharmacy versus usual care,Study data,Only arm-level data,Continuous,false,"Laboratory values: HbA1c, glycosylated hemoglobin End of study",Any telepharmacy vs usual care,Telepharmacy,Usual care,,,Telepharmacy,Usual care,IV,Mean Difference,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Any telepharmacy,Usual care,2,true,,886,,885,-0.10253040937319993,-0.2512375475227594,0.04617672877635956,,,0,,,2.740261588292489,4,0.6021881912316633,0,1.351353487076808,,0.17658222589510222,,,,,analysis:459467701766418757
1,7,Laboratory values (LDL cholesterol),Any telepharmacy versus usual care,Study data,Only arm-level data,Continuous,false,Laboratory values: LDL cholesterol End of study,Any telepharmacy vs usual care,Telepharmacy,Usual care,,,Telepharmacy,Usual care,IV,Mean Difference,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Any telepharmacy,Usual care,30,true,,220,,224,-0.8413613040621043,-4.698788056148681,3.0160654480244724,,,0,,,0.0059652142148342155,1,0.9384367586400109,0,0.42749686771249074,,0.6690174672641336,,,,,analysis:459468169954817006
1,8,Patients’ quality of life,Any telepharmacy versus usual care,Study data,Only arm-level data,Continuous,false,Patients’ quality of life End of study,Any telepharmacy vs usual care,Telepharmacy,Usual care,,,Telepharmacy,Usual care,IV,Std. Mean Difference,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Usual care,Any telepharmacy,5,true,,178,,237,0.378022283221898,-0.4498160539523577,1.2058606203961537,,,0.49615016056812783,,,29.52700674874981,2,3.874381806490135e-7,93.2265399706163,0.894993656608781,,0.37079048881208576,,,,,analysis:459468213789225991
1,9,Utilisation frequency of healthcare services (hospital admissions),Any telepharmacy versus usual care,Study data,Only arm-level data,Dichotomous,true,Utilisation frequency of healthcare services: admissions_dichotomous End of study,Any telepharmacy vs usual care,Telepharmacy,Usual care,,,Telepharmacy,Usual care,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Any telepharmacy,Usual care,10,true,61,191,73,191,0.8418335410905404,0.6408591338719505,1.1058338306318658,,,0,,,0.5114751401252453,1,0.47450103611840744,0,1.2371213391319196,,0.21604206231590806,,,,,analysis:459468571081275042
2,1,Medication adherence subgrouped by intervention method category,Any telepharmacy versus usual care - subgroup analyses and sensitivity analyses,Study data,Only arm-level data,Continuous,false,Medication adherence End of study,Any telepharmacy vs usual care,Telepharmacy,Usual care,Intervention method category,,Telepharmacy,Usual care,IV,Std. Mean Difference,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Usual care,Any telepharmacy,3,true,,1459,,1519,0.323257209004644,0.09567031635648102,0.550844101652807,,,0.10782791526076325,,,67.15323860620114,9,-1.1802114840975264e-10,86.59781689342245,2.7838707230451445,,0.005371443870075747,4.5769135731843695,2,0.10142300622338285,56.302430272710865,analysis:459455944543509304
