Analysis group,Analysis number,Subgroup,Subgroup number,Experimental cases,Experimental N,Control cases,Control N,Weight,Mean,CI start,CI end,Heterogeneity Tau²,Tau² CI start,Tau² CI end,Heterogeneity Chi²,Heterogeneity df,Heterogeneity P,Heterogeneity I²,Effect Z,Effect T,Effect P,ID
2,1,asynchronous,1,,193,,185,19.546348085386207,0.02818145077626961,-0.2095481919077858,0.26591109346032504,0.006323839301459558,,,1.1925055675043845,1,0.274824796367796,16.142949161004797,0.2323422015443991,,0.8162722372031126,subgroup:459455944543509304-451228951095762930
2,1,mobile health,2,,87,,147,10.687533638728329,0.12664759063644895,-0.13872193256711815,0.39201711384001603,0,,,0,0,1,0,0.9353927059129431,,0.34958596570803424,subgroup:459455944543509304-451228961291853841
2,1,remote patient monitoring,3,,0,,0,,,,,,,,,,,,,,,subgroup:459455944543509304-451228953747873779
2,1,synchronous,4,,1179,,1187,69.76611827588547,0.4621117750834298,0.13789876957030245,0.7863247805965572,0.16337319530273448,,,64.37052606635893,6,-1.4015455462867976e-10,90.67896385713135,2.793603034406107,,0.005212442089504443,subgroup:459455944543509304-451228948486119409
2,2,Multiple telepharmacy approaches,1,,439,,495,41.180542684017354,0.5417600090822308,0.0894910340496557,0.9940289841148058,0.18922392414357644,,,32.168829055294374,3,4.820781099867943e-7,90.67420205179569,2.347784536820784,,0.018885442436640983,subgroup:459456020678253564-459210724013116361
2,2,Single telepharmacy approach,2,,1020,,1024,58.819457315982646,0.17641312558186953,-0.06301475295949069,0.4158410041232298,0.061269604732642785,,,21.18353591949616,5,0.0007478637634931173,76.3967638877593,1.4441232769010093,,0.1487043015285794,subgroup:459456020678253564-459210721571507144
2,3,high income,1,,1155,,1215,62.325173023956445,0.12373187528410919,-0.06738464670770654,0.3148483972759249,0.037404626313157045,,,18.51152665312422,5,0.0023691498161794167,72.9898020098945,1.268911849007177,,0.20447253099690266,subgroup:459456052323228688-451228992861069341
2,3,lower-middle income,2,,304,,304,37.67482697604355,0.698437376986867,0.12164804516038863,1.2752267088133453,0.3100841813130327,,,31.92760985805226,3,5.419576242227109e-7,90.6037438651444,2.3733311779814747,,0.01762844973949318,subgroup:459456052323228688-451228988119146523
2,3,low income,3,,0,,0,,,,,,,,,,,,,,,subgroup:459456052323228688-451228985593651226
2,3,upper-middle income,4,,0,,0,,,,,,,,,,,,,,,subgroup:459456052323228688-451228991445491740
2,8,Multiple telepharmacy approaches,1,,303,,300,41.65772380106817,-6.726000643440158,-9.40731695471059,-4.044684332169727,0,,,0.2588901105816446,1,0.6108837316239633,0,4.91651021019965,,8.81006050276055e-7,subgroup:459461337468190126-459210724013116361
2,8,Single telepharmacy approach,2,,321,,330,58.34227619893183,-7.1040604819036455,-17.391721563930574,3.183600600123282,76.09978490537733,,,30.106261321683913,2,2.899914127718617e-7,93.3568636150796,1.353437149368269,,0.1759160161253811,subgroup:459461337468190126-459210721571507144
2,9,high income,1,,567,,571,83.26286162475785,-5.958185555711439,-11.875634678900276,-0.040736432522602506,32.65700419864373,,,30.4261211200833,3,0.000001122552876098304,90.14005108255552,1.973456612687894,,0.04844356309379656,subgroup:459461414914440673-451228992861069341
2,9,lower-middle income,2,,57,,59,16.73713837524214,-11.099999999999994,-18.027948005377322,-4.1720519946226675,0,,,0,0,1,0,3.140266094882403,,0.0016879444004170713,subgroup:459461414914440673-451228988119146523
2,9,low income,3,,0,,0,,,,,,,,,,,,,,,subgroup:459461414914440673-451228985593651226
2,9,upper-middle income,4,,0,,0,,,,,,,,,,,,,,,subgroup:459461414914440673-451228991445491740
2,11,Multiple telepharmacy approaches,1,,303,,300,35.60689662673393,-3.7974492818783174,-6.135330769252458,-1.459567794504177,0,,,0.04198604285305049,1,0.8376464928706788,0,3.1835932940974967,,0.001454592305128357,subgroup:459563830208698638-459210724013116361
2,11,Single telepharmacy approach,2,,321,,330,64.39310337326606,-1.737334356596451,-5.193792683094313,1.7191239699014111,7.674892540472028,,,12.871927386624415,2,0.0016028686995076535,84.4623113545664,0.9851450376036287,,0.3245528464409527,subgroup:459563830208698638-459210721571507144
2,12,high income,1,,567,,571,83.25390640041368,-2.878012403785292,-5.578876751536126,-0.17714805603445782,5.7698520904813595,,,13.985668442725832,3,0.002924739632888196,78.54947003580406,2.088516834685215,,0.03675123843120345,subgroup:459564058092575062-451228992861069341
2,12,lower-middle income,2,,57,,59,16.746093599586306,-0.7000000000000028,-4.322594503652381,2.922594503652375,0,,,0,0,1,0,0.3787271216236841,,0.7048905117675419,subgroup:459564058092575062-451228988119146523
2,12,low income,3,,0,,0,,,,,,,,,,,,,,,subgroup:459564058092575062-451228985593651226
2,12,upper-middle income,4,,0,,0,,,,,,,,,,,,,,,subgroup:459564058092575062-451228991445491740
