Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
1,1,Serious adverse events,,,SUBGROUP_AND_OVERALL,Bakris 2002,2002,,,,,31,268,,,24,274,,,29.752682280374078,1.3205845771144278,0.7965070520843717,2.1894892465154987,
1,1,Serious adverse events,,,SUBGROUP_AND_OVERALL,Cocco 2005,2005,,,,,0,45,,,0,45,,,,,,,
1,1,Serious adverse events,,,SUBGROUP_AND_OVERALL,XENDOS 2001-2006,2004,,,,,73,407,,,52,437,,,70.24731771962593,1.5073237573237572,1.0846906175382118,2.0946294479334053,Participants with diastolic BP ≥ 90 mm Hg at baseline.
1,2,All adverse events,,,SUBGROUP_AND_OVERALL,Bakris 2002,2002,,,,,239,268,,,195,274,,,47.63384385439564,1.2530807500956755,1.1496652813302086,1.365798717034878,
1,2,All adverse events,,,SUBGROUP_AND_OVERALL,XENDOS 2001-2006,2004,,,,,403,407,,,420,437,,,52.36615614560435,1.0302503802503802,1.0086377963039286,1.052326067787193,Participants with diastolic BP ≥ 90 mm Hg at baseline.
1,3,Change in body weight from baseline to endpoint (6 to 12 months follow-up),,,SUBGROUP_AND_OVERALL,Bakris 2002,2002,,,-5.4,6.4,,267,-2.7,6.4,,265,,,25.52179256851563,-2.7,-3.7876904452114495,-1.6123095547885506,
1,3,Change in body weight from baseline to endpoint (6 to 12 months follow-up),,,SUBGROUP_AND_OVERALL,Cocco 2005,2005,,,-5.6,4.15,,45,-2.6,4.15,,45,,,17.147327712551224,-2.9999999999999996,-4.71476625604262,-1.2852337439573789,
1,3,Change in body weight from baseline to endpoint (6 to 12 months follow-up),,,SUBGROUP_AND_OVERALL,Guy-Grand 2004,2004,,,-5.8,5.23,,304,-1.8,3.52,,310,,,31.5106670884438,-4,-4.706527400107847,-3.293472599892153,
1,3,Change in body weight from baseline to endpoint (6 to 12 months follow-up),,,SUBGROUP_AND_OVERALL,XENDOS 2001-2006,2004,,,-11.88,8.22,,407,-6.93,7.57,,437,,,25.82021263048934,-4.950000000000001,-6.01840191280981,-3.8815980871901923,Participants with diastolic BP ≥ 90 mm Hg at baseline.
1,4,Change in systolic blood pressure from baseline to endpoint (6 to 12 months follow-up),,,SUBGROUP_AND_OVERALL,Bakris 2002,2002,,,-13.3,15.2,,267,-11,15,,265,,,23.875005591496134,-2.3000000000000007,-4.866262027943317,0.26626202794331544,
