Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
1,5,Major brain injury diagnosed by brain ultrasound prior to discharge,,,SUBGROUP_AND_OVERALL,Hyttel-Sorensen 2015,2015,,,,,10,86,,,18,80,,,5.409831,0.516796,0.253941,1.051731,
1,5,Major brain injury diagnosed by brain ultrasound prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2016,2016,,,,,1,18,,,1,22,,,0.37441,1.222222,0.082066,18.202817,
1,5,Major brain injury diagnosed by brain ultrasound prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2018,2018,,,,,0,11,,,0,12,,,,,,,
1,5,Major brain injury diagnosed by brain ultrasound prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2023,2023,,,,,20,304,,,19,303,,,7.403043,1.049169,0.571548,1.925919,
1,6,Intraventricular haemorrhage grade III or IV prior to discharge,,,SUBGROUP_AND_OVERALL,Hansen 2023,2019,,,,,133,772,,,142,807,,,86.021237,0.979083,0.789718,1.213856,
1,6,Intraventricular haemorrhage grade III or IV prior to discharge,,,SUBGROUP_AND_OVERALL,Hyttel-Sorensen 2015,2015,,,,,8,86,,,14,80,,,6.004267,0.531561,0.235628,1.199167,
1,6,Intraventricular haemorrhage grade III or IV prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2016,2016,,,,,1,18,,,1,22,,,0.544784,1.222222,0.082066,18.202817,
1,6,Intraventricular haemorrhage grade III or IV prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2018,2018,,,,,0,11,,,0,12,,,,,,,
1,6,Intraventricular haemorrhage grade III or IV prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2023,2023,,,,,12,304,,,16,303,,,7.429712,0.747533,0.359751,1.553314,
1,7,Cystic periventricular leukomalacia prior to discharge,,,SUBGROUP_AND_OVERALL,Hansen 2023,2019,,,,,37,772,,,34,807,,,89.339557,1.137572,0.721694,1.793102,
1,7,Cystic periventricular leukomalacia prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2016,2016,,,,,0,18,,,0,22,,,,,,,
1,7,Cystic periventricular leukomalacia prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2018,2018,,,,,0,11,,,0,12,,,,,,,
1,7,Cystic periventricular leukomalacia prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2023,2023,,,,,8,304,,,3,303,,,10.660443,2.657895,0.711917,9.923074,
1,8,Chronic lung disease at 36 weeks of gestational age,,,SUBGROUP_AND_OVERALL,Hansen 2023,2019,,,,,323,772,,,367,807,,,82.613966,0.92001,0.822236,1.029411,
1,8,Chronic lung disease at 36 weeks of gestational age,,,SUBGROUP_AND_OVERALL,Hyttel-Sorensen 2015,2015,,,,,41,86,,,28,80,,,7.546355,1.362126,0.939216,1.975464,
1,8,Chronic lung disease at 36 weeks of gestational age,,,SUBGROUP_AND_OVERALL,Pichler 2016,2016,,,,,5,18,,,3,22,,,0.627985,2.037037,0.561465,7.390519,
1,8,Chronic lung disease at 36 weeks of gestational age,,,SUBGROUP_AND_OVERALL,Pichler 2018,2018,,,,,0,11,,,0,12,,,,,,,
1,8,Chronic lung disease at 36 weeks of gestational age,,,SUBGROUP_AND_OVERALL,Pichler 2023,2023,,,,,54,304,,,57,303,,,9.211695,0.944252,0.674462,1.321961,
1,9,Proven necrotising enterocolitis prior to discharge,,,SUBGROUP_AND_OVERALL,Hansen 2023,2019,,,,,94,772,,,88,807,,,77.903484,1.11661,0.849448,1.467797,
1,9,Proven necrotising enterocolitis prior to discharge,,,SUBGROUP_AND_OVERALL,Hyttel-Sorensen 2015,2015,,,,,9,86,,,10,80,,,8.110789,0.837209,0.358725,1.95392,
1,9,Proven necrotising enterocolitis prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2016,2016,,,,,1,18,,,3,22,,,1.230669,0.407407,0.04625,3.588791,
1,9,Proven necrotising enterocolitis prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2018,2018,,,,,0,11,,,0,12,,,,,,,
1,9,Proven necrotising enterocolitis prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2023,2023,,,,,17,304,,,15,303,,,12.755058,1.129605,0.574667,2.220432,
1,10,Retinopathy of prematurity (any stage) prior to discharge,,,SUBGROUP_AND_OVERALL,Hansen 2023,2019,,,,,72,772,,,69,807,,,59.63453,1.090786,0.795961,1.494816,
1,10,Retinopathy of prematurity (any stage) prior to discharge,,,SUBGROUP_AND_OVERALL,Hyttel-Sorensen 2015,2015,,,,,14,86,,,8,80,,,8.945889,1.627907,0.721611,3.672449,
1,10,Retinopathy of prematurity (any stage) prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2016,2016,,,,,3,18,,,1,22,,,1.250794,3.666667,0.416248,32.299123,
1,10,Retinopathy of prematurity (any stage) prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2018,2018,,,,,2,11,,,0,12,,,0.688196,5.416667,0.288299,101.77029,
1,10,Retinopathy of prematurity (any stage) prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2023,2023,,,,,35,304,,,33,303,,,29.480591,1.057117,0.675288,1.654846,
1,11,Retinopathy of prematurity (stage ≥ 3 ) prior to discharge,,,SUBGROUP_AND_OVERALL,Hansen 2023,2019,,,,,72,772,,,69,807,,,86.955623,1.090786,0.795961,1.494816,
1,11,Retinopathy of prematurity (stage ≥ 3 ) prior to discharge,,,SUBGROUP_AND_OVERALL,Hyttel-Sorensen 2015,2015,,,,,14,86,,,8,80,,,13.044377,1.627907,0.721611,3.672449,
1,12,Severe adverse reactions prior to discharge,,,SUBGROUP_AND_OVERALL,Hansen 2023,2019,,,,,4,772,,,0,807,,,100.0,9.407503,0.507342,174.440702,
1,12,Severe adverse reactions prior to discharge,,,SUBGROUP_AND_OVERALL,Hyttel-Sorensen 2015,2015,,,,,0,86,,,0,80,,,,,,,
1,12,Severe adverse reactions prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2016,2016,,,,,0,18,,,0,22,,,,,,,
1,12,Severe adverse reactions prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2018,2018,,,,,0,11,,,0,12,,,,,,,
1,12,Severe adverse reactions prior to discharge,,,SUBGROUP_AND_OVERALL,Pichler 2023,2023,,,,,0,304,,,0,303,,,,,,,
1,13,Abnormal fidgety movements (at six to 20 weeks of corrected age),,,SUBGROUP_AND_OVERALL,Pichler 2023,2023,,,,,4,82,,,5,89,,,100.0,0.868293,0.241394,3.123237,
