Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
1,1,Clinical remission,,,SUBGROUP_AND_OVERALL,Hanauer 2021 (VOLTAIRE-CD),2021,,,,,46,72,,,54,75,,,100,0.8873456790123457,0.7094287441901775,1.1098822263829873,
1,2,Clinical response,,,SUBGROUP_AND_OVERALL,Hanauer 2021 (VOLTAIRE-CD),2021,,,,,59,72,,,55,75,,,100,1.1174242424242424,0.9386847481912715,1.3301983865865084,
2,1,Clinical remission,,,SUBGROUP_AND_OVERALL,Hanauer 2006 (CLASSIC I),2006,,,,,78,226,,,12,74,,,81.01420370209786,2.1283185840707963,1.2302141806737652,3.6820742814233096,
2,1,Clinical remission,,,SUBGROUP_AND_OVERALL,Watanabe 2012 - Induction,2012,,,,,17,67,,,3,23,,,18.985796297902137,1.945273631840796,0.6269455530755845,6.035754594911164,
2,2,Clinical response,,,SUBGROUP_AND_OVERALL,Hanauer 2006 (CLASSIC I),2006,,,,,124,226,,,25,74,,,84.02500205668893,1.624070796460177,1.1557467808068045,2.2821659516745805,
2,2,Clinical response,,,SUBGROUP_AND_OVERALL,Watanabe 2012 - Induction,2012,,,,,32,67,,,4,23,,,15.974997943311067,2.746268656716418,1.088728672739583,6.927338026181471,
3,1,Clinical remission,,,SUBGROUP_AND_OVERALL,Sands 2022 (SEAVUE),2021,,,,,109,191,,,117,195,,,100,0.9511343804537522,0.8039504099885826,1.1252641934643588,
3,2,Clinical response,,,SUBGROUP_AND_OVERALL,Sands 2022 (SEAVUE),2021,,,,,138,191,,,129,195,,,100,1.0921709484962863,0.9557475368469937,1.2480674391005413,
4,1,Clinical remission,,,SUBGROUP_AND_OVERALL,Chen 2020,2020,,,,,38,102,,,7,103,,,43.58760537514369,5.481792717086835,2.5681903274689892,11.700866198153342,
4,1,Clinical remission,,,SUBGROUP_AND_OVERALL,Sandborn 2007a,2007,,,,,34,159,,,12,166,,,56.41239462485631,2.958071278825996,1.589478638257869,5.505066554531246,
4,2,Clinical response,,,SUBGROUP_AND_OVERALL,Chen 2020,2020,,,,,69,102,,,28,103,,,49.49964865294142,2.4884453781512605,1.7652214881367894,3.5079792771945426,
4,2,Clinical response,,,SUBGROUP_AND_OVERALL,Sandborn 2007a,2007,,,,,61,159,,,41,166,,,50.50035134705858,1.5533057217364628,1.1159186155750447,2.1621278035010763,
5,1,Clinical remission,,,SUBGROUP_AND_OVERALL,Schreiber 2018a,2018,,,,,26,159,,,6,28,,,100,0.7631027253668763,0.3457752226941277,1.6841165336403494,
5,2,Clinical response,,,SUBGROUP_AND_OVERALL,Schreiber 2018a,2018,,,,,21,159,,,4,28,,,100,0.9245283018867925,0.34321487332027495,2.490429895187129,
6,1,Clinical remission,,,SUBGROUP_AND_OVERALL,Colombel 2010 (SONIC),2010,,,,,81,169,,,54,170,,,94.59001360849481,1.5088757396449703,1.1511287131071084,1.9778031524762403,
6,1,Clinical remission,,,SUBGROUP_AND_OVERALL,Duan 2013,2013,,,,,4,8,,,3,8,,,5.409986391505179,1.3333333333333333,0.4300285566763543,4.13409237637155,
6,2,Clinical response,,,SUBGROUP_AND_OVERALL,Colombel 2010 (SONIC),2010,,,,,92,169,,,64,170,,,98.07831207164071,1.4460059171597632,1.140209713106224,1.8338145066005527,
6,2,Clinical response,,,SUBGROUP_AND_OVERALL,Duan 2013,2013,,,,,2,8,,,2,8,,,1.9216879283592991,1,0.18316303866407257,5.459616783460526,
7,1,Clinical remission,,,SUBGROUP_AND_OVERALL,Colombel 2010 (SONIC),2010,,,,,102,169,,,54,170,,,73.68292101537553,1.9000657462195925,1.4769094587135112,2.4444625353688174,
7,1,Clinical remission,,,SUBGROUP_AND_OVERALL,Duan 2013,2013,,,,,5,8,,,3,8,,,4.2969090115730095,1.6666666666666667,0.587167662137886,4.730808518411673,
7,1,Clinical remission,,,SUBGROUP_AND_OVERALL,Lemann 2006,2006,,,,,32,57,,,17,58,,,22.020169973051456,1.915376676986584,1.2081121213129022,3.0366948150121083,
7,2,Clinical response,,,SUBGROUP_AND_OVERALL,Colombel 2010 (SONIC),2010,,,,,105,169,,,64,170,,,92.42289806877561,1.6503328402366864,1.3159046846983915,2.0697536191140946,
7,2,Clinical response,,,SUBGROUP_AND_OVERALL,Duan 2013,2013,,,,,2,8,,,2,8,,,1.6450409322957222,1,0.18316303866407257,5.459616783460526,
7,2,Clinical response,,,SUBGROUP_AND_OVERALL,Sands 2004 (ACCENT II) Induction (Non-responders),2004,,,,,9,43,,,7,44,,,5.93206099892867,1.3156146179401993,0.5381891025790708,3.216047695212559,
8,1,Clinical remission,,,SUBGROUP_AND_OVERALL,Sandborn 2007c (PRECISE 1),2007,,,,,47,333,,,32,329,,,25.881497870332847,1.4511073573573574,0.9509968357103931,2.2142161608810085,
