Analysis group,Analysis number,Analysis name,Analysis group name,Data source,Data source eligibility,Data type,Log-scale data,Outcome,Intervention grouping,Experimental intervention,Control intervention,Subgroup by,Filter criteria,Experimental group label,Control group label,Statistical method,Effect measure,Unit of effect measure,Analysis model,Heterogeneity estimator,Tau² CI,Subgroup estimates,Overall estimates,Test for subgroup differences,Prediction interval,Swap event and non-event,CI method,CI/PI level,Sort studies by,Graph label (left),Graph label (right),Graph scale,Show risk of bias,Experimental cases,Experimental N,Control cases,Control N,Mean,CI start,CI end,PI start,PI end,Heterogeneity Tau²,Tau² CI start,Tau² CI end,Heterogeneity Chi²,Heterogeneity df,Heterogeneity P,Heterogeneity I²,Effect Z,Effect T,Effect P,Subgroup Chi²,Subgroup df,Subgroup P,Subgroup I²,ID
6,1,Clinical remission,Induction - Aza6MP vs Infliximab,Custom input,#N/A,Dichotomous,true,,,,,,,Aza6MP,Infliximab,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours Aza6MP,Favours infliximab,100,true,85,177,57,178,1.4988132223718453,1.1519703370605838,1.950085868780952,,,0,,,0.043425201331840836,1,0.8349268219386345,0,3.013473831884282,,0.002582753140298889,,,,,analysis:429491624661254031
6,2,Clinical response,Induction - Aza6MP vs Infliximab,Custom input,#N/A,Dichotomous,true,,,,,,,Aza6MP,Infliximab,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours Aza6MP,Favours infliximab,100,true,94,177,66,178,1.4357938911790664,1.134757408813138,1.8166914636876321,,,0,,,0.1782480838007412,1,0.6728831579031771,0,3.0129919736515993,,0.0025868575930039755,,,,,analysis:438700422770107224
7,1,Clinical remission,Induction - Aza6MP vs InfliximabAza6MP,Custom input,#N/A,Dichotomous,true,,,,,,,Aza6MP,InfliximabAza6MP,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours InfliximabAza6MP,Favours infliximab,100,true,139,234,74,236,1.892737387443942,1.5246497760420443,2.349690318473065,,,0,,,0.06060525431551435,2,0.9701518950137562,0,5.78242745269255,,7.363032579574412e-9,,,,,analysis:429491625628041105
7,2,Clinical response,Induction - Aza6MP vs InfliximabAza6MP,Custom input,#N/A,Dichotomous,true,,,,,,,Aza6MP,InfliximabAza6MP,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours InfliximabAza6MP,Favours infliximab,100,true,116,220,73,222,1.6149263133925644,1.2989873432757908,2.007707781902531,,,0,,,0.5499856611604549,2,0.7595775874728766,0,4.314979870768665,,0.00001596174469220047,,,,,analysis:438700541351469964
8,1,Clinical remission,Induction - Certolizumab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Certolizumab,Control,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours infliximab,100,true,186,842,112,643,1.1366435245556241,0.8718207039593753,1.4819084888060123,,,0.02428261514353978,,,4.479794055341548,3,0.21409999910281674,33.03263581005681,0.9463917589812757,,0.3439488186755729,,,,,analysis:429491626544496531
8,2,Clinical response,Induction - Certolizumab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Certolizumab,Control,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours infliximab,100,true,283,842,163,643,1.182365471671263,1.008743632380467,1.3858705658457429,,,0,,,2.5823298701852395,3,0.46059581568400065,0,2.0674040886847433,,0.038696093310439966,,,,,analysis:438700570411705242
9,1,Clinical remission,Induction - Corticosteroids vs InfliximabAza6MP,Custom input,#N/A,Dichotomous,true,,,,,,,Corticosteroids,InfliximabAza6MP,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours infliximabAza6MP,Favours corticosteroids,100,true,43,67,21,66,2.0170575692963753,1.3576514266490778,2.99673477152941,,,0,,,0,0,1,0,3.4737209015994495,,0.0005132946490761166,,,,,analysis:429491627543789461
10,1,Clinical remission,Induction -&nbsp;CTP13Aza vs InfliximabAZA,Custom input,#N/A,Dichotomous,true,,,,,,,CTP13Aza,InfliximabAza,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours infliximabAZA,Favours CTP13Aza,100,true,47,111,49,109,0.9419010847582276,0.6974524093752917,1.272026078830771,,,0,,,5.920847823934424e-31,0,0,0,0.39043912292025273,,0.696211863845038,,,,,analysis:429491628489867159
10,2,Clinical response,Induction -&nbsp;CTP13Aza vs InfliximabAZA,Custom input,#N/A,Dichotomous,true,,,,,,,CTP13Aza,InfliximabAza,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours infliximabAza,Favours CTP13Aza,100,true,70,111,67,109,1.0259513244587872,0.8351017266496354,1.2604166493363569,,,0,,,0,0,1,0,0.24397228333810478,,0.8072522862973093,,,,,analysis:438700602882958266
11,1,Clinical remission,Induction -&nbsp;Etanercept vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Etanercept,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours etanercept,100,true,2,23,4,20,0.43478260869565216,0.08883361872827322,2.127977217751592,,,0,,,0,0,1,0,1.027952538477654,,0.3039721683196507,,,,,analysis:429491629409992601
11,2,Clinical response,Induction -&nbsp;Etanercept vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Etanercept,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours etanercept,100,true,9,23,9,20,0.8695652173913043,0.4304109489622091,1.7567946845217852,,,0,,,0,0,1,0,0.3895161722505012,,0.6968943505949037,,,,,analysis:438700616957731773
12,1,Clinical remission,Induction -&nbsp;Filgotinib vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Filgotinib,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours filgotinib,100,true,288,1032,91,514,1.5287142514059422,1.2376938508480113,1.8881626186075389,,,0,,,1.0927424036546156,2,0.579047369421342,0,3.9391647667010665,,0.00008176576437229188,,,,,analysis:429491630462500763
12,2,Clinical response,Induction -&nbsp;Filgotinib vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Filgotinib,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours filgotinib,100,true,465,1032,175,514,1.3000904531605342,1.1341091945093513,1.4903637097576026,,,0,,,0.4851695394103288,2,0.7845972426006291,0,3.7658293101312967,,0.00016599717237446825,,,,,analysis:438700630120768447
13,1,Clinical remission,Induction -&nbsp;Infliximab vs InfliximabAza6MP,Custom input,#N/A,Dichotomous,true,,,,,,,Infliximab,InfliximabAza6MP,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours infliximabAz6MP,Favours Infliximab,100,true,107,177,85,177,1.2588035273193867,1.0367000255642032,1.528490673596107,,,0,,,0.00025899875990181533,1,0.9871598482841806,0,2.323875827070372,,0.02013215018319498,,,,,analysis:429491631416967069
13,2,Clinical response,Induction -&nbsp;Infliximab vs InfliximabAza6MP,Custom input,#N/A,Dichotomous,true,,,,,,,Infliximab,InfliximabAza6MP,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours InfliximabAza6MP,Favours Infliximab,100,true,107,177,94,177,1.1396035494994992,0.9515908988715935,1.3647632102953746,,,0,,,0.023184984381260973,1,0.8789770260220062,0,1.420567044509693,,0.15544266482691005,,,,,analysis:438700643510559688
14,1,Clinical remission,Induction -&nbsp;InfliximabAZA vs NatalizumabInfliximabAZA,Custom input,#N/A,Dichotomous,true,,,,,,,InfliximabAza,NatalizumabInfliximabAza,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours NatalizumabInfliximabAZA,Favours InfliximabAZA,100,true,19,52,8,27,1.2331730769230769,0.6230004610473638,2.440954594305374,,,0,,,0,0,1,0,0.6016268851118891,,0.5474225318824584,,,,,analysis:429491632731094943
15,1,Clinical remission,Induction -&nbsp;Infliximab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Infliximab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Infliximab,100,true,71,146,7,56,3.870015914517643,1.8939806323808588,7.90769605695108,,,0,,,0.022214607093146932,1,0.8815176205755365,0,3.711755345095766,,0.00020582688584324152,,,,,analysis:429491633681891233
15,2,Clinical response,Induction -&nbsp;Infliximab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Infliximab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Infliximab,100,true,93,146,12,56,2.8421906598754827,1.6949026759812211,4.76608354070056,,,0,,,0.9185402000333303,1,0.33785869910827593,0,3.9604031764205723,,0.00007482332691572881,,,,,analysis:438700657856914382
16,1,Clinical remission,Induction -&nbsp;Natalizumab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Natalizumab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Natalizumab,100,true,437,1186,135,506,1.3526180995796973,1.1389132118392877,1.6064224247218266,,,0.0015103467720280733,,,3.1294144780035174,3,0.3720994913966593,4.135421463445145,3.442460459587731,,0.0005764481286249034,,,,,analysis:429491634489556899
16,2,Clinical response,Induction -&nbsp;Natalizumab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Natalizumab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Natalizumab,100,true,651,1168,189,494,1.4151775000493352,1.104792021027129,1.81276413888647,,,0.033192945803019035,,,6.866251541035837,2,0.032285891552270796,70.8720254705629,2.748841261639165,,0.00598063419695329,,,,,analysis:438700673639556052
17,1,Clinical remission,Induction -&nbsp;Tofacitinib vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Tofacitinib,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Tofacitinib,100,true,105,293,40,126,1.1867017189572429,0.885058766809759,1.5911496756901533,,,0,,,0.036339138851259126,1,0.8488169054581731,0,1.1439696687113565,,0.2526362353544106,,,,,analysis:429491635393167269
17,2,Clinical response,Induction -&nbsp;Tofacitinib vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Tofacitinib,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Tofacitinib,100,true,170,293,65,126,1.0542284828284678,0.6450282449210013,1.7230217478971475,,,0.09784150046832459,,,4.204845163300951,1,0.040308794468593145,76.21791145301138,0.21068670524465233,,0.8331317495699324,,,,,analysis:438700698330637367
18,1,Clinical remission,Induction -&nbsp;Upadacitinib vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Upadacitinib,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Upadacitinib,100,true,329,857,91,384,1.7413443712491736,1.432074372419716,2.1174041500077005,,,0,,,0.21391594741002196,2,0.898563437377543,0,5.559706906116785,,2.7022806727172843e-8,,,,,analysis:429491636300709799
18,2,Clinical response,Induction -&nbsp;Upadacitinib vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Upadacitinib,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Upadacitinib,100,true,412,857,114,384,1.738792763021252,1.3153053206822838,2.2986300026268895,,,0.027295351783678205,,,3.881439817718778,2,0.1436006812620343,48.472729349815054,3.884443477227083,,0.00010256454909738218,,,,,analysis:438700713811813601
19,1,Clinical remission,Induction -&nbsp;Ustekinumab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Ustekinumab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Ustekinumab,100,true,346,1584,106,870,1.8855659155924631,1.5222261687541634,2.3356311269788894,,,0.007315200028077787,,,6.538945420647455,6,0.36559413413444397,8.242084709036934,5.807241023658934,,6.351067899748539e-9,,,,,analysis:429491637095530409
19,2,Clinical response&nbsp;,Induction -&nbsp;Ustekinumab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Ustekinumab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Ustekinumab,100,true,657,1537,201,822,1.7097824551536738,1.436943627993391,2.034426394328094,,,0.014996253180328758,,,7.465418655904733,5,0.1882629449192591,33.024519716047315,6.047005080265386,,1.4756310663700643e-9,,,,,analysis:438700737252205818
20,1,Clinical remission,Induction -&nbsp;Vedolizumab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Vedolizumab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Vedolizumab,100,true,152,779,63,562,1.6702883373952229,1.2704169070686513,2.196021726817068,,,0,,,0.7834851914338764,4,0.9406483029513649,0,3.67421885598213,,0.00023857817618859123,,,,,analysis:429491637854175147
20,2,Clinical response,Induction -&nbsp;Vedolizumab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Vedolizumab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Vedolizumab,100,true,258,779,133,562,1.3579462930946213,1.0655625317938908,1.7305583482041078,,,0.03033495506082908,,,6.740136436503249,4,0.1502749199339498,40.65402032017053,2.4732769586908026,,0.013388034410286668,,,,,analysis:438700771556631837
21,1,Clinical remission,Induction &nbsp;- Risankizumab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Risankizumab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours risankizumab,100,false,476,1395,87,412,1.6972974376949785,1.195224206187641,2.4102746389271776,,,0.052435960549885426,,,4.765814092216468,2,0.09228215833624054,58.034452009649264,2.956611711424082,,0.003110395363693993,,,,,analysis:432959219685558178
21,2,Clinical response,Induction &nbsp;- Risankizumab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Risankizumab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours risankizumab,100,false,64,82,8,39,3.8048780487804876,2.0297360404278995,7.132502294751397,,,0,,,0,0,1,0,4.16798109465098,,0.00003073094154822259,,,,,analysis:438700810441499967
22,1,Clinical remission,Induction -&nbsp;Apilimod mesylate vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Apilimod Mesylate,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Apilimod mesylate,100,true,19,147,14,73,0.673955296404276,0.3586821190722588,1.2663462085208403,,,0,,,0,0,1,0,1.226179972906062,,0.2201309791310052,,,,,analysis:432959265359169448
22,2,Clinical response,Induction -&nbsp;Apilimod mesylate vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Apilimod Mesylate,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Apilimod mesylate,100,true,26,147,22,73,0.5868893011750155,0.35826486537329105,0.9614089605878953,,,0,,,0,0,1,0,2.1162461006985955,,0.03432388222801873,,,,,analysis:438700827009000773
23,1,Clinical remission,Induction -&nbsp;Guselkumab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Guselkumab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Guselkumab,100,true,501,1045,63,341,2.613520464108173,2.074048718126599,3.2933118477958874,,,0,,,1.9754157470592588,3,0.5775249358710537,0,8.1443339806401,,3.8137522686058713e-16,,,,,analysis:432959287760684973
23,2,Clinical response,Induction -&nbsp;Guselkumab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Guselkumab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Guselkumab,100,true,291,449,54,188,2.302647844693435,1.8251719622717557,2.905034268700794,,,0,,,0.4177960417490637,1,0.5180388471199786,0,7.034548390270002,,1.9990741675756637e-12,,,,,analysis:438701134283974613
24,1,Clinical remission,Induction -&nbsp;Etrolizumab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Etrolizumab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Etrolizumab,100,true,148,529,34,156,1.469806867345118,0.7016938630298583,3.0787389502976787,,,0.20079338746950737,,,3.0485589255076104,1,0.08080904642363118,67.19761617094242,1.0209008170618443,,0.30730144617423705,,,,,analysis:432959311903623094
25,1,Clinical remission,Induction -&nbsp;Guselkumab vs Ustekinumab,Custom input,#N/A,Dichotomous,true,,,,,,,Guselkumab,Ustekinumab,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours Ustekinumab,Favours Guselkumab,100,true,98,217,29,71,1.1056729699666297,0.8061025677794963,1.5165721651059636,,,0,,,0,0,1,0,0.6230617664326904,,0.5332439368606678,,,,,analysis:432959303050758066
25,2,Clinical response,Induction -&nbsp;Guselkumab vs Ustekinumab,Custom input,#N/A,Dichotomous,true,,,,,,,Guselkumab,Ustekinumab,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours Ustekinumab,Favours Guselkumab,100,true,122,217,42,71,0.9504059688391485,0.7580436357933586,1.1915824669640926,,,0,,,0,0,1,0,0.4408418540326443,,0.6593274921751946,,,,,analysis:438700863761851903
26,1,Clinical remission,Induction -&nbsp;Tensatilimab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Tesnatilimab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Tensatilimab,100,true,50,221,14,120,1.8228407182275987,1.0459158373177382,3.1768792148226086,,,0,,,0.21550759657626017,1,0.6424844479587039,0,2.118358150861747,,0.034144747257862235,,,,,analysis:432959367274727460
26,2,Clinical response,Induction -&nbsp;Tensatilimab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Tesnatilimab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Tensatilimab,100,true,21,73,11,72,1.8829389788293898,0.9802123404661401,3.6170317916106023,,,0,,,0,0,1,0,1.8999597603629188,,0.057438400549026276,,,,,analysis:438700873971312140
27,1,Clinical remission,Induction -&nbsp;Humicade vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Humicade,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Humicade,100,true,12,111,2,58,3.135135135135135,0.7259998788372481,13.538669360800602,,,0,,,0,0,1,0,1.5309526540449974,,0.12578109448241306,,,,,analysis:432959345142958047
27,2,Clinical response,Induction -&nbsp;Humicade vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Humicade,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Humicade,100,true,33,111,8,58,2.1554054054054053,1.0659680718427929,4.3582660535220885,,,0,,,0,0,1,0,2.1377937251020667,,0.03253348852297814,,,,,analysis:438700914541504054
28,1,Clinical remission,Induction -&nbsp;Mirikizumab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Mirikizumab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Mirikizumab,100,true,253,758,56,276,1.861792850736246,0.968423528331184,3.5792940977237313,,,0.15131611303998868,,,2.5925960948045073,1,0.10736462251772516,61.42862353283749,1.863751531017365,,0.06235660515626047,,,,,analysis:443346962698335113
28,2,Clinical response,Induction -&nbsp;Mirikizumab vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Mirikizumab,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Mirikizumab,100,true,469,758,118,276,1.5389328561808426,1.0415289927732434,2.273882294459127,,,0.05481844739190637,,,2.6690989563722836,1,0.10231399269227537,62.53417290458373,2.1642434431683744,,0.03044567076157534,,,,,analysis:443393199380284679
29,1,Clinical remission,Induction -&nbsp;Onercept vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Onercept,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Onercept,100,true,40,169,9,38,0.9993425378040762,0.5313381082658213,1.8795668752693016,,,0,,,0,0,1,0,0.0020405698384714653,,0.9983718619603776,,,,,analysis:443347354346189960
29,2,Clinical response,Induction -&nbsp;Onercept vs Placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Onercept,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours placebo,Favours Onercept,100,true,67,169,14,38,1.0760777683854608,0.682057229678598,1.6977217060789522,,,0,,,0,0,1,0,0.31517790625218084,,0.7526265800615266,,,,,analysis:443393330579162473
30,1,Clinical remission,Induction - Tesnatilimab vs Ustekinumab,Custom input,#N/A,Dichotomous,true,,,,,,,Tesnatilimab,Ustekinumab,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,STUDY,Favours tesnatilimab,Favours ustekinumab,100,true,35,148,25,47,0.4445945945945946,0.29962818713361555,0.6596987934736124,,,0,,,0,0,1,0,4.0259741298947525,,0.00005673992726682441,,,,,analysis:445367681056249383
