Analysis group,Analysis number,Analysis name,Analysis group name,Data source,Data source eligibility,Data type,Log-scale data,Outcome,Intervention grouping,Experimental intervention,Control intervention,Subgroup by,Filter criteria,Experimental group label,Control group label,Statistical method,Effect measure,Unit of effect measure,Analysis model,Heterogeneity estimator,Tau² CI,Subgroup estimates,Overall estimates,Test for subgroup differences,Prediction interval,Swap event and non-event,CI method,CI/PI level,Sort studies by,Graph label (left),Graph label (right),Graph scale,Show risk of bias,Experimental cases,Experimental N,Control cases,Control N,Mean,CI start,CI end,PI start,PI end,Heterogeneity Tau²,Tau² CI start,Tau² CI end,Heterogeneity Chi²,Heterogeneity df,Heterogeneity P,Heterogeneity I²,Effect Z,Effect T,Effect P,Subgroup Chi²,Subgroup df,Subgroup P,Subgroup I²,ID
2,2,Feeding intolerance,Comparison of other enteral lipid (not defined above) versus no treatment or placebo&nbsp;,Custom input,#N/A,Dichotomous,true,,,,,,,Algal oil enteral lipid,Placebo,IV,Risk Ratio,,Random effect,REML,false,true,true,true,false,false,HKSJ,95%,STUDY,Favors algal oil enteral lipid,Favors placebo,100,false,1,110,7,90,0.14285714285714285,0.018177037306294493,1.1227442031072363,,,0,,,0,0,1,0,,0,0.06432790496269326,,,,,analysis:457918285874015276
2,3,Adequacy of growth - Weight (z-scores),Comparison of other enteral lipid (not defined above) versus no treatment or placebo&nbsp;,Custom input,#N/A,Continuous,false,,,,,,,Placebo,Algal oil enteral lipid,IV,Mean Difference,z-scores,Random effect,REML,false,true,true,true,false,false,HKSJ,95%,STUDY,Favors placebo,Favors algal oil enteral lipid,100,false,,50,,47,-0.09000000000000008,-0.5799239357569694,0.39992393575696933,,,0,,,0,0,1,0,,0,0.718810284591458,,,,,analysis:457918285927492685
2,4,Adequacy of growth - Length (z-scores),Comparison of other enteral lipid (not defined above) versus no treatment or placebo&nbsp;,Custom input,#N/A,Continuous,false,,,,,,,Placebo,Algal oil enteral lipid,IV,Mean Difference,z-scores,Random effect,REML,false,true,true,true,false,false,HKSJ,95%,STUDY,Favors placebo,Favors algal oil enteral lipid,100,false,,50,,47,0.07000000000000006,-0.45960450167978373,0.5996045016797839,,,0,,,0,0,1,0,,0,0.7955916616330105,,,,,analysis:457918285937454162
2,5,Adequacy of growth - Head Circumference (z-scores),Comparison of other enteral lipid (not defined above) versus no treatment or placebo&nbsp;,Custom input,#N/A,Continuous,false,,,,,,,Placebo,Algal oil enteral lipid,IV,Mean Difference,,Random effect,REML,false,true,true,true,false,false,HKSJ,95%,STUDY,Favors placebo,Favors algal oil enteral lipid,100,false,,50,,47,-0.15000000000000002,-0.6257510700439501,0.32575107004395004,,,0,,,0,0,1,0,,0,0.5366024490315771,,,,,analysis:457918285947939927
2,6,Incidence of central line-associated bloodstream infections,Comparison of other enteral lipid (not defined above) versus no treatment or placebo&nbsp;,Custom input,#N/A,Dichotomous,true,,,,,,,Algal oil enteral lipid,Placebo,IV,Risk Ratio,,Random effect,REML,false,true,true,true,false,false,HKSJ,95%,STUDY,Favors algal oil enteral lipid,Favors placebo,100,false,8,109,6,99,1.095104389381765,0.5322484943383488,2.2531836846885405,,,0,,,0.1996651213425842,2,0.9049890121311653,0,,0.5417846927788165,0.8640791915874204,,,,,analysis:457918285883714609
2,7,Length of hospital stay,Comparison of other enteral lipid (not defined above) versus no treatment or placebo&nbsp;,Custom input,#N/A,Continuous,false,,,,,,,Algal enteral lipid,No treatment,IV,Mean Difference,days,Random effect,REML,false,true,true,true,false,false,HKSJ,95%,STUDY,Favors algal oil enteral lipid,Favors no treatment,100,false,,33,,34,-3.4400000000000013,-6.204582329327109,-0.6754176706728936,,,0,,,0,0,1,0,,0,0.01473593380624077,,,,,analysis:457918285919628362
2,8,All‐cause mortality up to hospital discharge and the first year of life&nbsp;,Comparison of other enteral lipid (not defined above) versus no treatment or placebo&nbsp;,Custom input,#N/A,Dichotomous,true,,,,,,,Algal enteral lipid,Placebo or no treatment,IV,Risk Ratio,,Random effect,REML,false,true,true,true,false,false,HKSJ,95%,STUDY,Favors algal oil enteral lipid,Favors placebo or no treatment,100,false,31,448,31,424,1.012247387545391,0.6191600182898249,1.6548949275223375,,,0,,,3.968377741684782,6,0.6809561236701855,0,,0.06059478358297509,0.9606965722717621,,,,,analysis:457918285895511097
3,1,Prevention of parenteral nutrition-associated liver disease during the hospital stay and in the first year of life (Incidence of cholestasis),Comparisons of any enteral lipids versus no treatment or placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Experimental enteral lipid,Placebo or no treatment,IV,Risk Ratio,,Random effect,REML,false,true,true,true,false,false,HKSJ,95%,STUDY,Favors experimental enteral lipid,Favors placebo or no treatment,100,false,8,143,10,122,0.6503774045257069,0.13490620396795833,3.135443410875752,,,0,,,1.1784604226909756,2,0.554754377658603,0,,1.1767600106637692,0.366368478641217,0,0,1,0,analysis:457920858339755394
3,2,Feeding intolerance,Comparisons of any enteral lipids versus no treatment or placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Experimental enteral lipid,Placebo or no treatment,IV,Risk Ratio,,Random effect,REML,false,true,true,true,false,false,HKSJ,95%,STUDY,Favors experimental enteral lipid,Favors placebo or no treatment,100,false,1,128,7,108,0.14285714285714285,0.018177037306294493,1.1227442031072363,,,0,,,0,0,1,0,,0,0.06432790496269326,0,0,1,0,analysis:457920858352076167
3,3,Time taken to achieve full enteral feeds (in days) during the hospital stay,Comparisons of any enteral lipids versus no treatment or placebo,Custom input,#N/A,Continuous,false,,,,,,,Experimental enteral lipid,Placebo,IV,Mean Difference,days,Random effect,REML,false,true,true,true,false,false,Wald,95%,STUDY,Favors experimental enteral lipid,Favors placebo,10,false,,631,,642,-1.0999999999999979,-2.9756343406275256,0.7756343406275297,,,0,,,0,0,1,0,1.1494566591656346,,0.25036774784873705,0,0,1,0,analysis:457920858390349218
3,4,Adequacy of growth - Weight (z-scores),Comparisons of any enteral lipids versus no treatment or placebo,Custom input,#N/A,Continuous,false,,,,,,,Placebo,Experimental enteral lipid,IV,Mean Difference,z-scores,Random effect,REML,false,true,true,true,false,false,HKSJ,95%,STUDY,Favors placebo,Favors experimental enteral lipid,100,false,,663,,639,0.014759384433175196,-0.28295750245516127,0.3124762713215117,,,0,,,0.18442699466322582,1,0.6675960407066956,0,,0.6299130773341967,0.7867633517873678,0.18442699466322582,1,0.6675960407066956,0,analysis:457920858407388584
3,5,Adequacy of growth - Length (z-scores),Comparisons of any enteral lipids versus no treatment or placebo,Custom input,#N/A,Continuous,false,,,,,,,Placebo,Experimental enteral lipid,IV,Mean Difference,z-scores,Random effect,REML,false,true,true,true,false,false,HKSJ,95%,STUDY,Favors placebo,Favors experimental lipid,100,false,,663,,639,0.4612120686447112,-3.809610124184606,4.732034261474028,,,0.19301003646563752,,,6.0539466028023865,1,0.013875309112783674,83.4818496823692,,1.372160840840502,0.1700133728464076,6.053946602802385,1,0.01387530911278323,83.48184968236923,analysis:457920858417612205
3,6,Adequacy of growth - Head Circumference (z-scores),Comparisons of any enteral lipids versus no treatment or placebo,Custom input,#N/A,Continuous,false,,,,,,,Placebo,Experimental enteral lipid,IV,Mean Difference,,Random effect,REML,false,true,true,true,false,false,HKSJ,95%,STUDY,Favors placebo,Favors experimental enteral lipid,100,false,,642,,660,0.004049530812909408,-0.16927625503077717,0.17737531665659598,,,0,,,0.038993892408781206,1,0.8434608508081144,0,,0.29686389330680657,0.953253720380136,0.038993892408781206,1,0.8434608508081144,0,analysis:457920858427573682
3,7,Incidence of central line-associated bloodstream infections,Comparisons of any enteral lipids versus no treatment or placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Experimental enteral lipid,Placebo or no treatment,IV,Risk Ratio,,Random effect,REML,false,true,true,true,false,false,HKSJ,95%,STUDY,Favors experimental enteral lipid,Favors placebo or no treatment,100,false,169,738,190,740,0.8985265692995048,0.8160219373118633,0.9893729063175768,,,0,,,0.5866816027707533,4,0.9645321321033428,0,,3.0844285860692127,0.23749897574040546,1.3760440455677725,1,0.24077633028558543,27.32790761887365,analysis:457920858362824076
3,8,Length of hospital stay,Comparisons of any enteral lipids versus no treatment or placebo,Custom input,#N/A,Continuous,false,,,,,,,Experimental enteral lipid,No treatment,IV,Mean Difference,days,Random effect,REML,false,true,true,true,false,false,HKSJ,95%,STUDY,Favors experimental enteral lipid,Favors no treatment,100,false,,33,,34,-3.4400000000000013,-6.204582329327109,-0.6754176706728936,,,0,,,0,0,1,0,,0,0.01473593380624077,0,0,1,0,analysis:457920858398999973
3,9,Duration of parenteral nutrition&nbsp;,Comparisons of any enteral lipids versus no treatment or placebo,Custom input,#N/A,Continuous,false,,,,,,,Experimental enteral lipid,No treatment,IV,Mean Difference,days,Random effect,REML,false,true,true,true,false,false,Wald,95%,STUDY,Favors experimental enteral lipid,Favors no treatment,10,false,,18,,18,-3,-12.886545683340202,6.886545683340202,,,0,,,0,0,1,0,0.5947367404095808,,0.5520194619329961,0,0,1,0,analysis:457946531477188222
3,10,Duration of intravenous lipids,Comparisons of any enteral lipids versus no treatment or placebo,Custom input,#N/A,Continuous,false,,,,,,,Experimental enteral lipid,No treatment,IV,Mean Difference,days,Random effect,REML,false,true,true,true,false,false,Wald,95%,STUDY,Favors experimental enteral lipid,Favors no treatment,10,false,,18,,18,-5,-11.434468860125566,1.4344688601255653,,,0,,,0,0,1,0,1.5230192477004285,,0.1277538900125445,0,0,1,0,analysis:457953667843622468
3,11,All‐cause mortality up to hospital discharge and the first year of life,Comparisons of any enteral lipids versus no treatment or placebo,Custom input,#N/A,Dichotomous,true,,,,,,,Experimental enteral lipid,Placebo or no treatment,IV,Risk Ratio,,Random effect,REML,false,true,true,true,false,false,HKSJ,95%,STUDY,Favors experimental lipid,Favors placebo or no treatment,100,false,82,1107,70,1093,1.1886910593559556,0.8978953840997499,1.5736648830303057,,,0,,,4.745980427387047,8,0.7843489994129399,0,,1.4207549882969177,0.27382259370865836,1.7197901322178792,1,0.18972015862549263,41.85337028824686,analysis:457920858374882708
