Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
1,1,Feeding intolerance,,,SUBGROUP_AND_OVERALL,Yang 2014,2014,,,,,0,18,,,0,18,,,,,,,
1,2,Time taken to achieve full enteral feeds (in days) during the hospital stay,,,SUBGROUP_AND_OVERALL,Collins 2017,2017,,,17.8,20.1,,631,18.9,13.3,,642,,,100,-1.0999999999999979,-2.9756343406275256,0.7756343406275297,
1,3,Adequacy of growth - Weight (z-scores),,,SUBGROUP_AND_OVERALL,Collins 2017,2017,,,-1.03,0.96,,613,-1.05,0.98,,592,,,100,0.020000000000000018,-0.08957799262011325,0.12957799262011327,
1,4,Adequacy of growth - Length (z-scores),,,SUBGROUP_AND_OVERALL,Collins 2017,2017,,,-1.03,0.96,,613,-1.78,1.05,,592,,,100,0.75,0.6362924085092188,0.8637075914907812,
1,5,Adequacy of growth - Head Circumference (z-scores),,,SUBGROUP_AND_OVERALL,Collins 2017,2017,,,-1.17,1.23,,613,-1.17,1.27,,592,,,100.00000000000003,0,-0.14123331489812624,0.14123331489812624,
1,6,Incidence of central line-associated bloodstream infections,,,SUBGROUP_AND_OVERALL,Collins 2017,2017,,,,,160,611,,,182,623,,,99.39153005738395,0.8963867556338915,0.7481798837556776,1.0739519106587534,
1,6,Incidence of central line-associated bloodstream infections,,,SUBGROUP_AND_OVERALL,Yang 2014,2014,,,,,1,18,,,2,18,,,0.6084699426160546,0.5,0.04963858184697284,5.036404963596798,
1,7,Duration of parenteral nutrition&nbsp;,,,SUBGROUP_AND_OVERALL,Yang 2014,2014,,,10,13,,18,13,17,,18,,,100,-3,-12.886545683340202,6.886545683340202,
1,8,Duration of intravenous lipids,,,SUBGROUP_AND_OVERALL,Yang 2014,2014,,,6,5,,18,11,13,,18,,,100,-5,-11.434468860125566,1.4344688601255653,
1,9,All‐cause mortality up to hospital discharge and the first year of life&nbsp;,,,SUBGROUP_AND_OVERALL,Collins 2017,2017,,,,,50,631,,,38,642,,,97.7688021647774,1.3387271665693552,0.8908974050310011,2.011668702131252,
1,9,All‐cause mortality up to hospital discharge and the first year of life&nbsp;,,,SUBGROUP_AND_OVERALL,NCT01674478,2018,,,,,0,9,,,0,9,,,,,,,
1,9,All‐cause mortality up to hospital discharge and the first year of life&nbsp;,,,SUBGROUP_AND_OVERALL,Yang 2014,2014,,,,,1,19,,,1,18,,,2.231197835222598,0.9473684210526315,0.06393654475633107,14.037463685725433,
2,1,Prevention of parenteral nutrition-associated liver disease during the hospital stay and in the first year of life (Incidence of cholestasis),,,SUBGROUP_AND_OVERALL,Frost 2021,2021,,,,,1,24,,,0,6,,,9.132016473730118,0.84,0.038262787060141724,18.440893991619912,
2,1,Prevention of parenteral nutrition-associated liver disease during the hospital stay and in the first year of life (Incidence of cholestasis),,,SUBGROUP_AND_OVERALL,Hellstrom 2021,2021,,,,,5,101,,,10,106,,,80.81586816747303,0.5247524752475248,0.18578317854535942,1.4821856447631667,
2,1,Prevention of parenteral nutrition-associated liver disease during the hospital stay and in the first year of life (Incidence of cholestasis),,,SUBGROUP_AND_OVERALL,Robinson 2016,,,,,,2,18,,,0,10,,,10.052115358796849,2.8947368421052633,0.15239662761101397,54.984821622364784,
2,2,Feeding intolerance,,,SUBGROUP_AND_OVERALL,Baack 2016,2016,,,,,0,31,,,0,29,,,,,,,
2,2,Feeding intolerance,,,SUBGROUP_AND_OVERALL,Bernabe-Garcia 2019,,,,,,1,55,,,7,55,,,100,0.14285714285714285,0.018177037306294493,1.1227442031072363,
2,2,Feeding intolerance,,,SUBGROUP_AND_OVERALL,Frost 2021,2021,,,,,0,24,,,0,6,,,,,,,
2,3,Adequacy of growth - Weight (z-scores),,,SUBGROUP_AND_OVERALL,Wendel 2023,2023,,,-0.67,1.22,,50,-0.58,1.24,,47,,,100,-0.09000000000000008,-0.5799239357569694,0.39992393575696933,
2,4,Adequacy of growth - Length (z-scores),,,SUBGROUP_AND_OVERALL,Wendel 2023,2023,,,-0.61,1.33,,50,-0.68,1.33,,47,,,100,0.07000000000000006,-0.45960450167978373,0.5996045016797839,
2,5,Adequacy of growth - Head Circumference (z-scores),,,SUBGROUP_AND_OVERALL,Wendel 2023,2023,,,-0.1,1.26,,50,0.05,1.13,,47,,,100,-0.15000000000000002,-0.6257510700439501,0.3257510700439501,
2,6,Incidence of central line-associated bloodstream infections,,,SUBGROUP_AND_OVERALL,Baack 2016,2016,,,,,3,31,,,3,29,,,46.94871077861584,0.9354838709677419,0.20499306561131594,4.269071591426954,
2,6,Incidence of central line-associated bloodstream infections,,,SUBGROUP_AND_OVERALL,Robinson 2016,,,,,,3,18,,,1,10,,,23.91431172155659,1.6666666666666667,0.19864528845091983,13.983607662882456,
2,6,Incidence of central line-associated bloodstream infections,,,SUBGROUP_AND_OVERALL,Wendel 2023,2023,,,,,2,60,,,2,60,,,29.136977499827566,1,0.14558122988201952,6.869017391942697,
