Analysis group,Analysis number,Subgroup,Subgroup number,Experimental cases,Experimental N,Control cases,Control N,Weight,Mean,CI start,CI end,Heterogeneity Tau²,Tau² CI start,Tau² CI end,Heterogeneity Chi²,Heterogeneity df,Heterogeneity P,Heterogeneity I²,Effect Z,Effect T,Effect P,ID
1,1,Female,1,59,595,92,514,70.65131278025657,0.4310705017716175,0.1890927864287599,0.9827015668185832,0.766485151896386,,,27.103258890795836,5,0.000054461173793707296,81.55203394489959,2.0014683220111475,,0.04534194428385495,subgroup:458226234956306313
1,1,Male,2,13,311,36,227,29.348687219743418,0.31858481077989964,0.1730414828776834,0.5865430645402434,0,,,0.06004611234143882,2,0.9704231592442705,0,3.6731550482868114,,0.0002395740161073742,subgroup:458226236621445003
1,2,Female,1,,659,,591,58.9590836058003,2.6887834141578444,0.5295005797302812,4.848066248585408,7.895864996432923,,,29.276354462276057,9,0.0005820143715890014,74.67282870746652,2.4405874811555672,,0.014663393970627093,subgroup:458226275987347412
1,2,Male,2,,284,,287,33.91164226053317,1.9701559369640176,-1.8609147667151893,5.8012266406432245,17.70458507868055,,,27.693744431727914,5,0.000041775298846968845,81.11331724932877,1.0079257155627206,,0.31349013898633904,subgroup:458226277604513749
1,2,Mixed,3,,81,,38,7.1292741336665095,3.0000000000000004,0.18675040289152056,5.813249597108481,0,,,9.572383590798239e-32,0,0,0,2.0900711972601527,,0.036611404562684996,subgroup:458226278670915543
1,3,Female,1,,481,,392,74.95105378443161,13.340030128605871,8.077425505617194,18.60263475159455,34.988189903218455,,,26.140551616033527,5,0.00008380584615630404,85.69388526005068,4.968258206313477,,6.755696906391188e-7,subgroup:458226283618883550
1,3,Male,2,,280,,182,25.048946215568414,9.668162103881661,1.7496889807996823,17.58663522696364,21.848175991169157,,,4.579459536014574,3,0.20531130239200146,33.40126333094229,2.3930433589610702,,0.016709266329397572,subgroup:458226283613116380
1,4,Female,1,,205,,166,100,4.198978795023529,3.3405173709209723,5.278051560078045,0.03286744914247574,,,10.433253206458208,3,0.015220600560198028,65.93536836847713,12.29577997255484,,9.543113817291031e-35,subgroup:458226317611882484
1,5,Female,1,,103,,82,48.400563673383495,1.3912765223248411,0.11066351772396055,2.671889526925722,0,,,0.8415705460344776,2,0.6565310779637116,0,2.1293332696888267,,0.03322669709607888,subgroup:458226296090122217
1,5,Male,2,,129,,116,51.5994363266165,-0.22528299756141063,-1.4655655627038653,1.0149995675810441,0,,,0.05632709386400446,2,0.972229374299117,0,0.3560048120960848,,0.7218369621274736,subgroup:458226296080685031
1,6,Female,1,,235,,202,63.309113875521305,4.149036999200431,-2.9521630425100227,11.250237040910884,0,,,0.3964552098026669,3,0.9409738004204908,0,1.1451533601633697,,0.25214565395798194,subgroup:458226301973682158
1,6,Male,2,,65,,54,19.22722412786628,-4.5257660947706535,-18.587210843021335,9.535678653480026,0,,,0.04305894562262359,1,0.835614444278961,0,0.6308269674285417,,0.5281536722339853,subgroup:458226301966079980
1,6,Mixed,3,,81,,38,17.463661996612423,23.123500000000007,9.142428076592319,37.1045719234077,0,,,0,0,1,0,3.241613192807719,,0.0011885522313271478,subgroup:458226301970012141
1,7,Female,1,,279,,221,76.36297416276918,-33.27598888767942,-45.68883134369523,-20.86314643166361,0,,,2.6939762465813213,4,0.6102692969553667,0,5.254214737753187,,1.4865735609171194e-7,subgroup:458226352068352029
1,7,Male,2,,42,,43,23.63702583723084,-2.240000000000009,-22.000274220175324,17.520274220175306,0,,,0,0,1,0,0.22217906879486557,,0.8241744877698088,subgroup:458226352061798427
1,8,Female,1,,292,,266,60.997995079493215,4.2407060464138935,1.0311256730881508,7.450286419739636,7.537633246731015,,,9.325716691457453,4,0.05345434359430956,60.29436257407112,2.589631712939479,,0.009607865980082213,subgroup:458226363904677932
1,8,Male,2,,89,,94,19.548036459354492,0.36086132623940365,-3.581705068512912,4.30342772099172,0,,,0.4739207857898896,1,0.4911889695324264,0,0.17939462066738973,,0.8576278550403026,subgroup:458226363898386474
1,8,Mixed,3,,81,,38,19.453968461152296,4.612300000000001,2.0377627289113294,7.186837271088673,0,,,0,0,1,0,3.511288023447978,,0.00044594095237727245,subgroup:458226363902318635
1,9,Female,1,212,447,152,417,67.77995633369454,1.5409196474505968,0.956129013907496,2.4833817668553615,0.18632276847359816,,,21.65130363601248,3,0.00007708830336650152,86.14402139273444,1.775720426325857,,0.07577900893254438,subgroup:458226373345794099
1,9,Male,2,22,94,6,95,10.55102658552093,3.615740740740741,1.5592863110355002,8.38433648248372,0,,,0,0,1,0,2.995160642272847,,0.002743003379505956,subgroup:458226373349464116
1,9,Mixed,3,221,1028,75,560,21.669017080784528,1.4579616442593952,1.1511726919144798,1.8465102334876033,0,,,0.6046822533766433,1,0.4367972630998791,0,3.127864302449827,,0.0017608145541919895,subgroup:458226373354444853
1,10,Female,1,180,275,173,244,20.45962244204495,0.9555969950408802,0.8785118651372901,1.0394459689949145,0,,,2.107968738641727,3,0.5503023721988969,0,1.058410967668921,,0.2898681370209413,subgroup:458226383803242562
1,10,Mixed,2,662,781,352,385,79.54037755795507,0.927096670934699,0.8883814653365165,0.9674990652046328,0,,,0,0,1,0,3.478106431011522,,0.0005049693808862414,subgroup:458226383796951105
1,11,Female,1,,74,,71,100,0,-5.038588171330985,5.038588171330985,0,,,0,0,1,0,0,,1,subgroup:458226394754570314
1,12,Any non-GI symptoms,1,11,352,5,209,100.00000000000003,1.6072229714082058,0.5694286840388594,4.536416503468485,0,,,0.1635601393705988,1,0.6858999400088792,0,0.8962912107850752,,0.37009726198314574,subgroup:458226404457830488
