Analysis group,Analysis number,Subgroup,Subgroup number,Experimental cases,Experimental N,Control cases,Control N,Weight,Mean,CI start,CI end,Heterogeneity Tau²,Tau² CI start,Tau² CI end,Heterogeneity Chi²,Heterogeneity df,Heterogeneity P,Heterogeneity I²,Effect Z,Effect T,Effect P,ID
2,2,Functional Status at 3 months,2,,36,,17,100.0,0.032807,-0.54401,0.609624,0.0,,,0.0,0,1.0,0.0,0.111475,,0.91124,subgroup:438021630183456102
2,2,Functional Status at 6 months,3,,32,,15,100.0,-0.184155,-0.798692,0.430382,0.0,,,0.0,0,1.0,0.0,0.587331,,0.556982,subgroup:438021630184766824
2,3,Health-related quality-of-life at 1 month,1,,129,,42,100.0,4.954373,3.197171,6.711575,0.0,,,0.027968,1,0.867183,0.0,5.526054,,0.0,subgroup:438021630194990450
3,1,Pain at 1 month,1,,2087,,2022,100.0,-4.717816,-8.261698,-1.173934,101.496021,,,351.183067,37,0.0,89.464185,2.609215,,0.009075,subgroup:438021724200353280
3,1,Pain at 3 months,2,,1433,,1611,100.0,-2.321038,-4.827763,0.185687,24.936843,,,108.015994,23,0.0,78.706857,1.814779,,0.069558,subgroup:438021724204547621
3,1,Pain at 6 months,3,,1321,,1628,100.0,-3.455327,-5.547897,-1.362757,11.410035,,,45.273996,21,0.001594,53.615758,3.236364,,0.001211,subgroup:438021724213984829
3,1,Pain at 12 months,4,,1332,,1498,100.0,-2.213014,-4.867302,0.441273,17.897772,,,45.852381,15,5.6E-5,67.286322,1.634121,,0.102233,subgroup:438021724219489875
3,2,Functional status at 1 month,1,,2003,,1937,100.0,-0.247492,-0.382341,-0.112644,0.104259,,,124.017803,34,0.0,72.584581,3.597192,,3.22E-4,subgroup:438021724223684196
3,2,Functional status at 3 months,2,,1596,,1641,100.0,-0.058329,-0.1971,0.080442,0.07889,,,79.11579,24,0.0,69.664716,0.823822,,0.410041,subgroup:438021724228927111
3,2,Functional status at 6 months,3,,1457,,1627,100.0,-0.089868,-0.191934,0.012197,0.023785,,,37.888211,22,0.018858,41.934445,1.72574,,0.084394,subgroup:438021724234694304
3,2,Functional status at 12 months,4,,1387,,1576,100.0,-0.105267,-0.233585,0.023051,0.04309,,,44.982892,17,2.45E-4,62.207855,1.607876,,0.107862,subgroup:438021724239675063
3,3,Recovery at 1 month,1,148,267,141,385,100.0,1.223235,1.071775,1.396098,0.0,,,3.987445,5,0.551225,0.0,2.987766,,0.00281,subgroup:438021724244393674
3,3,Recovery at 3 months,2,143,329,200,457,100.0,1.109156,0.771438,1.594717,0.123487,,,16.750895,4,0.002161,76.120679,0.559218,,0.576013,subgroup:438021724247801553
3,3,Recovery at 6 months,3,70,144,127,269,100.0,1.013353,0.832002,1.234233,0.0,,,1.051875,3,0.788702,0.0,0.13185,,0.895103,subgroup:438021724250160855
3,3,Recovery at 12 months,4,66,144,114,266,100.0,1.063277,0.859571,1.315258,0.0,,,1.033717,3,0.793094,0.0,0.565429,,0.571782,subgroup:438021724252520156
3,4,Health-related quality of life at 1 month,1,,423,,502,100.0,-0.036347,-0.167757,0.095062,0.0,,,5.171663,6,0.521992,0.0,0.542116,,0.587739,subgroup:438021724266675958
3,4,Health-related quality of life at 3 months,2,,592,,669,100.0,0.021901,-0.146293,0.190095,0.031723,,,16.23963,8,0.039076,50.737793,0.255214,,0.798558,subgroup:438021724269559549
3,4,Health related quality of life at 6 months,3,,418,,507,100.0,-0.125854,-0.257058,0.00535,0.0,,,3.01545,4,0.555243,0.0,1.880045,,0.060102,subgroup:438021724273229574
3,4,Health-related quality of life at 12 months,4,,420,,496,100.0,-0.142813,-0.34289,0.057264,0.029624,,,10.046886,5,0.073918,50.233334,1.399003,,0.161812,subgroup:438021724276375307
3,5,Return to work at 1 month,1,1,3,5,11,100.0,0.733333,0.130493,4.121118,0.0,,,0.0,0,1.0,0.0,0.35214,,0.724733,subgroup:438021724263792371
3,5,Return to work at 3 months,2,40,57,66,102,100.0,1.152578,0.918652,1.446072,0.0,,,1.995159,3,0.573412,0.0,1.226883,,0.219866,subgroup:438021724255403746
3,5,Return to work at 6 months,3,39,54,70,92,100.0,0.995937,0.816416,1.214933,0.0,,,0.745548,2,0.688821,0.0,0.040144,,0.967978,subgroup:438021724258025191
3,5,Return to work at 12 months,4,153,191,150,195,100.0,1.080936,0.977839,1.194903,0.0,,,4.396203,6,0.623223,0.0,1.521768,,0.128067,subgroup:438021724260646635
4,1,Pain at 1 month,1,,785,,970,100.0,-6.69761,-9.101145,-4.294075,10.243784,,,31.650761,15,0.007181,52.607774,5.461569,,0.0,subgroup:438021699470212509
4,1,Pain at 3 months,2,,810,,707,100.0,-4.823203,-8.667707,-0.978698,19.287352,,,25.360121,8,0.00135,68.454409,2.458913,,0.013936,subgroup:438021699472571817
4,1,Pain at 6 months,3,,287,,266,100.0,-5.398394,-12.124133,1.327344,34.434554,,,14.62046,4,0.005557,72.64108,1.573159,,0.115682,subgroup:438021699476241840
4,1,Pain at 12 months,4,,823,,745,100.0,-3.919528,-8.530565,0.691509,22.306027,,,21.455769,5,6.64E-4,76.696245,1.666032,,0.095707,subgroup:438021699478076852
4,2,Functional status at 1 month,1,,676,,869,100.0,-0.460623,-0.7376,-0.183645,0.171764,,,61.753868,11,0.0,82.187351,3.259485,,0.001116,subgroup:438021699479911868
4,2,Functional status at 3 months,2,,834,,747,100.0,-0.150516,-0.300353,-6.79E-4,0.017138,,,13.056372,8,0.109925,38.727234,1.96884,,0.048971,subgroup:438021699482271173
4,2,Functional status at 6 months,3,,286,,266,100.0,-0.376819,-0.702847,-0.050791,0.087219,,,12.266447,4,0.015476,67.39072,2.265304,,0.023494,subgroup:438021699484106188
4,2,Functional status at 12 months,4,,816,,746,100.0,-0.228468,-0.429179,-0.027758,0.036981,,,14.691067,4,0.005387,72.772569,2.231024,,0.02568,subgroup:438021699485679056
4,3,Recovery at 1 month,1,9,15,3,17,100.0,3.4,1.123968,10.284988,0.0,,,0.0,0,1.0,0.0,2.166893,,0.030243,subgroup:438021699487514071
4,4,Health-related quality of life at 1 month,1,,113,,110,100.0,0.450905,-1.352002,2.253813,0.0,,,0.54991,1,0.458354,0.0,0.490185,,0.624003,subgroup:438021699497737713
4,4,Health-related quality of life at 3 months,2,,435,,399,100.0,1.775065,0.18634,3.36379,0.754914,,,3.21823,2,0.200065,37.854039,2.189847,,0.028535,subgroup:438021699499310579
4,4,Health-related quality of life at 6 months,3,,79,,77,100.0,-0.3,-2.214284,1.614284,0.0,,,0.0,0,1.0,0.0,0.307159,,0.758722,subgroup:438021699500621303
4,4,Health-related quality of life at 12 months,4,,538,,503,100.0,-0.4871,-2.666316,1.692116,3.524415,,,18.857918,3,2.93E-4,84.091563,0.438093,,0.661319,subgroup:438021699501932025
5,1,Pain at 1 month,1,,,,,,,,,,,,,,,,,,,subgroup:438021743354954065
5,1,Pain at 3 months,2,,,,,,,,,,,,,,,,,,,subgroup:438021743357051222
5,1,Pain at 6 months,3,,,,,,,,,,,,,,,,,,,subgroup:438793199570528225
5,2,Functional Status at 1 month,1,,,,,,,,,,,,,,,,,,,subgroup:438021743359148377
5,2,Functional Status 3 months,2,,,,,,,,,,,,,,,,,,,subgroup:438021743360721246
5,2,Functional Status 6 months,3,,,,,,,,,,,,,,,,,,,subgroup:438021743362294113
5,3,Perceived recovery at 6 months,1,,,,,,,,,,,,,,,,,,,subgroup:438021743363604836
5,4,Health-related quality of life at 1 month,1,,,,,,,,,,,,,,,,,,,subgroup:438021743364915559
5,4,Health-related Quality of life at 3 months,2,,,,,,,,,,,,,,,,,,,subgroup:438021743366226282
6,1,Pain at 1 month - &nbsp;no mixed population (chronic)&nbsp;,1,,638,,575,100.0,-7.932166,-16.324605,0.460272,215.657358,,,236.727649,12,0.0,94.930884,1.852472,,0.063958,subgroup:443890546871975854
6,1,Pain at 1 month - mix population (subacute and chronic),2,,168,,189,100.0,-3.452869,-7.895743,0.990006,0.0,,,2.905853,4,0.573702,0.0,1.523225,,0.127702,subgroup:443890546867781542
6,2,Functional status at 1 month - no mixed population (chronic)&nbsp;,1,,607,,543,100.0,-0.493701,-0.848947,-0.138455,0.30854,,,75.93719,11,0.0,85.514344,2.723851,,0.006453,subgroup:443890546884558794
6,2,Functional status at 1 month - mixed population (subacute and chronic),2,,119,,147,100.0,-0.24976,-0.495515,-0.004004,0.0,,,1.504925,2,0.471205,0.0,1.991898,,0.046382,subgroup:443893368878883258
7,1,Pain at 1 month - no mixed population (chronic)&nbsp;,1,,668,,743,100.0,-8.694553,-15.387678,-2.001428,190.216277,,,251.357682,18,0.0,92.83889,2.546047,,0.010895,subgroup:443893760039938501
7,1,Pain at 1 month - &nbsp;mixed population (subacute and chronic)&nbsp;,2,,1406,,1279,100.0,-1.508136,-3.384512,0.368241,5.05489,,,26.567825,18,0.087466,32.248876,1.575319,,0.115183,subgroup:444113840218335236
7,2,Pain at 3 months - no mixed population (chronic)&nbsp;,1,,539,,656,100.0,-2.743745,-7.502298,2.014807,48.185228,,,66.466843,10,0.0,84.954905,1.1301,,0.258434,subgroup:444113767129966042
7,2,Pain at 3 months - &nbsp;mixed population (subacute and chronic),2,,891,,926,100.0,-1.824224,-4.936329,1.28788,19.396317,,,37.173429,12,2.09E-4,67.718878,1.148873,,0.250608,subgroup:444113856025618477
7,3,Pain at 6 months - &nbsp;no mixed population (chronic),1,,531,,630,100.0,-7.095098,-9.514529,-4.675667,0.0,,,8.343113,9,0.499973,0.0,5.747689,,0.0,subgroup:444113767750198963
7,3,Pain at 6 months - mixed population (subacute and chronic)&nbsp;,2,,810,,998,100.0,-0.901557,-2.994657,1.191543,4.553565,,,17.6178,11,0.090883,37.563146,0.844211,,0.398551,subgroup:444113906299857207
7,4,Pain at 12 months - no mixed population (chronic)&nbsp;,1,,376,,486,100.0,-7.294838,-11.642902,-2.946775,17.31693,,,12.470188,5,0.028883,59.904375,3.288273,,0.001008,subgroup:444113768980440970
7,4,Pain at 12 months - mixed population (subacute and chronic),2,,956,,1012,100.0,0.451734,-1.204767,2.108234,0.0,,,6.388771,9,0.700466,0.0,0.534489,,0.593003,subgroup:444113942097717782
7,5,Functional status at 1 month - no mixed population (chronic)&nbsp;,1,,653,,688,100.0,-0.487131,-0.767728,-0.206534,0.263038,,,90.162524,16,0.0,82.254268,3.402597,,6.67E-4,subgroup:443893760078473765
7,5,Functional status at 1 month - mixed (subacute and chronic) population (subacute and chronic),2,,1373,,1246,100.0,-0.078051,-0.172135,0.016033,0.007153,,,20.896734,17,0.230944,18.647575,1.625971,,0.103956,subgroup:444113892259424360
7,6,Functional status at 3 months - no mixed population (chronic),1,,537,,656,100.0,-0.200638,-0.424546,0.023269,0.094244,,,33.427956,10,2.31E-4,70.08492,1.756277,,0.079041,subgroup:444113767175317047
7,6,Functional status at 3 months - &nbsp;mixed population (subacute and chronic),2,,1069,,1018,100.0,0.047415,-0.121269,0.2161,0.060494,,,37.686619,13,3.23E-4,65.504998,0.550925,,0.581685,subgroup:444113878895585357
7,7,Functional status at 12 months - no mixed population (chronic)&nbsp;,1,,376,,486,100.0,-0.332526,-0.558358,-0.106693,0.047853,,,12.856834,5,0.024758,61.110178,2.885935,,0.003903,subgroup:444113769028413417
7,7,Functional status at 12 months - mixed population (subacute and chronic),2,,1011,,1090,100.0,0.016909,-0.107554,0.141372,0.017647,,,18.739196,11,0.065939,41.299508,0.266274,,0.790028,subgroup:444113952491989542
8,1,Pain at 1 month - no mixed population (chronic),1,,376,,353,100.0,-7.712908,-10.783706,-4.642111,11.735323,,,22.473381,11,0.020952,51.053204,4.922832,,1.0E-6,subgroup:444048048469731442
8,1,Pain at 1 month - mixed population (subacute and chronic),2,,409,,617,100.0,-4.627115,-7.192515,-2.061715,0.0,,,2.252131,3,0.521753,0.0,3.535113,,4.08E-4,subgroup:444048030774749220
9,1,Pain at 1 month - no multi-modal treatment,1,,714,,673,100.0,-6.524043,-13.662964,0.614879,197.019796,,,241.400046,16,0.0,93.371998,1.791151,,0.073269,subgroup:444208071867358574
9,1,Pain at 1 month - multi-modal treatment,2,,92,,91,100.0,-4.0,-10.085249,2.085249,0.0,,,0.0,0,1.0,0.0,1.288338,,0.197628,subgroup:444208087175781869
9,2,Functional status at 1 month - no multi-modal treatment,1,,635,,598,100.0,-0.425729,-0.74135,-0.110108,0.275094,,,76.864451,13,0.0,83.08711,2.643717,,0.0082,subgroup:444208071896194462
9,2,Functional status at 1 month - multi-modal treatment,2,,91,,92,100.0,-0.331758,-0.623562,-0.039954,0.0,,,0.0,0,1.0,0.0,2.228324,,0.025859,subgroup:444208096104406567
10,1,Pain at 1 month - no multi-modal treatment,1,,803,,779,100.0,-6.505515,-12.278498,-0.732532,176.015143,,,278.559058,22,0.0,92.102213,2.208663,,0.027198,subgroup:444208131487031142
10,1,Pain at 1 month - multi-modal treatment,2,,1271,,1243,100.0,-2.057092,-4.63758,0.523397,11.998261,,,31.597474,14,0.004568,55.692661,1.562427,,0.118187,subgroup:444273336961853247
10,2,Pain at 3 months - no multi-modal treatment,1,,632,,785,100.0,-3.852513,-7.664137,-0.04089,31.571863,,,71.997212,11,0.0,84.721631,1.98099,,0.047592,subgroup:444273344858154907
10,2,Pain at 3 months - multi-modal treatment,2,,801,,798,100.0,-0.882779,-4.322821,2.557262,21.509151,,,30.547378,11,0.001299,63.990362,0.502964,,0.61499,subgroup:444273396967926428
10,3,Pain at 6 months - no multi-modal treatment,1,,614,,794,100.0,-4.802348,-7.86659,-1.738106,13.47684,,,23.697003,11,0.014073,53.580628,3.071699,,0.002128,subgroup:444273348205996106
10,3,Pain at 6 months - multi-modal treatment,2,,727,,834,100.0,-1.691781,-4.563483,1.179922,10.256674,,,19.126739,9,0.024137,52.945455,1.154656,,0.248231,subgroup:444273348228016239
10,4,Pain at 12 months - no multi-modal treatment,1,,443,,571,100.0,-6.202102,-12.240172,-0.164032,46.05602,,,32.957806,5,4.0E-6,84.829087,2.013209,,0.044093,subgroup:444273359877958033
10,4,Pain at 12 months - multi-modal treatment,2,,889,,927,100.0,-0.166079,-2.082047,1.749889,0.0,,,6.42949,9,0.696282,0.0,0.169892,,0.865095,subgroup:444273417230346938
10,5,Functional status at 1 month - no multi-modal treatment,1,,717,,654,100.0,-0.402521,-0.661327,-0.143714,0.23519,,,80.565515,17,0.0,78.89916,3.048327,,0.002301,subgroup:444208131533430726
10,5,Functional status at 1 month - multi-modal treatment,2,,1308,,1280,100.0,-0.097389,-0.219537,0.024758,0.02749,,,31.448474,16,0.011787,49.123128,1.562697,,0.118124,subgroup:444274774146939897
10,6,Functional status at 3 months - no multi-modal treatment,1,,754,,749,100.0,-0.191016,-0.415612,0.033579,0.115364,,,45.338168,12,9.0E-6,73.532234,1.66693,,0.095528,subgroup:444273369511487995
10,6,Functional status at 3 months - multi-modal treatment,2,,852,,925,100.0,0.062141,-0.10359,0.227872,0.048406,,,28.528267,11,0.002685,61.441752,0.734892,,0.462405,subgroup:444274782003919897
10,7,Functional status at 12 months - no multi-modal treatment,1,,438,,580,100.0,-0.207996,-0.512421,0.096428,0.128918,,,30.511735,6,3.1E-5,80.335435,1.339136,,0.180526,subgroup:444273372095441502
10,7,Functional status at 12 months - multi-modal treatment,2,,949,,996,100.0,-0.051367,-0.1654,0.062665,0.009972,,,14.027118,10,0.171758,28.709519,0.882891,,0.377295,subgroup:444274788212014129
11,1,Pain at 1 month - no multi-modal treatment,1,,395,,373,100.0,-8.441331,-11.020519,-5.862143,6.109451,,,17.283607,11,0.099762,36.355878,6.414696,,0.0,subgroup:444208105269223035
11,1,Pain at 1 month - multi-modal treatment,2,,390,,597,100.0,-3.571471,-6.238731,-0.90421,0.0,,,2.774501,3,0.427715,0.0,2.624398,,0.00868,subgroup:444208116501569296
12,1,Pain at 1 month - high income countries,1,,718,,662,100.0,-5.398524,-14.351668,3.554619,262.535795,,,233.163405,13,0.0,94.424511,1.18181,,0.237281,subgroup:444208151526629539
12,1,Pain at 1 month - middle to low income countries,2,,88,,102,100.0,-8.252969,-14.621702,-1.884235,24.072555,,,7.453136,3,0.058775,59.748486,2.539833,,0.011091,subgroup:444208151534756021
12,2,Functional status at 1 month - high income countries,1,,670,,620,100.0,-0.319383,-0.6254,-0.013367,0.220628,,,65.380209,11,0.0,83.175337,2.045576,,0.040798,subgroup:444208151556514007
12,2,Functional status at 1 month - middle to low income countries,2,,56,,70,100.0,-0.785769,-1.360195,-0.211342,0.137386,,,4.336071,2,0.114402,53.875292,2.681073,,0.007339,subgroup:444208151545241800
13,1,Pain at 1 month - high income countries,1,,1825,,1774,100.0,-3.42993,-7.159984,0.300124,78.079272,,,200.517385,26,0.0,87.033543,1.802263,,0.071504,subgroup:444208158438056197
13,1,Pain at 1 month - middle to low income countries&nbsp;,2,,249,,248,100.0,-7.947083,-16.153688,0.259523,161.707156,,,116.025318,10,0.0,91.381191,1.897983,,0.057698,subgroup:444208411480154731
13,2,Pain at 3 months - high income countries&nbsp;,1,,1433,,1583,100.0,-2.382414,-4.882348,0.11752,24.540084,,,105.778934,23,0.0,78.25654,1.867827,,0.061786,subgroup:444208411496145550
13,2,Pain at 3 months - middle to low income countries&nbsp;,2,,16,,16,100.0,21.2,9.172648,33.227352,0.0,,,0.0,0,1.0,0.0,3.454729,,5.51E-4,subgroup:444208478995342627
13,3,Pain at 6 months - high income countries&nbsp;,1,,1324,,1611,100.0,-3.300394,-5.406552,-1.194235,11.793876,,,45.238074,20,0.001024,55.789453,3.071304,,0.002131,subgroup:444208413298123525
13,3,Pain at 6 months - middle to low income countries&nbsp;,2,,17,,17,100.0,5.9,-25.069864,36.869864,0.0,,,0.0,0,1.0,0.0,0.373388,,0.708859,subgroup:444208488240637367
13,4,Pain at 12 months - high income countries,1,,1332,,1498,100.0,-2.213014,-4.867302,0.441273,17.897772,,,45.852381,15,5.6E-5,67.286322,1.634121,,0.102233,subgroup:444208415058158458
13,5,Functional status at 1 month - high income countries&nbsp;,1,,1827,,1741,100.0,-0.243392,-0.39144,-0.095344,0.09997,,,102.102171,25,0.0,75.514722,3.222198,,0.001272,subgroup:444208158488125797
13,5,Functional status at 1 month - middle to low income countries&nbsp;,2,,199,,193,100.0,-0.25582,-0.601484,0.089843,0.166177,,,21.171583,8,0.006705,62.213502,1.45054,,0.146908,subgroup:444208526143514393
13,6,Functional status at 3 months - high income countries&nbsp;,1,,1589,,1656,100.0,-0.085086,-0.218149,0.047977,0.067275,,,69.638015,23,1.0E-6,66.972063,1.25328,,0.210104,subgroup:444208776764713681
13,6,Functional status at 3 months - middle to low income countries&nbsp;,2,,15,,18,100.0,1.105795,0.363952,1.847639,0.0,,,0.0,0,1.0,0.0,2.921531,,0.003483,subgroup:444208786041203454
13,7,Functional status at 12 months - high income countries,1,,1387,,1576,100.0,-0.105267,-0.233585,0.023051,0.04309,,,44.982892,17,2.45E-4,62.207855,1.607876,,0.107862,subgroup:444208419350242319
14,1,Pain at 1 month - high income countries,1,,535,,722,100.0,-5.153778,-7.517437,-2.790119,1.128887,,,8.739574,8,0.36474,8.462358,4.273552,,1.9E-5,subgroup:444208155780178165
14,1,Pain at 1 month - middle and low income countries,2,,250,,248,100.0,-8.270933,-12.086842,-4.455025,12.875119,,,15.236252,6,0.018497,60.620238,4.248197,,2.2E-5,subgroup:444208155773886696
15,1,Pain at 1 month - Mobilisation,1,,94,,71,100.0,-16.17649,-50.684018,18.331038,917.718521,,,168.058725,2,0.0,98.80994,0.918795,,0.358203,subgroup:444362409140296609
15,1,Pain at 1 month - Manipulation,2,,184,,204,100.0,-3.838742,-9.54247,1.864986,38.789806,,,22.648351,7,0.001962,69.092672,1.319101,,0.187135,subgroup:444362473054411794
15,1,Pain at 1 month - Mixed manipulation and mobilisation,3,,493,,457,100.0,-3.520123,-6.368871,-0.671376,0.0,,,4.668309,5,0.457685,0.0,2.421877,,0.015441,subgroup:444596310851360119
15,1,Pain at 1 month - Mixed manipulation and mobilisation + mobilisation studies,4,,587,,528,100.0,-7.92852,-20.104231,4.247191,326.58831,,,215.221535,8,0.0,96.2829,1.27628,,0.201857,subgroup:444683106720948587
15,2,Functional status at 1 month - Mobilisation,1,,97,,71,100.0,-1.313393,-3.313807,0.687022,2.991801,,,55.719324,2,0.0,96.410581,1.286834,,0.198152,subgroup:444362409165986769
15,2,Functional status at 1 month - Manipulation,2,,245,,261,100.0,-0.239439,-0.518107,0.039229,0.080479,,,14.933728,7,0.036858,53.126238,1.684051,,0.092172,subgroup:444633624041164621
15,2,Functional status at 1 month - Mixed Manipulation and Mobilisation,3,,384,,358,100.0,-0.217047,-0.401614,-0.032479,0.008359,,,3.830063,3,0.280409,21.672311,2.30487,,0.021174,subgroup:444633626043158365
16,1,Pain at 1 month - Mobilisation,1,,353,,303,100.0,-9.890791,-21.442378,1.660796,291.511349,,,156.0681,8,0.0,94.874033,1.678176,,0.093313,subgroup:444633879082373162
16,1,Pain at 1 month - Manipulation,2,,439,,468,100.0,-1.508238,-8.54268,5.526204,131.156409,,,111.9066,11,0.0,90.170374,0.420231,,0.674317,subgroup:444633934709592867
16,1,Pain at 1 month - Mixed Mobilisation and Manipulation,3,,1260,,1200,100.0,-3.161194,-5.977218,-0.345171,16.797963,,,39.714683,15,5.01E-4,62.230594,2.200204,,0.027792,subgroup:444633939824808779
16,2,Pain at 3 months - Mobilisation,1,,204,,222,100.0,-0.852858,-4.545918,2.840203,0.0,,,2.923907,4,0.570639,0.0,0.452625,,0.650819,subgroup:444633898199224665
16,2,Pain at 3 months - Manipulation,2,,204,,271,100.0,-0.201354,-2.734098,2.331391,2.372256,,,5.209402,4,0.266478,23.215754,0.155817,,0.876177,subgroup:444633966726550420
16,2,Pain at 3 months - Mixed Mobilisation and Manipulation,3,,1025,,1090,100.0,-3.264648,-7.388164,0.858867,46.717438,,,79.954195,13,0.0,83.740691,1.551732,,0.120726,subgroup:444633967753892779
16,3,Pain at 6 months - Mobilisation,1,,191,,203,100.0,-5.124655,-9.012049,-1.23726,0.0,,,1.486031,3,0.685498,0.0,2.583771,,0.009773,subgroup:444633901266571730
16,3,Pain at 6 months - Manipulation,2,,172,,254,100.0,-1.443164,-9.122787,6.23646,41.839698,,,9.451313,3,0.023855,68.258378,0.368319,,0.712636,subgroup:444633989507912666
16,3,Pain at 6 months - Mixed Mobilisation and Manipulation,3,,958,,1124,100.0,-3.160042,-5.775304,-0.54478,12.391971,,,32.043131,12,0.001363,62.550476,2.36824,,0.017873,subgroup:444633990493836271
16,4,Pain at 12 months - Mobilisation,1,,160,,148,100.0,-1.758536,-6.696799,3.179727,0.0,,,1.31419,2,0.518355,0.0,0.697951,,0.485208,subgroup:444633903289799242
16,4,Pain at 12 months - Manipulation,2,,80,,163,100.0,5.0,-1.011491,11.011491,0.0,,,0.0,1,1.0,0.0,1.630181,,0.103063,subgroup:444634012662305817
16,4,Pain at 12 months - Mixed Mobilisation and Manipulation,3,,1092,,1187,100.0,-3.335181,-6.514327,-0.156035,20.328152,,,39.222866,10,2.3E-5,74.504667,2.056161,,0.039767,subgroup:444634013896741929
16,5,Functional status at 1 month - Mobilisation,1,,338,,281,100.0,-0.376482,-0.850766,0.097802,0.381752,,,45.992857,7,0.0,84.780245,1.555799,,0.119756,subgroup:444633879130869898
16,5,Functional status at 1 month - Manipulation,2,,443,,433,100.0,-0.127941,-0.331059,0.075176,0.051553,,,18.82005,10,0.042609,46.86518,1.234558,,0.216995,subgroup:444634048288199759
16,5,Functional status at 1 month - Mixed Mobilisation and Manipulation,3,,1223,,1171,100.0,-0.275963,-0.459002,-0.092924,0.086625,,,58.135214,14,0.0,75.91821,2.954986,,0.003127,subgroup:444634049380291695
16,6,Functional status at 3 months - Mobilisation,1,,288,,240,100.0,0.033938,-0.298727,0.366602,0.110977,,,15.221944,5,0.009455,67.152685,0.199952,,0.841518,subgroup:444633918996681346
