Analysis group,Analysis number,Analysis name,Analysis group name,Data source,Data source eligibility,Data type,Log-scale data,Outcome,Intervention grouping,Experimental intervention,Control intervention,Subgroup by,Filter criteria,Experimental group label,Control group label,Statistical method,Effect measure,Unit of effect measure,Analysis model,Heterogeneity estimator,Tau² CI,Subgroup estimates,Overall estimates,Test for subgroup differences,Prediction interval,Swap event and non-event,CI method,CI/PI level,Experimental cases,Experimental N,Control cases,Control N,Mean,CI start,CI end,PI start,PI end,Heterogeneity Tau²,Tau² CI start,Tau² CI end,Heterogeneity Chi²,Heterogeneity df,Heterogeneity P,Heterogeneity I²,Effect Z,Effect T,Effect P,Subgroup Chi²,Subgroup df,Subgroup P,Subgroup I²,ID
22,2,Pain,Subgroup analysis: treatment type (other intervention than exercise versus exercise) Cochrane SMT vs. other conservative interventions,Custom input,"#N/A",Continuous,false,,,,,,,SMT,Other conservative interventions,IV,Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:444749868060491552
22,3,Pain,Subgroup analysis: treatment type (other intervention than exercise versus exercise) Cochrane SMT vs. other conservative interventions,Custom input,"#N/A",Continuous,false,,,,,,,SMT,Other conservative interventions,IV,Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:444749868087230266
22,4,Pain,Subgroup analysis: treatment type (other intervention than exercise versus exercise) Cochrane SMT vs. other conservative interventions,Custom input,"#N/A",Continuous,false,,,,,,,SMT,Other conservative interventions,IV,Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:444749868112658259
22,5,Functional status,Subgroup analysis: treatment type (other intervention than exercise versus exercise) Cochrane SMT vs. other conservative interventions,Custom input,"#N/A",Continuous,false,,,,,,,SMT,other conservative interventions,IV,Std. Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:444749868132056934
22,6,Functional status,Subgroup analysis: treatment type (other intervention than exercise versus exercise) Cochrane SMT vs. other conservative interventions,Custom input,"#N/A",Continuous,false,,,,,,,SMT,other conservative interventions,IV,Std. Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:444749868230098890
22,7,Functional status,Subgroup analysis: treatment type (other intervention than exercise versus exercise) Cochrane SMT vs. other conservative interventions,Custom input,"#N/A",Continuous,false,,,,,,,SMT,other conservative interventions,IV,Std. Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:444749868304810003
23,1,Pain,Subgroup analysis: treatment type (active versus passive) Cochrane SMT vs. other conservative interventions,Custom input,"#N/A",Continuous,false,,,,,,,SMT,Other conservative interventions,IV,Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:445066559682171504
23,2,Pain,Subgroup analysis: treatment type (active versus passive) Cochrane SMT vs. other conservative interventions,Custom input,"#N/A",Continuous,false,,,,,,,SMT,Other conservative interventions,IV,Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:445066559723590295
23,3,Pain,Subgroup analysis: treatment type (active versus passive) Cochrane SMT vs. other conservative interventions,Custom input,"#N/A",Continuous,false,,,,,,,SMT,Other conservative interventions,IV,Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:445066559750066865
23,4,Pain,Subgroup analysis: treatment type (active versus passive) Cochrane SMT vs. other conservative interventions,Custom input,"#N/A",Continuous,false,,,,,,,SMT,Other conservative interventions,IV,Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:445066559774708426
23,5,Functional status,Subgroup analysis: treatment type (active versus passive) Cochrane SMT vs. other conservative interventions,Custom input,"#N/A",Continuous,false,,,,,,,SMT,other conservative interventions,IV,Std. Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:445066559794631389
23,6,Functional status,Subgroup analysis: treatment type (active versus passive) Cochrane SMT vs. other conservative interventions,Custom input,"#N/A",Continuous,false,,,,,,,SMT,other conservative interventions,IV,Std. Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:445066559833428737
23,7,Functional status,Subgroup analysis: treatment type (active versus passive) Cochrane SMT vs. other conservative interventions,Custom input,"#N/A",Continuous,false,,,,,,,SMT,other conservative interventions,IV,Std. Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:445066559861478172
24,1,Pain,"Sensitivity analysis (Low risk of bias), Outcome: pain and function",Custom input,"#N/A",Continuous,false,,,,,,,SMT,Sham SMT/placebo,IV,Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:444843434104084952
24,2,Pain,"Sensitivity analysis (Low risk of bias), Outcome: pain and function",Custom input,"#N/A",Continuous,false,,,,,,,SMT,Other conservative interventions,IV,Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:444843438508628615
24,3,Pain,"Sensitivity analysis (Low risk of bias), Outcome: pain and function",Custom input,"#N/A",Continuous,false,,,,,,,SMT+ another intervention,Intervention alone,IV,Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:444843436124428851
24,4,Functional status,"Sensitivity analysis (Low risk of bias), Outcome: pain and function",Custom input,"#N/A",Continuous,false,,,,,,,SMT,Sham SMT/placebo,IV,Std. Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:444843758646222489
24,5,Functional status,"Sensitivity analysis (Low risk of bias), Outcome: pain and function",Custom input,"#N/A",Continuous,false,,,,,,,SMT,other conservative interventions,IV,Std. Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:444843438611651305
24,6,Functional status,"Sensitivity analysis (Low risk of bias), Outcome: pain and function",Custom input,"#N/A",Continuous,false,,,,,,,SMT+ another intervention,Intervention alone,IV,Std. Mean Difference,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:444843436157721174
