Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
1,2,Functional status,Functional status at 6 months,3,SUBGROUP_AND_OVERALL,Senna 2011,2011,,,32.2,10.8,,26,35.3,12.8,,37,,,55.957104,-0.254706,-0.758374,0.248962,SMT ('non-maintained') vs sham SMT ('control group'); ODI; SE converted into SD; data extracted from table 3; data at 7 months
1,2,Functional status,Functional status 12 months,4,SUBGROUP_AND_OVERALL,Senna 2011,2011,,,34.9,12.0,,26,37.4,13.4,,37,,,100.0,-0.19223,-0.694996,0.310536,SMT ('non-maintained') vs sham SMT ('control group'); ODI; SE converted into SD; data extracted from table 3; data at 10 months
1,3,Perceived recovery,Recovery at 1 month,1,SUBGROUP_AND_OVERALL,Gibson 1985,1985,,,,,6,20,,,9,33,,,30.43895,1.1,0.460399,2.628154,Osteopathic SMT vs detuned diathermy; number of patients pain free; data at 4 weeks
1,3,Perceived recovery,Recovery at 1 month,1,SUBGROUP_AND_OVERALL,Senna 2011,2011,,,,,7,26,,,6,37,,,24.631376,1.660256,0.630496,4.371878,SMT ('non-maintained') vs sham SMT ('control group'); current back-related health status with their baseline status 0-5; SE converted into SD; data at 1 month
1,3,Perceived recovery,Recovery at 1 month,1,SUBGROUP_AND_OVERALL,Walker 2013,2013,,,,,19,63,,,9,71,,,44.929674,2.379189,1.161684,4.872703,Chiropractic care vs detuned ultrasound and sham activator; scale from -5 to 5. 3-5 were used as recovered; data from the author; data at 2 weeks
1,3,Perceived recovery,Recovery at 3 months,2,SUBGROUP_AND_OVERALL,Gibson 1985,1985,,,,,8,19,,,14,32,,,100.0,0.962406,0.498651,1.857461,Osteopathic SMT vs detuned diathermy; number of patients pain free; data at 12 weeks
1,4,Health-related quality of life,Health related quality of life at 1 month,1,SUBGROUP_AND_OVERALL,Senna 2011,2011,,,31.6,8.1584,,26,27.1,7.9076,,37,,,100.0,4.5,0.459438,8.540562,SMT by MD vs sham SMT; General health scale of SF 36; SE converted into SD; data from 1 month
1,4,Health-related quality of life,Health related quality of life at 3 months,2,SUBGROUP_AND_OVERALL,Senna 2011,2011,,,29.2,8.1584,,26,26.4,7.9076,,37,,,100.0,2.8,-1.240562,6.840562,SMT by MD vs sham SMT; General health scale of SF 36; SE converted into SD; data at 4 months
1,4,Health-related quality of life,Health related quality of life at 6 months,3,SUBGROUP_AND_OVERALL,Senna 2011,2011,,,27.8,8.1584,,26,26.1,7.9076,,37,,,100.0,1.7,-2.340562,5.740562,SMT by MD vs sham SMT; &nbsp;General health scale of SF 36; SE converted into SD; data at 7 months
1,4,Health-related quality of life,Health related quality of life at 12 months,4,SUBGROUP_AND_OVERALL,Senna 2011,2011,,,27.6,8.1584,,26,25.9,7.9076,,37,,,100.0,1.7,-2.340562,5.740562,SMT by MD vs sham SMT; General health scale of SF 36; SE converted into SD; data at 10 months
1,5,Return to work,Return to work at 1 month,1,SUBGROUP_AND_OVERALL,Gibson 1985,1985,,,,,1,2,,,7,17,,,100.0,1.214286,0.271528,5.430339,osteopathic SMT vs detuned diathermy; number able to work or with unrestricted activities; data from 4 weeks
1,5,Return to work,Return to work at 3 months,2,SUBGROUP_AND_OVERALL,Gibson 1985,1985,,,,,2,3,,,11,17,,,100.0,1.030303,0.430017,2.468565,osteopathic SMT vs detuned short-wave diathermy (SWD); no. able to work or with unrestricted activities; data from 12 weeks
2,1,Pain,Pain at 1 month,1,SUBGROUP_AND_OVERALL,Bialosky 2014,2014,,,34.0,26.0,,27,26.0,26.0,,28,,,18.336149,8.0,-5.74491,21.74491,SMT vs. no treatment; NRS 0-100; data based upon figures presented in Fig.4; change scores presented and SD's used from baseline; data at 2 weeks
2,1,Pain,Pain at 1 month,1,SUBGROUP_AND_OVERALL,Licciardone 2003,2003,,,37.7,26.2,,42,46.5,20.7,,17,,,18.907868,-8.8,-21.433652,3.833652,Osteopathic SMT vs no treatment; VAS 0-100; data extracted from figure 3; SD calculated; data at 1 month
2,1,Pain,Pain at 1 month,1,SUBGROUP_AND_OVERALL,Tavares 2017,2017,,,2.5,8.012574,,20,38.5,16.238816,,20,,,21.073863,-36.0,-43.936045,-28.063955,<sup>c</sup>SMT vs no treatment: NPRS 0-10; data converted to 0-100; data extracted from table 2; data at 5 weeks
2,1,Pain,Pain at 1 month,1,SUBGROUP_AND_OVERALL,Xia 2016,2015,,,35.2,23.2,,66,48.0,14.9,,21,,,20.852402,-12.8,-21.281699,-4.318301,"LVVA ('non-thrust') SMT vs waiting list control; VAS 0-100; adjusted mean estimates; CI in the article, SD calculated; data at 3 weeks"
2,1,Pain,Pain at 1 month,1,SUBGROUP_AND_OVERALL,Xia 2016,2015,,,31.0,23.0,,63,48.0,14.9,,21,,,20.829718,-17.0,-25.536252,-8.463748,"HVLA ('thrust') SMT vs waiting list control; VAS 0-100; adjusted mean estimates; CI in the article, SD calculated; data at 3 weeks"
2,1,Pain,Pain at 3 months,2,SUBGROUP_AND_OVERALL,Licciardone 2003,2003,,,31.0,24.5,,36,45.2,20.1,,16,,,100.0,-14.2,-26.890557,-1.509443,Osteopathic SMT vs no treatment; VAS 0-100; data extracted from figure 3 SD calculated; data at 3 months
2,1,Pain,Pain at 6 months,3,SUBGROUP_AND_OVERALL,Licciardone 2003,2003,,,31.6,22.4,,32,36.5,22.5,,15,,,100.0,-4.9,-18.679815,8.879815,Osteopathic SMT vs no treatment; VAS 0-100; data extracted from figure 3 SD calculated; data at 6 months
2,2,Functional Status,Functional Status 1 at month,1,SUBGROUP_AND_OVERALL,Bialosky 2014,2014,,,12.5,9.0,,14,17.0,15.0,,28,,,18.871732,-0.33074,-0.976576,0.315097,SMT vs. no treatment; ODI 0-100; data based upon figures presented in Fig.4; change scores presented and SD's used from baseline; data at 2 weeks
2,2,Functional Status,Functional Status 1 at month,1,SUBGROUP_AND_OVERALL,Licciardone 2003,2003,,,-1.33,4.12,,42,6.94,4.97,,17,,,18.545831,-1.865176,-2.527589,-1.202764,Osteopathic SMT vs no treatment; RMDQ 0-24; data extracted from figure 3 SD calculated; data at 1 month
2,2,Functional Status,Functional Status 1 at month,1,SUBGROUP_AND_OVERALL,Tavares 2017,2017,,,3.1,3.98492,,20,4.5,3.130246,,20,,,19.264326,-0.382954,-1.009019,0.243111,SMT vs no treatment: ODI 0-100; data extracted from tabel 2; data at 5 weeks
2,2,Functional Status,Functional Status 1 at month,1,SUBGROUP_AND_OVERALL,Xia 2016,2015,,,5.8,4.1,,66,8.9,2.6,,21,,,21.700597,-0.808422,-1.314627,-0.302217,"LVVA ('non-thrust') SMT vs waiting list control; RMDQ 0-24; adjusted mean estimates; CI in the article, SD calculated; data at 3 weeks"
2,2,Functional Status,Functional Status 1 at month,1,SUBGROUP_AND_OVERALL,Xia 2016,2015,,,5.8,4.0,,63,8.9,2.6,,21,,,21.617514,-0.828448,-1.338711,-0.318186,"HVLA ('thrust') SMT vs waiting list control; RMDQ 0-24; adjusted mean estimates; CI in the article, SD calculated; data at 3 weeks"
2,2,Functional Status,Functional Status at 3 months,2,SUBGROUP_AND_OVERALL,Licciardone 2003,2003,,,6.11,4.46,,36,5.94,6.29,,17,,,100.0,0.032807,-0.54401,0.609624,Osteopathic SMT vs no treatment; RMDQ 0-24; data extracted from figure 3; SD calculated; data from 3 month
2,2,Functional Status,Functional Status at 6 months,3,SUBGROUP_AND_OVERALL,Licciardone 2003,2003,,,5.22,4.48,,32,6.2,6.6,,15,,,100.0,-0.184155,-0.798692,0.430382,Osteopathic SMT vs no treatment; RMDQ0-24 data extracted from figure 3 SD calculated; data from 6 month
2,3,Health-related Quality-of-life,Health-related quality-of-life at 1 month,1,SUBGROUP_AND_OVERALL,Xia 2016,2015,,,39.6,6.8,,63,34.8,4.4,,21,,,48.542281,4.8,2.277904,7.322096,HVLA ('thrust') SMT vs waiting list control; SF-36 Physical Health component; CI in the article; SD calculated; data at 3 weeks
2,3,Health-related Quality-of-life,Health-related quality-of-life at 1 month,1,SUBGROUP_AND_OVERALL,Xia 2016,2015,,,39.9,6.5,,66,34.8,4.4,,21,,,51.457719,5.1,2.650393,7.549607,LVVA ('non-thrust') SMT vs waiting list control; SF-36 Physical Health component; CI in the article; SD calculated; data at 3 weeks
3,1,Pain,Pain at 1 month,1,SUBGROUP_AND_OVERALL,Ali 2019,2019,,,11.4,15.6,,14,16.3,15.0,,14,,,2.422637,-4.9,-16.236369,6.436369,Maitland Mobilisation vs Mulligan Mobilisation; NPRS 0-10 converted to 0-100; data extracted from table &nbsp;2; &nbsp;data at 4 weeks
3,1,Pain,Pain at 1 month,1,SUBGROUP_AND_OVERALL,Blanco-Giménez 2024,2024,,,34.3,22.7,,16,38.0,24.8,,15,,,1.871366,-3.7,-20.469813,13.069813,SMT + exercise vs kinesiotaping + exercise; VAS (0-10); data extracted from table 2; data at 3 weeks
3,1,Pain,Pain at 1 month,1,SUBGROUP_AND_OVERALL,Bronfort 2011,2011,,,39.0,18.0,,50,37.0,18.0,,95,,,2.935145,2.0,-4.163931,8.163931,SMT vs supervised exercise therapy; NPRS 0-10; converted 0-100; data extracted from table 2; data at 4 weeks
3,1,Pain,Pain at 1 month,1,SUBGROUP_AND_OVERALL,Bronfort 2011,2011,,,39.0,18.0,,50,36.0,20.0,,96,,,2.915354,3.0,-3.395212,9.395212,SMT vs home exercise and advice; NPRS 0-10; converted 0-100; data extracted from table 2; data at 4 weeks
3,1,Pain,Pain at 1 month,1,SUBGROUP_AND_OVERALL,Brønfort 1996,1996,,,34.0,19.0,,62,36.0,22.0,,43,,,2.757219,-2.0,-10.09975,6.09975,HVLA-SMT + strength exercises vs. NSAID + strength exercises; NPRS 0-10; converted to 0-100; data extracted from table 2; data at 5 weeks
3,1,Pain,Pain at 1 month,1,SUBGROUP_AND_OVERALL,Cecchi 2010,2010,,,20.0,20.0,,35,15.0,13.3,,68,,,2.829977,5.0,-2.341339,12.341339,SMT vs individualized physiotherapy; RMPRS 0-6; data converted to 0-100; data extracted from table 2; First follow-up is at discharge (4-6 weeks)
3,1,Pain,Pain at 1 month,1,SUBGROUP_AND_OVERALL,Cecchi 2010,2010,,,20.0,20.0,,35,16.7,13.3,,68,,,2.829977,3.3,-4.041339,10.641339,SMT vs back school; RMPRS 0-6; data converted to 0-100; data extracted from table 2; First follow up is at discharge (4-6 weeks)
