Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
1,1,Live birth per woman randomly assigned,,,SUBGROUP_AND_OVERALL,Miller 2019,2019,,,,,379,1387,,,346,1385,,,100.00000000000003,1.093796233397652,0.9650017597203863,1.2397803300810049,
1,2,Miscarriage per woman randomly assigned,,,SUBGROUP_AND_OVERALL,Miller 2019,2019,,,,,60,1387,,,96,1385,,,88.02425688421162,0.624098774333093,0.45598845173189434,0.85418672039765,
1,2,Miscarriage per woman randomly assigned,,,SUBGROUP_AND_OVERALL,Worrilow 2013,2013,,,,,5,279,,,13,276,,,11.975743115788372,0.380479735318445,0.13748875866058227,1.052921201691653,
1,3,Miscarriage per clinical pregnancy,,,SUBGROUP_AND_OVERALL,Miller 2019,2019,,,,,60,487,,,96,491,,,88.26094526575706,0.6301334702258727,0.4681233319078274,0.8482127747844938,
1,3,Miscarriage per clinical pregnancy,,,SUBGROUP_AND_OVERALL,Worrilow 2013,2013,,,,,5,112,,,13,117,,,11.73905473424293,0.4017857142857143,0.14805618928292702,1.0903411805067784,
1,4,Clinical pregnancy per woman randomly assigned,,,SUBGROUP_AND_OVERALL,Miller 2019,2019,,,,,487,1387,,,491,1385,,,80.68390746434602,0.9904231465587496,0.8954202902150794,1.095505674775042,
1,4,Clinical pregnancy per woman randomly assigned,,,SUBGROUP_AND_OVERALL,Worrilow 2013,2013,,,,,112,279,,,117,276,,,19.316092535653972,0.9469717856814631,0.7763957252195657,1.155023828374551,
2,1,Live birth per woman randomly assigned,,,SUBGROUP_AND_OVERALL,Parmegiani 2012a,2012,,,,,17,50,,,15,50,,,100,1.1333333333333333,0.6389653988380773,2.01019405241682,
2,2,Miscarriage per woman randomly assigned,,,SUBGROUP_AND_OVERALL,Parmegiani 2012a,2012,,,,,4,50,,,5,50,,,100,0.8,0.2280631212615402,2.8062406427651023,
2,3,Miscarriage per clinical pregnancy,,,SUBGROUP_AND_OVERALL,Parmegiani 2012a,2012,,,,,4,21,,,5,20,,,99.99999999999999,0.7619047619047619,0.2380198175117007,2.438867789589055,
2,4,Clinical pregnancy per woman randomly assigned,,,SUBGROUP_AND_OVERALL,Parmegiani 2012a,2012,,,,,21,50,,,20,50,,,100,1.05,0.6559445887071604,1.6807822169445468,
3,1,Live birth per woman randomly assigned,,,SUBGROUP_AND_OVERALL,Esfahani 2016,2016,,,,,30,102,,,12,101,,,100,2.4754901960784315,1.3446469292951928,4.557368612809384,
3,2,Miscarriage per woman randomly assigned,,,SUBGROUP_AND_OVERALL,Esfahani 2016,2016,,,,,3,102,,,4,101,,,100,0.7426470588235294,0.1705066359549278,3.2346228103698573,
3,3,Miscarriage per clinical pregnancy,,,SUBGROUP_AND_OVERALL,Esfahani 2016,2016,,,,,3,40,,,4,22,,,100,0.4125,0.10135174582355727,1.6788684656327886,
3,4,Clinical pregnancy per woman randomly assigned,,,SUBGROUP_AND_OVERALL,Esfahani 2016,2016,,,,,40,102,,,22,101,,,100,1.8003565062388591,1.1577173932386464,2.7997191443149094,
4,1,Live birth per woman randomly assigned,,,SUBGROUP_AND_OVERALL,Yetkinel 2019,2019,,,,,23,61,,,21,61,,,100,1.0952380952380953,0.6822824687243831,1.7581376339677632,
4,2,Miscarriage per woman randomly assigned,,,SUBGROUP_AND_OVERALL,Yetkinel 2019,2019,,,,,6,61,,,5,61,,,100,1.2,0.3866670366299282,3.7241343677769905,
4,3,Miscarriage per clinical pregnancy,,,SUBGROUP_AND_OVERALL,Yetkinel 2019,2019,,,,,6,29,,,5,26,,,99.99999999999999,1.0758620689655172,0.3719101668623349,3.1122547716400883,
4,4,Clinical pregnancy per woman randomly assigned,,,SUBGROUP_AND_OVERALL,Yetkinel 2019,2019,,,,,29,61,,,26,61,,,100,1.1153846153846154,0.753094883790894,1.6519602868290382,
