Analysis group,Analysis number,Analysis name,Analysis group name,Data source,Data source eligibility,Data type,Log-scale data,Outcome,Intervention grouping,Experimental intervention,Control intervention,Subgroup by,Filter criteria,Experimental group label,Control group label,Statistical method,Effect measure,Unit of effect measure,Analysis model,Heterogeneity estimator,Tau² CI,Subgroup estimates,Overall estimates,Test for subgroup differences,Prediction interval,Swap event and non-event,CI method,CI/PI level,Sort studies by,Graph label (left),Graph label (right),Graph scale,Show risk of bias,Experimental cases,Experimental N,Control cases,Control N,Mean,CI start,CI end,PI start,PI end,Heterogeneity Tau²,Tau² CI start,Tau² CI end,Heterogeneity Chi²,Heterogeneity df,Heterogeneity P,Heterogeneity I²,Effect Z,Effect T,Effect P,Subgroup Chi²,Subgroup df,Subgroup P,Subgroup I²,ID
1,1,Live birth per woman randomly assigned,Hyaluronic acid sperm selection (HA-ICSI) versus ICSI,Custom input,#N/A,Dichotomous,true,,,,,,,HA-ICSI,ICSI,MH,Risk Ratio,,Fixed effect,#N/A,false,true,true,true,false,false,Wald,95%,STUDY,Favours ICSI,Favours HA-ICSI,5,true,379,1387,346,1385,1.093796233397652,0.9650017597203863,1.2397803300810049,,,,,,0,0,1,0,1.4026161857338684,,0.1607313226114241,,,,,analysis:410097060029761311
1,2,Miscarriage per woman randomly assigned,Hyaluronic acid sperm selection (HA-ICSI) versus ICSI,Custom input,#N/A,Dichotomous,true,,,,,,,HA-ICSI,ICSI,MH,Risk Ratio,,Fixed effect,#N/A,false,true,true,true,false,false,Wald,95%,STUDY,Favours HA-ICSI,Favours ICSI,5,true,65,1666,109,1661,0.5949235840395465,0.44105131469103204,0.8024782129816332,,,,,,0.8302072313703162,1,0.36221268036175247,0,3.40109972436952,,0.000671153389525604,,,,,analysis:410097060037887781
1,3,Miscarriage per clinical pregnancy,Hyaluronic acid sperm selection (HA-ICSI) versus ICSI,Custom input,#N/A,Dichotomous,true,,,,,,,HA-ICSI,ICSI,MH,Risk Ratio,,Fixed effect,#N/A,false,true,true,true,false,false,Wald,95%,STUDY,Favours HA-ICSI,Favours ICSI,5,true,65,599,109,608,0.603327602171642,0.45388156236241034,0.801980573186485,,,,,,0.7192176715596644,1,0.3964006711721485,0,3.4795369373109635,,0.0005022811235452345,,,,,analysis:410097060041819949
1,4,Clinical pregnancy per woman randomly assigned,Hyaluronic acid sperm selection (HA-ICSI) versus ICSI,Custom input,#N/A,Dichotomous,true,,,,,,,HA-ICSI,ICSI,MH,Risk Ratio,,Fixed effect,#N/A,false,true,true,true,false,false,Wald,95%,STUDY,Favours ICSI,Favours HA-ICSI,5,true,599,1666,608,1661,0.982030041483692,0.8975310248858537,1.0744843082155406,,,,,,0.15606114731229787,1,0.6928093075870106,0,0.3950106238102729,,0.6928350484931269,,,,,analysis:410097060050208565
2,1,Live birth per woman randomly assigned,HA-ICSI versus viscous medium containing HA (SpermSlow),Custom input,#N/A,Dichotomous,true,,,,,,,HA-ICSI,Sperm Slow,MH,Risk Ratio,,Fixed effect,#N/A,false,true,true,true,false,false,Wald,95%,STUDY,Favours SpermSlow,Favours HA-ICSI,5,true,17,50,15,50,1.1333333333333333,0.6389653988380772,2.0101940524168205,,,,,,0,0,1,0,0.42807346055148715,,0.6685976393423227,,,,,analysis:410097060060956485
2,2,Miscarriage per woman randomly assigned,HA-ICSI versus viscous medium containing HA (SpermSlow),Custom input,#N/A,Dichotomous,true,,,,,,,HA-ICSI,Sperm Slow,MH,Risk Ratio,,Fixed effect,#N/A,false,true,true,true,false,false,Wald,95%,STUDY,Favours HA-ICSI,Favours SpermSlow,10,true,4,50,5,50,0.8,0.2280631212615402,2.8062406427651023,,,,,,0,0,1,0,0.34849167849923335,,0.7274709628735369,,,,,analysis:410097060064364361
2,3,Miscarriage per clinical pregnancy,HA-ICSI versus viscous medium containing HA (SpermSlow),Custom input,#N/A,Dichotomous,true,,,,,,,HA-ICSI,SpermSlow,MH,Risk Ratio,,Fixed effect,#N/A,false,true,true,true,false,false,Wald,95%,STUDY,Favours PICSI,Favours SpermSlow,10,true,4,21,5,20,0.7619047619047619,0.2380198175117007,2.438867789589055,,,,,,0,0,1,0,0.4580963633358755,,0.6468832129840728,,,,,analysis:410097060066985805
2,4,Clinical pregnancy per woman randomly assigned,HA-ICSI versus viscous medium containing HA (SpermSlow),Custom input,#N/A,Dichotomous,true,,,,,,,HA-ICSI,SpermSlow,MH,Risk Ratio,,Fixed effect,#N/A,false,true,true,true,false,false,Wald,95%,STUDY,Favours SpermSlow,Favours HA-ICSI,5,true,21,50,20,50,1.05,0.6559445887071604,1.6807822169445468,,,,,,0,0,1,0,0.20325874588704054,,0.8389327985609394,,,,,analysis:410097060066985809
3,1,Live birth per woman randomly assigned,Zeta sperm selection versus ICSI,Custom input,#N/A,Dichotomous,true,,,,,,,Zeta sperm selection,ICSI,MH,Risk Ratio,,Fixed effect,#N/A,false,true,true,true,false,false,Wald,95%,STUDY,Favours ICSI,Favours zeta sperm selection,10,true,30,102,12,101,2.4754901960784315,1.3446469292951928,4.557368612809384,,,,,,0,0,1,0,2.9109723393855598,,0.0036030591313298208,,,,,analysis:410097060091103097
3,2,Miscarriage per woman randomly assigned,Zeta sperm selection versus ICSI,Custom input,#N/A,Dichotomous,true,,,,,,,Zeta sperm selection,ICSI,MH,Risk Ratio,,Fixed effect,#N/A,false,true,true,true,false,false,Wald,95%,STUDY,Favours zeta sperm selection,Favours ICSI,100,true,3,102,4,101,0.7426470588235294,0.1705066359549278,3.2346228103698573,,,,,,0,0,1,0,0.39631517046942655,,0.6918725380792157,,,,,analysis:410097060095297405
