Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Allison 2005,2005,PUB,25735117,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family/internal medicine</p><p>N health professionals: 209</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: traditional continuing medical education + delayed access to multicomponent continuing medical education (intervention); Intervention: feedback on chlamydia screening rates for the physician's office</p>,"<p>Clinical behaviour category: screening, prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: general</p>",<p>&nbsp;</p>
Althabe 2008,2008,PUB,25735119,<p>Design: parallelCluster-RCT</p>,"<p>Country: Argentina, Uruguay</p><p>Setting: hospital inpatient</p><p>Speciality: obstetrics</p><p>N health professionals: 490</p><p>N patients: 5466</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: monthly A&amp;F reports</p>,"<p>Clinical behaviour category: prescribing, treatment decision/action</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: not reported</p>",<p>&nbsp;</p>
Althabe 2019,2019,PUB,25735121,<p>Design: parallel cluster-RCT</p>,"<p>Country: Congo/Zambia</p><p>Setting: obstetrics and gynaecology clinic or ward</p><p>Speciality: obstetrics</p><p>N health professionals: NR</p><p>N patients: 35,350</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: monthly A&amp;F reports</p>,"<p>Clinical behaviour category: screening, prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>",<p>&nbsp;</p>
Amanyire 2016,2016,PUB,25735123,<p>Design: step wedge</p>,"<p>Country: Uganda</p><p>Setting: primary care</p><p>Speciality: GP/infectious disease</p><p>N health professionals: NR</p><p>N patients: 12,024</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: CME only</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: verbal (didactic)</p><p>Source: computerised search of charts</p><p>Frequency: bi-annually</p><p>Instructions for improvement: not reported</p>,<p>&nbsp;</p>
Anderson 1994,1994,PUB,25735125,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: 646</p><p>N patients: 3158</p>,<p>Number of arms: 3</p><p>Description of groups: Control: no intervention; Intervention 1: group A&amp;F (during lecture) + education; Intervention 2: group A&amp;F (during lecture) + individual A&amp;F + education + quality assurance</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: verbal (didactic)</p><p>Source: manual chart review</p><p>Frequency: monthly/variable</p><p>Instructions for improvement: general</p>,<p>&nbsp;</p>
Aspy 2008,2008,PUB,25735127,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: community care</p><p>Speciality: GP/family</p><p>N health professionals: 16</p><p>N patients: 1366</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + academic detailing +practice facilitator + IT support</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: not reported/not applicable</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,<p>&nbsp;</p>
Avery 2012,2012,PUB,25735129,<p>Design: parallel cluster-RCT</p>,"<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 480,942</p>",<p>Number of arms: 2</p><p>Description of groups: Intervention 1: simple computerised feedback + brief educational materials; Intervention 2: pharmacist-led intervention + simple feedback</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: once/variable</p><p>Instructions for improvement: co-developed plans</p>,<p>&nbsp;</p>
Awad 2006,2006,PUB,25735131,<p>Design: parallel cluster-RCT</p>,<p>Country: Sudan</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 4</p><p>Description of groups: Control: no intervention; Intervention 1: A&amp;F + written recommendations for improvements + reminder two weeks later; Intervention 2: A&amp;F + written recommendations for improvements + reminder two weeks later + 4-hour seminar; Intervention 3: A&amp;F + written recommendations for improvements + reminder two weeks later + academic detailing  </p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: specific</p>,
Ayieko 2011,2011,PUB,25735133,<p>Design: parallel cluster-RCT</p>,<p>Country: Kenya</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: evidence-based guidelines + training + job aides + local facilitation + supervision + face-to-face feedback; Intervention 2: evidence-based guidelines + didactic training + job aides + written feedback</p>,"<p>Clinical behaviour category: screening, prescribing, counselling, immunisation</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: semi-annually</p><p>Instructions for improvement: general</p>",
Ayieko 2019,2019,PUB,25735135,<p>Design: parallel cluster-RCT</p>,<p>Country: Kenya</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: NR</p><p>N patients: 2299</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: enhanced A&amp;F + standard A&amp;F + pneumonia guidelines + network support + half-day training on new guidelines; Intervention 2: standard A&amp;F + pneumonia guidelines + network support + half-day training on new guidelines</p>,<p>Clinical behaviour category: diagnosis</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: monthly/bi-monthly</p><p>Instructions for improvement: specific</p>,<p>&nbsp;</p>
Bahrami 2004,2004,PUB,25735137,<p>Design: parallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: dental clinic</p><p>Speciality: NA</p><p>N health professionals: 51</p><p>N patients: 5276</p>,<p>Number of arms: 4</p><p>Description of groups: Control 1: guideline + education course; Control 2: computer-aided learning with decision support; Intervention 1: guideline + education course + A&amp;F; Intervention 2: computer-aided learning with decision support + A&amp;F</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: not reported/not applicable</p><p>Source: manual chart review</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: general</p>,<p>&nbsp;</p>
Baker 1997,1997,PUB,25735139,<p>Design: parallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 1731</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F only; Intervention 2: A&amp;F + reminders</p>,"<p>Clinical behaviour category: treatment decision/action, screening, counselling</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review, computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>",<p>&nbsp;</p>
Baker 2003a,2003,PUB,25735141,<p>Design: parallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 3049</p>,<p>Number of arms: 3</p><p>Description of groups: Control 1: evidenced-based guidelines; Control 2: review criteria; Intervention: review criteria + A&amp;F</p>,"<p>Clinical behaviour category: prescribing, counselling, testing/exams, diagnosis</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: general</p>",<p>&nbsp;</p>
Baker 2003b,2003,PUB,25735143,<p>Design: parallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 3043</p>,<p>Number of arms: 3</p><p>Description of groups: Control 1: evidenced-based guidelines; Control 2: review criteria; Intervention: review criteria + A&amp;F</p>,"<p>Clinical behaviour category: diagnosis, treatment decision/action, screening, prescribing, counselling</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: general</p>",<p>&nbsp;</p>
Baker 2003c,2003,PUB,25735145,<p>Design: arallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 96</p><p>N patients: NA</p>,"<p>Number of arms: 2</p><p>Description of groups: Intervention: A&amp;F for serum lipids and viscosity + guideline; Control: A&amp;F for thyroid function, rheumatic factor and urine culture + guidelines</p>",<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: administrative/billing data</p><p>Frequency: quarterly</p><p>Instructions for improvement: general</p>,<p>&nbsp;</p>
Baker 2003d,2003,PUB,25735147,<p>Design: parallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 96</p><p>N patients: NA</p>,"<p>Number of arms: 2</p><p>Description of groups: Intervention: A&amp;F for thyroid function, rheumatic factor and urine culture + guidelines; Control: A&amp;F for serum lipids and viscosity + guideline</p>",<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: administrative/billing data</p><p>Frequency: quarterly</p><p>Instructions for improvement: general</p>,<p>&nbsp;</p>
Balas 1998,1998,PUB,25735149,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: dialysis centres</p><p>Speciality: nephrology</p><p>N health professionals: 10</p><p>N patients: 152</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: 12 monthly reports combining centre-specific information or practice patterns with the latest published evidence</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>,<p>&nbsp;</p>
Baldwin 2010,2010,PUB,25735151,<p>Design: parallel cluster-RCT</p>,<p>Country: Ireland</p><p>Setting: nursing homes</p><p>Speciality: long-term care</p><p>N health professionals: 338</p><p>N patients: 793</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: written A&amp;F report and verbal feedback +  2-hour infection control training +  designated infection control workers (received additional 5-hour training)</p>,<p>Clinical behaviour category: screening</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: quarterly</p><p>Instructions for improvement: specific</p>,
Barkun 2013,2013,PUB,25735153,<p>Design: parallel cluster-RCT</p>,<p>Country: Canada</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: NR</p><p>N patients: 826</p>,<p>Number of arms: 2</p><p>Description of groups: Control: guidelines only; Intervention: guidelines + benchmarked profiles of adherence + interactive workshops/education sessions + written reminders</p>,<p>Clinical behaviour category: screening</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>,
Batty 2001,2001,PUB,25735155,<p>Design: parallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: 313</p><p>N patients: 2805</p>,<p>Number of arms: 3</p><p>Description of groups: Control: verbal and bulletin intervention on other topic; Intervention 1: interactive verbal A&amp;F; Intervention 2: written A&amp;F</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: once</p><p>Instructions for improvement: co-developed plans</p>,
Beck 2005,2005,PUB,25735157,<p>Design: parallel cluster-RCT</p>,"<p>Country: Canada</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: NR</p><p>N patients: 11,402</p>",<p>Number of arms: 2</p><p>Description of groups: Intervention 1: report cards (rapid feedback); Intervention 2: report cards (delayed feedback)</p>,"<p>Clinical behaviour category: prescribing, counselling, other</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts, administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: general</p>",
Beeckman 2013,2013,PUB,25735159,<p>Design: parallel cluster-RCT</p>,<p>Country: Belgium</p><p>Setting: nursing homes</p><p>Speciality: long-term care</p><p>N health professionals: 118</p><p>N patients: 464</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: electronic decision-support system + multi-faceted tailored implementation including education + A&amp;F + reminders + leadership (introduction of key nurse role)</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: not reported</p>,
Belcher 1990,1990,PUB,25735161,<p>Design: other</p>,<p>Country: USA</p><p>Setting: tertiary-care centre</p><p>Speciality: internal medicine</p><p>N health professionals: NR</p><p>N patients: 1224</p>,"<p>Number of arms: 4</p><p>Description of groups: Control 1: no intervention; Control 2: mailed invitation to patients to self-refer to Health Promotion Clinic; Control 3: information packet mailed to patients; Intervention: chart flowsheet (with recommended prevention activities, frequency, and follow-up guidelines) + training sessions + A&amp;F</p>","<p>Clinical behaviour category: screening, treatment decision/action, immunisation, testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: annually</p><p>Instructions for improvement: general</p>",
Bentz 2007,2007,PUB,25735163,<p>Design: parallel cluster-RCT</p>,"<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 279</p><p>N patients: 93,809</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: monthly A&amp;F reports</p>,"<p>Clinical behaviour category: treatment decision/action, counselling</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>",
Bertoni 2009,2009,PUB,25735165,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family/internal medicine</p><p>N health professionals: NR</p><p>N patients: 5057</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: guidelines + lecture + A&amp;F +  academic detailing; Intervention 2: personal digital assistant + guidelines + lecture + A&amp;F +  academic detailing</p>,"<p>Clinical behaviour category: prescribing, screening</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: computerised search of charts</p><p>Frequency: annually</p><p>Instructions for improvement: general</p>",
Bhatia 2014,2014,PUB,25735167,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: quaternary care centre (outpatient cardiology and internal medicine clinics)</p><p>Speciality: cardiology</p><p>N health professionals: 112</p><p>N patients: 1213</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: lecture + written materials + A&amp;F</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: not reported</p>,
Bhatia 2017,2017,PUB,25735169,<p>Design: parallel cluster-RCT</p>,<p>Country: Canada/USA</p><p>Setting: hospital outpatient clinic</p><p>Speciality: cardiology</p><p>N health professionals: 196</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: 20-min video lecture + decision-support phone app + A&amp;F</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: not reported</p>,
Blais 2008a,2008,PUB,25735171,<p>Design: Parallel Cluster-RCT</p>,<p>Country: Canada</p><p>Setting: community pharmacy</p><p>Speciality: NA</p><p>N health professionals: 60</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F letters</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: Quarterly</p><p>Instructions for improvement: general</p>,
Blais 2008b,2008,PUB,25735173,<p>Design: parallel cluster-RCT</p>,<p>Country: Canada</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 71</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F letters</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: general</p>,
Bloos 2017,2017,PUB,25735175,<p>Design: parallel cluster-RCT</p>,<p>Country: Germany</p><p>Setting: hospital inpatient</p><p>Speciality: emergency medicine</p><p>N health professionals: NR</p><p>N patients: 4183</p>,<p>Number of arms: 2</p><p>Description of groups: Control: lecture on sepsis care + sepsis-related publications; Intervention: lecture on sepsis care + sepsis-related publications + interprofessional quality improvement teams + A&amp;F + reminders</p>,"<p>Clinical behaviour category: prescribing, testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: general</p>",
Boekeloo 1990,1990,PUB,25735177,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: 29</p><p>N patients: 459</p>,<p>Number of arms: 4</p><p>Description of groups: Control 1: no intervention; Control 2: reminders; Intervention 1: A&amp;F; Intervention 2: A&amp;F + reminders</p>,"<p>Clinical behaviour category: testing/exams, treatment decision/action, referrals</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: general</p>",
Boet 2018,2018,PUB,25735179,<p>Design: parallel cluster-RCT</p>,<p>Country: Canada</p><p>Setting: hospital inpatient</p><p>Speciality: anaesthesiology</p><p>N health professionals: 45</p><p>N patients: 7846</p>,<p>Number of arms: 3</p><p>Description of groups: Control: no intervention; Intervention 1: benchmarked A&amp;F; Intervention 2: ranked A&amp;F</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>,
Bond 2011,2011,PUB,25735181,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: dialysis centres</p><p>Speciality: nephrology</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + educational materials developed for past influenza vaccination campaigns; Intervention 2: A&amp;F + educational materials + educational seminars + assistance with and review of centre-specific action plans + monthly calls with monitors</p>,<p>Clinical behaviour category: immunisation</p><p>Format of Audit &amp; Feedback: not reported/not applicable</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: co-developed plans</p>,
Bonds 2009,2009,PUB,25735183,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 2111</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: JNC 7 blood pressure guideline + academic detailing + automatic BP machines + A&amp;F; Intervention 2: ATPIII cholesterol management guideline + CME session + academic detailing + educational materials + A&amp;F</p>,"<p>Clinical behaviour category: prescribing, diagnosis, counselling</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: general</p>",
Bonevski 1999,1999,PUB,25735185,<p>Design: parallel cluster-RCT</p>,<p>Country: Australia</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 19</p><p>N patients: 3091</p>,<p>Number of arms: 2</p><p>Description of groups: Control: CME + consensus on standards of care + individual goals for care + practitioner performance rates; Intervention: CME + consensus on standards of care + individual goals for care + practitioner performance rates + A&amp;F</p>,"<p>Clinical behaviour category: screening, testing/exams</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: computerised search of charts</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: general</p>",
Borgiel 1999,1999,PUB,25735187,<p>Design: parallel cluster-RCT</p>,<p>Country: Canada</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 59</p><p>N patients: 2395</p>,<p>Number of arms: 2</p><p>Description of groups: Control: Practice Assessment Report (PAR) - medical chart audits +  global assessment of quality of care without specific recommendations for change; Intervention:  Continuing Medical Education Plan (CMEP) - structured feedback + practice report + visit from a mentor</p>,"<p>Clinical behaviour category: immunisation, testing/exams, counselling, referrals</p><p>Format of Audit &amp; Feedback: verbal (didactic)</p><p>Source: manual chart review, patient-reported data</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>",
Brady 1988a,1988,PUB,25735189,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital outpatient clinic</p><p>Speciality: internal medicine</p><p>N health professionals: 45</p><p>N patients: 811</p>,<p>Number of arms: 3</p><p>Description of groups: Intervention 1: group audit + education session; Intervention 2: group audit + education session + self-audit (flu vaccine); Intervention 3:  group audit + education session + self-audit (mammography)</p>,<p>Clinical behaviour category: immunisation</p><p>Format of Audit &amp; Feedback: not reported/not applicable</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Brady 1988b,1988,PUB,25735191,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital outpatient clinic</p><p>Speciality: internal medicine</p><p>N health professionals: 45</p><p>N patients: 728</p>,<p>Number of arms: 3</p><p>Description of groups: Intervention 1: group audit + education session; Intervention 2: group audit + education session + self-audit (flu vaccine); Intervention 3:  group audit + education session + self-audit (mammography)</p>,<p>Clinical behaviour category: screening</p><p>Format of Audit &amp; Feedback: not reported/not applicable</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Bregnhøj 2009,2009,PUB,25735193,<p>Design: parallel cluster-RCT</p>,<p>Country: Denmark</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 41</p><p>N patients: 212</p>,<p>Number of arms: 3</p><p>Description of groups: Control: no intervention; Intervention 1: interactive educational meeting; Intervention 2: interactive educational meeting + A&amp;F </p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: co-developed plans</p>,
Brown 1994,1994,PUB,25735195,<p>Design: parallel cluster-RCT</p>,<p>Country: Australia</p><p>Setting: dental clinic</p><p>Speciality: NA</p><p>N health professionals: 24 practices</p><p>N patients: 2142</p>,<p>Number of arms: 3</p><p>Description of Groups: Control: no intervention; Intervention 1: without hygienists: 1-day seminar + bi-monthly newsletter + individualised comparative feedback + technical assistance; Intervention 2: with hygienists: 1-day seminar + bi-monthly newsletter + individualised comparative feedback + technical assistance</p>,"<p>Clinical behaviour category: diagnosis, counselling, treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: quarterly</p><p>Instructions for improvement: specific</p>",
Brown 2018,2018,PUB,25735197,<p>Design: step wedge</p>,<p>Country: Australia</p><p>Setting: hospital inpatient</p><p>Speciality: urology</p><p>N health professionals: 37</p><p>N patients: 1071</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: interactive education session + printed guidelines + peer support and reinforcement from clinic leaders + A&amp;F</p>,<p>Clinical behaviour category: referrals</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: variable</p><p>Instructions for improvement: not reported</p>,
Brunette 2015,2015,PUB,25735199,<p>Design: parallel cluster-RCT</p>,"<p>Country: USA</p><p>Setting: mental health clinic</p><p>Speciality: psychiatry</p><p>N health professionals: 85</p><p>N patients: 14,615</p>",<p>Number of arms: 2</p><p>Description of groups: Intervention 1: in-person educational outreach + A&amp;F; Intervention 2: videoconference educational outreach + A&amp;F </p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: administrative/billing data</p><p>Frequency: semi-annually</p><p>Instructions for improvement: general</p>,
Buffington 1991,1991,PUB,25735201,<p>Design: parallel cluster-RCT</p>,"<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 45</p><p>N patients: 10,525</p>",<p>Number of arms: 3</p><p>Description of groups: Control: no intervention; Intervention 1: vaccine administration graph (self-tracked and recorded by each physician); Intervention 2: vaccine administration graph (self-tracked and recorded by each physician) + postcard reminders sent to patients</p>,<p>Clinical behaviour category: immunisation</p><p>Format of Audit &amp; Feedback: written</p><p>Source: other</p><p>Frequency: weekly</p><p>Instructions for improvement: not reported</p>,
Campbell 2006,2006,PUB,25735203,<p>Design: parallel cluster-RCT</p>,<p>Country: Australia</p><p>Setting: obstetrics and gynaecology clinic or ward</p><p>Speciality: obstetrics</p><p>N health professionals: NR</p><p>N patients: 5849</p>,<p>Number of arms: 2</p><p>Description of groups: Control: educational information; Intervention: educational information + clinic data (A&amp;F) + programme training and support from midwife facilitator + computerised clinic feedback (from patient surveys) + copy of smoking cessation policy</p>,"<p>Clinical behaviour category: screening, counselling</p><p>Format of Audit &amp; Feedback: written</p><p>Source: other</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>",
Cánovas 2009,2009,PUB,25735205,<p>Design: parallel cluster-RCT</p>,<p>Country: Spain</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 500</p>,<p>Number of arms: 4</p><p>Description of groups: Control 1: no intervention; Control 2: internal commitment to perform quality assurance cycle + quality improvement education course; Intervention 1: A&amp;F + quality assurance training; Intervention 2: A&amp;F</p>,"<p>Clinical behaviour category: prescribing, testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: semi-annually</p><p>Instructions for improvement: general</p>",
Carney 2012,2012,PUB,25735207,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: radiology clinic</p><p>Speciality: radiology</p><p>N health professionals: 74</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: education; Intervention: A&amp;F + education </p>,<p>Clinical behaviour category: screening</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: computerised search of charts</p><p>Frequency: once</p><p>Instructions for improvement: co-developed plans</p>,
Chaillet 2015,2015,PUB,25735209,<p>Design: parallel cluster-RCT</p>,"<p>Country: Canada</p><p>Setting: hospital inpatient</p><p>Speciality: obstetrics</p><p>N health professionals: NR</p><p>N patients: 184,592</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: onsite training + A&amp;F + educational outreach + local opinion leader</p>,"<p>Clinical behaviour category: treatment decision/action, prescribing</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: manual chart review</p><p>Frequency: quarterly</p><p>Instructions for improvement: co-developed plans</p>",
Charrier 2008,2008,PUB,25735211,<p>Design: parallel cluster-RCT</p>,<p>Country: Italy</p><p>Setting: hospital inpatient</p><p>Speciality: NA</p><p>N health professionals: 160</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + facilitation</p>,<p>Clinical behaviour category: other</p><p>Format of Audit &amp; Feedback: not reported/not applicable</p><p>Source: not reported/not applicable</p><p>Frequency: quarterly</p><p>Instructions for improvement: not reported</p>,
