Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Lim 2018,2018,PUB,25735408,<p>Design: parallel cluster-RCT</p>,<p>Country: Malaysia</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 3</p><p>Description of groups: Control: no intervention; Intervention 1: structured prescription review + full A&amp;F; Intervention 2: structured prescription review + partial A&amp;F</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>,
Linder 2010,2010,PUB,25735410,<p>Design: parallel cluster-RCT</p>,"<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 573</p><p>N patients: 136,633</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + electronic dashboard</p>,"<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: computerised search of charts, administrative/billing data</p><p>Frequency: monthly</p><p>Instructions for improvement: not reported</p>",
Lobach 1996,1996,PUB,25735412,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 45</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no feedback; Intervention: feedback</p>,<p>Clinical behaviour category: other</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: not reported</p>,
Lomas 1991,1991,PUB,25735414,<p>Design: parallel cluster-RCT</p>,<p>Country: Canada</p><p>Setting: hospital inpatient</p><p>Speciality: obstetrics</p><p>N health professionals: 76</p><p>N patients: 2496</p>,<p>Number of arms: 3</p><p>Description of groups: Control: no intervention; Intervention 1: A&amp;F; Intervention 2: education</p>,"<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review, computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: co-developed plans</p>",
Lopez-Picazo 2011,2011,PUB,25735416,<p>Design: parallel cluster-RCT</p>,"<p>Country: Spain</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 265</p><p>N patients: 430,525</p>",<p>Number of arms: 4</p><p>Description of groups: Control: no intervention; Intervention 1: A&amp;F; Intervention 2: educational session + A&amp;F; Intervention 3: face-to-face educational session + A&amp;F</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: specific</p>,
Luitjes 2018,2018,PUB,25735418,<p>Design: parallel cluster-RCT</p>,<p>Country: Netherlands</p><p>Setting: hospital inpatient</p><p>Speciality: obstetrics</p><p>N health professionals: NR</p><p>N patients: 2294</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + computerised decision-support; Intervention 2: A&amp;F only</p>,"<p>Clinical behaviour category: prescribing, counselling, testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: not reported</p>",
Lundborg 1999a,1999,PUB,25735420,<p>Design: parallel cluster-RCT</p>,<p>Country: Sweden</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 100</p><p>N patients: 4721</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + clinician education</p>,"<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: manual chart review, administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: co-developed plans</p>",
Lundborg 1999b,1999,PUB,25735422,<p>Design: parallel cluster-RCT</p>,<p>Country: Sweden</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 104</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + clinician education</p>,"<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: manual chart review, administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: co-developed plans</p>",
Lynch 2016,2016,PUB,25735424,<p>Design: parallel cluster-RCT</p>,<p>Country: Australia</p><p>Setting: hospital inpatient</p><p>Speciality: neurology</p><p>N health professionals: NR</p><p>N patients: 586</p>,<p>Number of arms: 2</p><p>Description of groups: Control: education; Intervention: education + A&amp;F + reminders + opinion leaders + plan and strategy development</p>,<p>Clinical behaviour category: screening</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: co-developed plans</p>,
Machline-Carrion 2019a,2019,PUB,25735426,<p>Design: parallel cluster-RCT</p>,<p>Country: Brazil</p><p>Setting: primary care and hospital outpatient clinics</p><p>Speciality: GP/family/internal medicine</p><p>N health professionals: NR</p><p>N patients: 1619</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: case management + A&amp;F + decision-support + educational materials</p>,"<p>Clinical behaviour category: prescribing, counselling</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: specific</p>",
Machline-Carrion 2019b,2019,PUB,25735428,<p>Design: parallel cluster-RCT</p>,"<p>Country: Brazil, Argentina, Peru</p><p>Setting: hospital inpatient</p><p>Speciality: neurology</p><p>N health professionals: NR</p><p>N patients: 1658</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: individual case prompts + educational materials + A&amp;F + on-site training + web and phone-based training</p>,"<p>Clinical behaviour category: screening, prescribing, treatment decision/action, counselling</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: variable</p><p>Instructions for improvement: specific</p>",
Maddocks 2011,2011,PUB,25735430,<p>Design: parallel cluster-RCT</p>,"<p>Country: Canada</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 22</p><p>N patients: 23,688</p>","<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + 
clinician education + training</p>","<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts, administrative/billing data</p><p>Frequency: annually</p><p>Instructions for improvement: general</p>",
Mainous 2000,2000,PUB,25735432,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: Primary care</p><p>Speciality: GP/family/paediatrics/internal medicine</p><p>N health professionals: 216</p><p>N patients: NR</p>,<p>Number of arms: 4</p><p>Description of groups: Control: No feedback; Intervention 1: patient education; Intervention 2: feedback; Intervention 3: feedback plus patient education</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: not reported</p>,
Manfredi 1998,1998,PUB,25735434,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + clinician education + reminders</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: general</p>,
Martin 1980,1980,PUB,25735436,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: 24</p><p>N patients: NR</p>,<p>Number of arms: 3</p><p>Description of groups: Control: no intervention; Intervention 1: financial incentive; Intervention 2: A&amp;F</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: manual chart review</p><p>Frequency: weekly</p><p>Instructions for improvement: specific</p>,
Marton 1985,1985,PUB,25735438,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family/internal medicine</p><p>N health professionals: 57</p><p>N patients: NR</p>,<p>Number of arms: 4</p><p>Description of groups: Control 1: no intervention; Control 2: clinician educational materials; Intervention 1: A&amp;F; Intervention 2: A&amp;F + clinician educational materials</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: bi-weekly</p><p>Instructions for improvement: specific</p>,
McCartney 1997,1997,PUB,25735440,<p>Design: parallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 2813</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: verbal (didactic)</p><p>Source: vomputerised search of charts</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
McClellan 2003,2003,PUB,25735442,<p>Design: parallel cluster-RCT</p>,"<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 477</p><p>N patients: 22,971</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + guidelines + educational materials + guideline implementation aids</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: semi-monthly</p><p>Instructions for improvement: specific</p>,
McClellan 2004,2004,PUB,25735444,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: outpatient end-stage renal disease treatment centre</p><p>Speciality: nephrology</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + clinician &amp; patient educational materials + quarterly monitoring + assistance by network staff; Intervention 2: A&amp;F</p>,"<p>Clinical behaviour category: prescribing, treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: other</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: specific</p>",
McCluskey 2016,2016,PUB,25735446,<p>Design: parallel cluster-RCT</p>,<p>Country: Australia</p><p>Setting: stroke rehabilitation centre</p><p>Speciality: NA</p><p>N health professionals: NR</p><p>N patients: 263</p>,<p>Number of arms: 2</p><p>Description of groups: Control: mailed guidelines; Intervention: training workshop + educational materials + A&amp;F</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>,
McConnell 1982,1982,PUB,25735448,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: ambulatory care clinic</p><p>Speciality: GP/family</p><p>N health professionals: 35</p><p>N patients: 801</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational materials</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: verbal (didactic)</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>,
Meeker 2016,2016,PUB,25735450,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: Primary care</p><p>Speciality: GP/Internal medicine/family</p><p>N health professionals: 248</p><p>N patients: NR</p>,"<p>Number of arms: 8</p><p>Description of groups: Control: no intervention; Intervention 1: suggested alternatives (<mark class=""marker-yellow"">CDS</mark> alert to physician with alternatives to antibiotics); Intervention 2: accountable justification (CDS alert prompting physician to enter justification for prescribing <mark class=""marker-yellow"">abx</mark>); Intervention 3: peer comparison A&amp;F; Intervention 4: suggested alternatives + accountable justification; Intervention 5: suggested alternatives + peer comparison A&amp;F; Intervention 6: accountable justification + peer comparison A&amp;F: Intervention 7: suggested alternatives + accountable justification + peer comparison A&amp;F</p>",<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: specific</p>,
Mertens 2015,2015,PUB,25735452,<p>Design: parallel cluster-RCT</p>,"<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 556</p><p>N patients: 639,613</p>",<p>Number of arms: 3</p><p>Description of groups: Control: no intervention; Intervention 1: education + alcohol screening training session for primary care physicians + A&amp;F; Intervention 2: education + alcohol screening training session for non-physician providers and medical assistants + A&amp;F</p>,"<p>Clinical behaviour category: screening, counselling</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts, administrative/billing data</p><p>Frequency: quarterly</p><p>Instructions for improvement: general</p>",
Metlay 2007,2007,PUB,25735454,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: emergency departments</p><p>Speciality: emergency medicine</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + clinician education sessions + patient education</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: womputerised search of charts</p><p>Frequency: annually</p><p>Instructions for improvement: general</p>,
Mitchell 2005,2005,PUB,25735456,<p>Design: parallel cluster-RCT</p>,"<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 30,345</p>",<p>Number of arms: 3</p><p>Description of groups: Control: no intervention; Intervention 1: A&amp;F; Intervention 2: A&amp;F + risk information</p>,"<p>Clinical behaviour category: treatment decision/action, testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: variable</p><p>Instructions for improvement: not reported</p>",
Moher 2001,2001,PUB,25735458,<p>Design: parallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 1906</p>,<p>Number of arms: 3</p><p>Description of groups: Intervention 1: A&amp;F; Intervention 2: A&amp;F + assistance setting up disease register and systematic recall of patients to general practitioner; Intervention 3: A&amp;F + assistance setting up disease register and systematic recall of patients to nurse-led clinic</p>,"<p>Clinical behaviour category: screening, prescribing, testing/exams</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: manual chart review, computerised search of charts</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: co-developed plans</p>",
Mold 2008,2008,PUB,25735460,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F; Intervention 2: A&amp;F + academic detailing + practice facilitation + IT support</p>,"<p>Clinical behaviour category: screening, testing/exams, immunisation</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review, computerised search of charts</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: co-developed plans</p>",
Mold 2014,2014,PUB,25735462,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 1016</p>,<p>Number of arms: 4</p><p>Description of groups: Intervention 1: A&amp;F + academic detailing + asthma guidelines + asthma toolkit + action plan templates; Intervention 2: A&amp;F + academic detailing + asthma guidelines + asthma toolkit + action plan templates + assistance from practice facilitator; Intervention 3: A&amp;F + academic detailing + asthma guidelines + asthma toolkit + action plan templates + local learning collaborative; Intervention 4: A&amp;F + academic detailing + asthma guidelines + asthma toolkit + action plan templates + assistance from practice facilitator + local learning collaborative</p>,"<p>Clinical behaviour category: screening, prescribing, counselling</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: co-developed plans</p>",
Morrison 2015,2015,PUB,25735464,<p>Design: step wedge</p>,<p>Country: Canada</p><p>Setting: hospital inpatient</p><p>Speciality: emergency medicine</p><p>N health professionals: NR</p><p>N patients: 934</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + local detailing (education)</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: variable</p><p>Instructions for improvement: specific</p>,
Myers 2004,2004,PUB,25735466,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 2992</p>,<p>Number of arms: 2</p><p>Description of groups: Control: reminders; Intervention: A&amp;F + CME reminders + educational outreach</p>,<p>Clinical behaviour category: diagnosis</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: variable</p><p>Instructions for improvement: co-developed plans</p>,
Nace 2020,2020,PUB,25735468,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: nursing homes</p><p>Speciality: long-term care</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational materials + web-based coaching</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: not reported/not applicable</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: general</p>,
Naughton 2007,2007,PUB,25735470,<p>Design: parallel cluster-RCT</p>,<p>Country: Ireland</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 110</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F only; Intervention 2: A&amp;F + academic detailing</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>,
Naughton 2009,2009,PUB,25735472,<p>Design: parallel cluster-RCT</p>,<p>Country: Ireland</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 110</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F only; Intervention 2: A&amp;F + academic detailing</p>,"<p><mark class=""marker-yellow"">Clinical behaviour category:</mark></p><p><mark class=""marker-yellow"">Format of Audit &amp; Feedback:</mark></p><p>Source: administrative/billing data</p><p>Frequency: once</p><p><mark class=""marker-yellow"">Instructions for improvement:</mark></p>",
Navarro 2012,2012,PUB,25735474,<p>Design: parallel cluster-RCT</p>,<p>Country: Australia</p><p>Setting: primary care</p><p>Speciality: GP</p><p>N health professionals: 275</p><p>N patients: 5529</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational materials</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Navathe 2020,2020,PUB,25735476,<p>Design: parallel cluster-RCT</p>,"<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/internal medicine/family/paediatrics</p><p>N health professionals: 88</p><p>N patients: 74,778</p>",<p>Number of arms: 3</p><p>Description of groups: Intervention 1: individual A&amp;F; Intervention 2: peer comparison A&amp;F; Intervention 3: peer comparison A&amp;F + financial incentive</p>,"<p>Clinical behaviour category: screening, testing/exams, treatment decision/action, counselling, immunisation</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: administrative/billing data</p><p>Frequency: semi-monthly/variable</p><p>Instructions for improvement: general</p>",
Nejad 2016,2016,PUB,25735478,<p>Design: parallel cluster-RCT</p>,<p>Country: Iran</p><p>Setting: primary care</p><p>Speciality: GP</p><p>N health professionals: 906</p><p>N patients: NR</p>,"<p>Number of arms: 3</p><p>Description of groups: Intervention 1: paper letter A&amp;F on ratio of antibiotics, parenteral steroids, and systemic steroids; Intervention 2: paper letter A&amp;F on ratio of antibiotics, parenteral steroids; Intervention 3: text message A&amp;F on parenteral steroids</p>",<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: general</p>,
Nilsson 2001a,2001,PUB,25735480,<p>Design: parallel cluster-RCT</p>,"<p>Country: Sweden</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 40</p><p>N patients: 95,140</p>",<p>Number of arms: 3</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational session and materials</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Nilsson 2001b,2001,PUB,25735482,<p>Design: parallel cluster-RCT</p>,"<p>Country: Sweden</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 40</p><p>N patients: 95,140</p>",<p>Number of arms: 3</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational session and materials</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
O'Connell 1999,1999,PUB,25735484,<p>Design: parallel cluster-RCT</p>,<p>Country: Australia</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 2440</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational newsletter</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: semi-annually</p><p>Instructions for improvement: general</p>,
O'Connor 2009,2009,PUB,25735486,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family physicians</p><p>N health professionals: 123</p><p>N patients: 3703</p>,<p>Number of arms: 4</p><p>Description of Groups: Control: no intervention; Intervention 1: patient-focused intervention; Intervention 2: A&amp;F + physician reminders + educational materials (physician only); Intervention 3: A&amp;F + educational materials (physician and patients)</p>,"<p>Clinical behaviour category: prescribing, testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: tri-annually</p><p>Instructions for improvement: general</p>",
Ornstein 2004,2004,PUB,25735488,<p>Design: parallel cluster-RCT</p>,"<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 61</p><p>N patients: 87,291</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + academic detailing + guidelines/best practices</p>,"<p>Clinical behaviour category: screening, prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: general</p>",
Ornstein 2010,2010,PUB,25735490,<p>Design: parallel cluster-RCT</p>,"<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 68,150</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + academic detailing + guidelines/best practices</p>,<p>Clinical behaviour category: screening</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: general</p>,
Overbeek 2010,2010,PUB,25735492,<p>Design: parallel cluster-RCT</p>,<p>Country: Netherlands</p><p>Setting: laboratories</p><p>Speciality: pathology</p><p>N health professionals: NR</p><p>N patients: 266</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + guidelines + education + reminders</p>,"<p>Clinical behaviour category: testing/exams, referrals</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: general</p>",
Palmer 1985a,1985,PUB,25735494,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family/paediatrics</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: clinician educational meeting + clinician educational materials + A&amp;F</p>,"<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review, administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>",
Palmer 1985b,1985,PUB,25735496,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family/paediatrics</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: clinician educational meeting + clinician educational materials + A&amp;F</p>,"<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review, administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>",
Papadakis 2018,2018,PUB,25735498,<p>Design: parallel cluster-RCT</p>,<p>Country: Canada</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 166</p><p>N patients: 1990</p>,<p>Number of arms: 2</p><p>Description of groups: Control: education + reminders + patient materials; Intervention: A&amp;F + provider education + reminders + patient materials</p>,"<p>Clinical behaviour category: screening, prescribing, counselling</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: patient-reported data</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>",
Pape 2011,2011,PUB,25735500,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 68</p><p>N patients: 6963</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + decision-support + team-based care; Intervention 2: A&amp;F + decision-support</p>,"<p>Clinical behaviour category: prescribing, testing/exams</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: computerised search of charts</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: general</p>",
Patel M 2018,2018,PUB,25735502,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 96</p><p>N patients: 4774</p>,<p>Number of arms: 3</p><p>Description of groups: Control: no intervention; Intervention 1: A&amp;F (no comparison); Intervention 2: A&amp;F (peer comparison)</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: computerised search of charts</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Patel S 2018,2018,PUB,25735504,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: 118</p><p>N patients: 1069</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F only; Intervention 2: A&amp;F + online dashboard + in-person data review</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: computerised search of charts</p><p>Frequency: bi-weekly</p><p>Instructions for improvement: general</p>,
Pavese 2014,2014,PUB,25735506,<p>Design: parallel cluster-RCT</p>,<p>Country: France</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine/paediatrics/emergency medicine</p><p>N health professionals: NR</p><p>N patients: 249</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F only; Intervention 2: A&amp;F + training session</p>,"<p>Clinical behaviour category: prescribing, testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: once</p><p>Instructions for improvement: not reported</p>",
