Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Beigi 2010,2010,PUB,26535133,<p>2-arm active-controlled randomised trial</p>,"<p>250 women were randomised in a hospital setting in Iran.</p><p>Inclusion criteria: singleton pregnancies, live gestational age greater than or equal to 37 weeks, fetal weight less than four kilograms, amniotic fluid index greater than five, normal Bishop score less than seven, and the absence of labour pains in the mother</p><p>Exclusion criteria: rupture of membranes, restriction of fetal growth, suspicion of fetal malformation, previous uterine scar, urgent need for delivery, the number of deliveries more than five, fever above 38 degrees in the mother, or chorioamnions, estimated fetal weight of more than four kilograms, diagnosis of oligohydramnios or polyhydramnios, history of allergy to Prostaglandins and gesta0onal age were less than 37 weeks.</p>",<p>&lt; 50 µg vaginal misoprostol vs. &lt; 50 µg sublingual or buccal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Bennett 1998,1998,PUB,26535135,<p>2-arm active-controlled randomised trial</p>,"<p>206 women were randomised in a hospital setting in Canada.</p><p>Inclusion criteria: women who had indication for induction of labour, single live fetus, gestation longer than 37 completed weeks, intact membranes, and cephalic presentation.</p><p>Exclusion criteria: women who presented with any one of the following were ineligible: nonreassuring FHR tracing, previous uterine surgery, known hypersensitivity to prostaglandins, age less than 18 years, or contraindication to vaginal birth.</p>",<p>50 µg vaginal misoprostol vs. 50 µg oral misoprostol</p>,<p>See Suplementary material 14</p>,"<p>Funding source: the study was supported in part by funding from the Health Care Corporation of St. John’s and Memorial University of Newfoundland, Faculty of Medicine, St. John’s, Newfoundland Canada.</p>"
Bhide 2020,2020,PUB,26535138,<p>2-arm active-controlled randomised trial</p>,"<p>38 women were randomised in an outpatient setting in the United Kingdom.</p><p>Inclusion criteria: women aged ≥ 16 years, undergoing induction of labour at ≥ 37 weeks’ gestation, with intact membranes, able to give informed consent and deemed suitable for outpatient induction of labour according to local guidelines. At both the recruiting sites, the pregnancy had to be uncomplicated at or beyond 41+0 weeks with a single foetus in cephalic presentation with no risk factors.</p><p>Exclusion criteria: out-patient induction of labour is deemed unsuitable for the following women on the grounds of safety: 1) Grand multiparous women (Parity 5 or more) Multiple pregnancy, 2) Women with complex medical or obstetric problems (i.e. placenta previa, recurrent antepartum haemorrhage, diabetes, pre-eclampsia, Intrauterine growth restriction (IUGR), Obstetric Cholestasis), 3) Previous caesarean section/uterine scar. 2. Women who are contracting and/ or requiring analgesia</p>",<p>Controlled-release dinoprostone vaginal pessary vs. Double balloon catheter</p>,<p>See Suplementary material 14</p>,"<p>Funding source: the study was supported by funding from National Institute for Health Research (NIHR), research for patient benefit scheme (PB-PG-0815-20022).</p>"
Boddu 2017,2017,PUB,26535143,<p>2-arm active-controlled randomised trial</p>,"<p>140 women were randomised in a hospital setting in India.</p><p>Inclusion criteria: all the patients with leaking per vaginum at term were recruited in the trial if they fulfilled the following criteria: 1) Pregnancies between 37- 41 weeks of gestation with a singleton foetus with vertex presentation, 2) Reassuring foetal heart rate, and 3) Definite diagnosis of premature rupture of membranes.</p><p>Exclusion criteria: contraindications to vaginal delivery, Previous uterine scar, Diagnosis of labour, Clinical estimated fetal weight more than 4 kilograms, Evidence of temperature &gt; 100.4 degree Fahrenheit, uterine tenderness or foul smelling amniotic fluid, and Any medical diseases like diabetes on insulin or severe pre-eclampsia.</p>",<p>50 µg oral misoprostol vs. Oxytocin (alone)</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Bullarbo 2007,2007,PUB,26535146,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,"<p>200 women were randomised in an outpatient setting in Sweden.</p><p>Inclusion criteria: (1) uncomplicated singleton pregnancy, (2) cephalic presentation, (3) gestational age at least 42 weeks, (4) Bishop score ≤ 5, (5) normal amniotic fluid index measuring &gt; 5m, (6) reactive fetal heart pattern, and (7) intact membranes.</p><p>Exclusion criteria: regular uterine contractions, cardiorespiratory disease, history of headache, alcohol abuse, intolerance to isosorbide mononitrate, and serious disease, defined as daily use of medication.</p>",<p>Nitric oxide donors vs. Placebo</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Butt 1999,1999,PUB,26535148,<p>2-arm active-controlled randomised trial</p>,"<p>108 women were randomised in a hospital setting in Canada.</p><p>Inclusion criteria: women were eligible if they presented with premature rupture of membranes diagnosed by sterile speculum examination that showed passage of fluid or arborization (or ferning) of vaginal fluid by microscopic examination and had singleton gestations greater than 37 completed weeks with cephalic presentation.</p><p>Exclusion criteria: any contraindication to vaginal birth, prior uterine surgery, active labour, active maternal bleeding, chorioamnionitis, major fetal anomalies, contraindication to prostaglandin use, and age less than 18 years.</p>",<p>50 µg oral misoprostol vs. Oxytocin (alone)</p>,<p>See Suplementary material 14</p>,"<p>Funding source: the study was supported in part by funding from Memorial University of Newfoundland, Faculty of Medicine, St. John’s, Newfoundland, Canada, and Association of Professors of Obstetrics and Gynecology of Canada (1996 APOG/Serono Resident Research Award).</p>"
Calder 2008,2008,PUB,26535150,<p>2-arm active-controlled randomised trial</p>,"<p>626 women were randomised in a hospital setting in the United Kingdom.</p><p>Inclusion criteria: nulliparous or multiparous women with a singleton pregnancy who were eligible for induction of labour with prostaglandins were included in the study. All women provided informed consent prior to participation in the study and were aged 18 years or older, had a pregnancy duration of at least 37 weeks and demonstrated an unfavourable cervix (Bishop score &lt; 9).</p><p>Exclusion criteria: women who required insulin to control diabetes were excluded from the study, as were women who had a multiple pregnancy. Women in whom oxytocic drugs were contraindicated, women with a uterine scar, women with a history of prior conditions for which labour was inappropriate and women who had already ruptured their membranes were also excluded. Additional exclusion criteria were an intercurrent vaginal, ascending or systemic infection; placenta praevia, placental abruption or unexplained vaginal bleeding during the pregnancy; active cardiac, pulmonary, renal or hepatic disease; a contraindication to vaginal delivery or a known allergy to prostaglandins.</p>",<p>&lt; 50 µg vaginal misoprostol vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,<p>Funding source: the study was supported by funding from Alliance Pharmaceuticals Limited.</p>
Caliskan 2005,2005,PUB,26535156,<p>2-arm active-controlled randomised trial</p>,"<p>160 women were randomised in a hospital setting in Turkey.</p><p>Inclusion criteria: (1) singleton live gestation with vertex presentation, (2) an indication for induction: oligohydramnios (amniotic fluid index &lt; 5 cm), preeclampsia, intrauterine growth restriction, gestational age &gt; 41 weeks (dates confirmed by first-trimester ultra-sound), (3) Bishop score of &lt; 5, (4) absence of spontaneous uterine contractions (i.e., less than four spontaneous contractions per hour), (5) ultrasound-estimated fetal body weight &lt; 4,500 g, and (6) a reactive nonstress test (NST).</p><p>Exclusion criteria: known hypersensitivity to the use of prostaglandins, previous cesarean delivery or other type of uterine surgery, non-cephalic presentation, a body mass index (BMI) ≥ 30 before conception and previous attempt of labor induction for the present pregnancy.</p>",<p>≥ 50 µg vaginal misoprostol vs. 50 µg sublingual or buccal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Chaudhuri 2011,2011,PUB,26535158,<p>2-arm active-controlled randomised trial</p>,"<p>212 women were randomised in a hospital setting in India.</p><p>Inclusion criteria: women were eligible for entry into the trial if they had ruptured membranes at ≥ 37 weeks’ gestation, had a single fetus in cephalic presentation and were not in labor. The time of spontaneous rupture of membranes was noted. Diagnosis was based on: (1) the clinical history of the passage of liquor; (2) pooling of fluid in the posterior fornix, as seen during the speculum examination; (3) palpation through the cervical canal for the absence of membranes; and (iv) reduced liquor volume on sonography (amniotic fluid index &lt; 5) in selected women where clinical findings were inconclusive.</p><p>Exclusion criteria: women were excluded from the study if they were in labor (the onset of labor was defined as regular contractions occurring twice in 10 min by abdominal palpation) or if there was a contraindication to the induction of labor (such as placenta previa or meconium staining of the amniotic fluid). Women with a history of previous caesarean delivery were also excluded.</p>",<p>&lt; 50 µg vaginal misoprostol vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,<p>Funding source: no funding was sought for this study.</p>
Cheung 2006,2006,PUB,26535161,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,"<p>67 women were randomised in a hospital setting in China.</p><p>Inclusion criteria: 1) confirmed gestational age of 37-42 weeks; 2) a singleton pregnancy with a normal fetus in cephalic presentation; 3) premature rupture of membranes confirmed by visualizing a pool of amniotic fluid at a sterile speculum examination; 4) absence of other indications for urgent induction of labour; 5) rupture of membranes for &lt; 6 h; 6) reassuring fetal heart rate tracing; 7) no signs of labour, no abdominal pain on admission.</p><p>Exclusion criteria: 1) known hypersensitivity or any contraindications to prostaglandins (e.g. glaucoma or sickle cell disease); 2) age &lt; 18 years old; 3) group B streptococcus carrier; 4) multiple pregnancy; 5) nonreassuring cardiotocograph (CTG) or meconium-stained liquor; 6) previous uterine surgery; 7) contraindication to vaginal birth; 8) estimated fetal weight of &gt; 4 kg or &lt; 2 kg 9). placenta praevia or unexplained vaginal bleeding; 10) evidence of chorioamnionitis; 11) grand multipara (parity ≥ 4); 12) active medication at time of PROM or presence of any pre-existing medical disease e.g. cardiovascular disease or chronic renal failure</p>",<p>Placebo vs. 50 µg oral misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Dadashaliha 2021,2021,PUB,26535163,<p>3-arm active-controlled randomised trial</p>,"<p>210 women were randomised in a hospital setting in Iran.</p><p>Inclusion criteria: singleton pregnancy, gestational age 37 weeks or greater, cephalic presentation, live fetus, cervical Bishop Score ≤ 5, estimated fetal weight &lt; 4000 g, and intact membranes.</p><p>Exclusion criteria: women were excluded in case of premature rupture of membranes, placenta previa, placenta abruption, fetal malformations, severe preeclampsia, and abnormal fetal heart rate tracings or signs of active labor at admission and previous uterine scars. Other exclusion criteria were the presence of contraindications for the use of PG analogs, including glaucoma, asthma, epilepsy, and allergy.</p>",<p>50 µg sublingual or buccal misoprostol vs. ≥ 50 µg vaginal misoprostol vs. intracervical misoprostol (but this method was not included in this review)</p>,<p>See Suplementary material 14</p>,<p>Funding source: the study was conducted without external funding.</p>
da Graca Krupa 2005,2005,PUB,26535166,<p>2-arm controlled randomised trial&nbsp;</p>,"<p>150 women were randomised in a hospital setting in Brazil.</p><p>Inclusion criteria: premature rupture of membranes confirmed up to 6 hours after the occurrence; gestational age ≥ 37 weeks, cephalic presentation and a live fetus showing no signs of fetal compromise as evaluated by cardiotocography.</p><p>Exclusion criteria: past caesarean section or uterine surgery; being in labour at admission as characterised by regular painful uterine contractions (two contractions in 10 minutes and gradually shortening); presence of fetal malformations incompatible with life; twin pregnancy or strongly suspected or confirmed chorioamnionitis.</p>",<p>&lt; 50 µg vaginal misoprostol vs. Expectant management</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Dallenbach 2003,2003,PUB,26535168,<p>2-arm active-controlled randomised trial</p>,"<p>202 women were randomised in a hospital setting in Switzerland.</p><p>Inclusion criteria: women admitted for induction of labour at more than 37 weeks of gestation, with a live single fetus in vertex presentation, were eligible for the study if the Bishop score was 6 or less.</p><p>Exclusion criteria: the presence of uterine scar, suspected fetal distress (nonreassuring fetal heart rate, oligohydramnios, or intrauterine growth retardation), malformation, vaginal bleeding, or contraindication for prostaglandin administration.</p>",<p>&lt; 50 µg oral misoprostol vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
De Bonrostro Torralba 2019,2019,PUB,26535171,<p>2-arm active-controlled randomised trial</p>,"<p>198 women were randomised in a hospital setting in Spain.</p><p>Inclusion criteria: singleton uncomplicated nulliparous women with live fetus of at least 286 days of gestational age with indication for induction of labor because of post‐term pregnancy, absence of any contraindication for vaginal birth and a baseline Bishop score &lt; 6.</p><p>Exclusion criteria: multiple pregnancies, multiparity, stillbirth, oligohydramnios, suspected fetal distress, severe asthma, any known allergy or intolerance to prostaglandin agents or any contraindication for vaginal delivery. A verbal and written informed consent was obtained from all individual participants included in the study.</p>",<p>&lt; 50 µg vaginal misoprostol vs. Controlled-release dinoprostone vaginal pessary</p>,<p>See Suplementary material 14</p>,<p>Funding source: no funding was sought for this study.</p>
de Moraes 2005,2005,PUB,26535175,<p>2-arm active-controlled randomised trial</p>,"<p>123 women were randomised in a hospital setting in Brazil.</p><p>Inclusion criteria: gestational age and ≥ 37 weeks, Bishop index &lt; 8, single, live fetus and indication for termination of pregnancy.</p><p>Exclusion criteria: fetal weight estimated by ultrasound equal to or greater than 4,000 g, anomalous presentations, severe oligohydramnios (amniotic fluid index less than 5), fetus not reactive to cardiotocography or sound stimulation, fetal malformations, fever (temperature ≥ 38 <sup>o</sup>C), uterine scarring and other possible contraindications for vaginal delivery (placenta previa, placental abruption, genital herpes, HIV seropositive).</p>",<p>&lt; 50 µg sublingual or buccal misoprostol vs. &lt; 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: two forms of misoprostol used in this study were supplied by the Hebron laboratory.</p>
Devillard 2022,2022,PUB,26535177,<p>2-arm active-controlled randomised trial</p>,"<p>80 women were randomised in a hospital setting in France.</p><p>Inclusion criteria: women with a live, singleton gestation at term (37 or more weeks of gestation) with PROM (clinical amniotic fluid leakage and/or positive insulin-like growth factor binding protein 1 (IGFBP1) test), an unfavourable cervical examination (Bishop score &lt; 6), and no contraindication to labour.</p><p>Exclusion criteria: maternal exclusion criteria included those in active labour, suspected intraamniotic infection, detection of group B Streptococcus on any vaginal or urinary sample during the current or any previous pregnancy, placental abruption or significant haemorrhage, any prior uterine surgery including caesarean delivery, any contraindication to vaginal delivery, human immunodeficiency virus, or herpetic genital lesions. Fetal exclusion criteria were non-cephalic presentation, severe fetal anomalies, intrauterine fetal demise, growth restriction &lt; 3rd percentile with Doppler anomalies, and non-reassuring fetal heart rate (FHR) tracing.</p>",<p>Balloon catheters plus oxytocin vs. Controlled-release dinoprostone vaginal pessary</p>,<p>See Suplementary material 14</p>,<p>Funding source: the study was conducted without external funding.</p>
Diguisto 2021,2021,PUB,26535181,<p>2-arm active-controlled randomised trial</p>,"<p>1220 women were randomised in a hospital setting in France.</p><p>Inclusion criteria: women were eligible for the study if they were 18 years old or more, had a singleton pregnancy, a fetus in vertex presentation with a term between 41 weeks + 0 days and 42 weeks + 0 (estimated from an ultrasound between 11 and 14 weeks), and had agreed with their obstetric professional that their labour should be induced.</p><p>Exclusion criteria: a Bishop score ≥ 6, severe pre-eclampsia, a previous cesarean delivery or other uterine surgery, low-lying placenta, suspected genital herpes infection, known HIV seropositivity, suspected severe congenital abnormalities, pathological FHR, or prelabour rupture of membranes (PROM).</p>",<p>Double balloon catheter vs. Controlled-release dinoprostone vaginal pessary</p>,<p>See Suplementary material 14</p>,"<p>Funding source: the study was supported by funding from the French Ministry of Health (Programme Hospitalier de Recherche Clinique 2015, PHRCN-2015).</p>"
Dodd 2006,2006,PUB,26535185,<p>2-arm active-controlled randomised trial</p>,"<p>741 women were randomised in a hospital setting in Australia.</p><p>Inclusion criteria: women with a singleton pregnancy at ≥ 36+6 weeks’ gestation.</p><p>Exclusion criteria: women with a favourable cervix (defined as a modified Bishop score of ≥ 7), any contraindication to vaginal birth, previous uterine surgery (including caesarean section), or ruptured membranes.</p>",<p>&lt; 50 µg oral misoprostol vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,"<p>Funding source: the study was supported by funding from Royal Australian and New Zealand College of Obstetricians and Gynaecologists and Women's and Children's Hospital, Adelaide.</p>"
Dogra 2019,2019,PUB,26535189,<p>2-arm controlled randomised trial&nbsp;</p>,"<p>50 women were randomised in a hospital setting in India.</p><p>Inclusion criteria: women with heart disease who were registered in the cardio-obstetric clinic were recruited consecutively between 38-41 weeks’ gestation after obtaining informed consent. Women with a known case of heart disease with New York Heart Association class I-II and cephalic singleton gestation were included in the study.</p><p>Exclusion criteria: women with previous cesarean section, primary pulmonary hypertension, Eisenmenger syndrome, Marfan syndrome, left heart obstruction, prior cardiac event or arrhythmia, malformed fetus, severe anaemia (&lt; 7 g/dL), intrauterine fetal death, other obstetric indications for induction of labour, and patients on anticoagulation were excluded from the study.</p>",<p>Oxytocin (alone) vs. Expectant management</p>,<p>See Suplementary material 14</p>,<p>Funding source: no funding was sought for this study.</p>
El-Shawarby 2006,2006,PUB,26535192,<p>2-arm active-controlled randomised trial</p>,"<p>100 women were randomised in a hospital setting in the United Kingdom.</p><p>Inclusion criteria: (1) singleton pregnancy; (2) cephalic presentation; (3) gestation of more than 37 weeks (confirmed by ultrasound); (4) Bishop’s score ≤ 7, and (5) a normal admission cardiotocograph.</p><p>Exclusion criteria: women with proteinuric hypertension were excluded.</p>",<p>Controlled-release dinoprostone vaginal pessary vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Feitosa 2006,2006,PUB,26535194,<p>2-arm active-controlled randomised trial</p>,"<p>150 women were randomised in a hospital setting in Brazil.</p><p>Inclusion criteria: singleton pregnancy, gestational age of 37 weeks or greater, live fetus, cephalic presentation, estimated sonographic fetal weight less than 4000 g, amniotic fluid index greater than 5 cm, normal antepartum non-stress test results, and Bishop score of 6 or less.</p><p>Exclusion criteria: women were excluded in cases of fetal malformations, intrauterine growth restriction, previous uterine scars, premature rupture of membranes, or any contraindication to vaginal delivery.</p>",<p>&lt; 50 µg sublingual or buccal misoprostol vs. &lt; 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,"<p>Funding source: Misoprostol tablets used in this study were donated by the Hebron S/A Ind. Quimicas e Farmacêuticas, Caruaru, Brazil.</p>"
Fuenmavor-Beltran 2017,2017,PUB,26535197,<p>2-arm active-controlled randomised trial</p>,"<p>80 women were randomised in a hospital setting in Venezuela.</p><p>Inclusion criteria: women with singleton pregnancies at term, with cephalic vertex presentation, who were not in labour (less than 2 centimeters dilated, less than 60% dilated, and less than 3 painful uterine contractions per hour) and without history of previous uterine interventions.</p><p>Exclusion criteria: women with a Bishop score greater than 5, rupture of membranes, chorioamnionitis, vaginal bleeding, twin pregnancies, presentations other than vertex cephalic, diagnosis of placenta previa or placental abruption, alterations in uterine contractility, liver alterations, renal or cardiovascular, with contraindications for the use of oxytocin or a history of hypersensitivity to latex or who refused to participate in the research.</p>",<p>Balloon catheters plus oxytocin vs. Oxytocin (alone)</p>,<p>See Suplementary material 14</p>,<p>Funding source: no funding was sought for this study.</p>
Gattas 2020,2020,PUB,26535199,<p>2-arm active-controlled randomised trial</p>,"<p>200 women were randomised in a hospital setting in Brazil.</p><p>Inclusion criteria: indication for induction of labour, gestational age ≥ 37 weeks, single live fetus, vertex presentation, Bishop score ≤ 6, estimated fetal weight &lt; 4000 g, amniotic fluid index &gt; 5 and good fetal well-being.</p><p>Exclusion criteria: previous caesarean section, previous uterine scar resulting from uterine surgery, genital bleeding of unknown origin, fetal abnormalities, chorioamnionitis, tumours, malformations and/or ulceration in the vulvar or perineal region or birth canal that could be harmful to mother or child during the expulsion stage of labour, and HIV positivity.</p>",<p>&lt; 50 µg sublingual or buccal misoprostol vs. &lt; 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,<p>2 women (&lt; 10%) were excluded from the analyses because they refused to participate in the trial after randomisation. Numbers were similar across both arms. All other women were included in the analysis.</p><p>Funding source: no funding was sought for this study.</p>
