Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Nwali 2021,2021,PUB,26535316,<p>2-arm active-controlled randomised trial</p>,"<p>135 women were randomised in a hospital setting in Nigeria.</p><p>Inclusion criteria: parturients who gave consent, had low bishop score (≤ 5), term singleton cephalic presenting fetus with intact membranes and no contraindication to vaginal delivery were recruited into the study.</p><p>Exclusion criteria: women who refused consent, preterm delivery, vaginal infection, non-cephalic presentation, multiple gestation, low-lying placenta/previa, vaginal bleeding, previous caesarean section and ruptured membranes.</p>",<p>Single balloon catheter vs. ≥ 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
O'Brien 1995,1995,PUB,26535319,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,"<p>100 women were randomised in a hospital setting in the United States.</p><p>Inclusion criteria: a gestational age between 38.0 and 40.0 weeks, a cervical Bishop score ≤ 6, absence of a medical indication for delivery, and no more than one previous low-transverse caesarean delivery</p><p>Exclusion criteria: women with a nonreactive nonstress test, oligohydramnios (defined as an amniotic fluid index &lt; 5.0 cm), macrosomia (defined as an estimated fetal weight &gt; 4000 gm), or growth restriction (defined as an estimated fetal weight &lt; 10th percentile).</p>",<p>Vaginal dinoprostone (tablet or gel) vs. Placebo</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Oboro 2005,2005,PUB,26535322,<p>2-arm controlled randomised trial&nbsp;</p>,"<p>78 women were randomised in an outpatient setting in Nigeria.</p><p>Inclusion criteria: women were considered eligible for this study if they had a singleton gestation in cephalic presentation and a Bishop score of ≤ 8 at 40 weeks gestation, and a lack of current indication for induction of labour.</p><p>Exclusion criteria: women were excluded from the study if they had rupture of membranes, unexplained vaginal bleeding, a prior uterine incision, a non-reactive non-stress test and an estimated fetal weight of &gt; 4500g. Women were excluded if the non-stress test was non-reactive or non-reassuring, if rupture of membranes was present, or if the Bishop score was more than 8.</p>",<p>&lt; 50 µg vaginal misoprostol vs. No treatment</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Oliveira 2010,2010,PUB,26535324,<p>2-arm active-controlled randomised trial</p>,"<p>160 women were randomised in a hospital setting in Brazil.</p><p>Inclusion criteria: indication for induction of labour who formally consented to participate in the study, gestational age from 37 weeks, single fetus, live, cephalic and Bishop score ≤ 4.</p><p>Exclusion criteria: the presence of uterine scarring, rupture of membranes, estimated fetal weight greater than 4000 g, placenta previa, clinical or laboratory condition compatible with chorioamnionitis, information on allergy to prostaglandins and maternal and/or fetal conditions were considered. that required the immediate termination of pregnancy.</p>",<p>Single balloon catheter vs. &lt; 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Osman 2006,2006,PUB,26535327,<p>2-arm active-controlled randomised trial</p>,"<p>400 women were randomised in an outpatient setting in the United Kingdom</p><p>Inclusion criteria: nulliparity, singleton fetus, cephalic presentation, &gt; 38 completed weeks of gestation, modified Bishop score &lt; 6, normal admission cardiotocograph, and ability to comprehend the nature of the study.</p><p>Exclusion criteria: women with any of the contraindications listed in the British National Formulary to prostaglandin E2 (active cardiac, pulmonary, renal, or hepatic disease; placenta praevia or unexplained vaginal bleeding during pregnancy and ruptured membranes; major cephalopelvic disproportion or fetal malpresentation; history of caesarean delivery or major uterine surgery; untreated pelvic infection; and fetal distress) or isosorbide mononitrate (hypersensitivity to nitrates, hypotensive conditions and hypovolemia, hypertrophic obstructive cardiomyopathy, aortic or mitral stenosis, cardiac tamponade, constrictive pericarditis, marked anaemia, and closed-angle glaucoma). Other exclusion criteria were delivery mandatory within the next 48 hours in the maternal or fetal interest, ≥ 1 births at &gt; 23 weeks of gestation, age &lt; 16 years, or ruptured fetal membranes.</p>",<p>Nitric oxide donors vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,<p>Funding source: the study was supported by funding from the Sir Jules Thorn Charitable Trust (reference no. 01/02 A).</p>
Ozkan 2009,2009,PUB,26535333,<p>2-arm active-controlled randomised trial</p>,"<p>112 women were randomised in a hospital setting in Turkey.</p><p>Inclusion criteria: singleton pregnancy ≥ 37 weeks of gestation (37–42 weeks), a maternal–fetal indication of labour induction, cephalic presentation, intact amniochorionic membranes, a cervical Bishop score of &lt; 4, reassuring fetal heart rate.</p><p>Exclusion criteria: fetal congenital abnormalities, parity &gt; 5, any contraindication for vaginal delivery, antepartum bleeding of unknown etiology, cardiopulmonary, renal, hepatic disease, glaucoma, known hypersensitivity to prostaglandins, cephalopelvic disproportion, estimated fetal birth weight over 4,500 g in nondiabetic and over 4,000 g in diabetic patients, placenta previa, known or suspected chorioamnionitis, previous uterine scar (myomectomy or caesarean delivery).</p>",<p>≥ 50 µg vaginal misoprostol vs. Controlled-release dinoprostone vaginal pessary</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Paisarntantiwong 2005,2005,PUB,26535335,<p>2-arm active-controlled randomised trial</p>,"<p>146 women were randomised in a hospital setting in Thailand.</p><p>Inclusion criteria: (1) singleton gestation in a cephalic presentation, (2) reassuring fetal heart rate (FHR) pattern, (3) unfavourable cervix (was defined as Bishop score of &lt; 6), (4) gestational age &gt; 41 weeks without labour pain or &gt; 37 weeks with indications for labour induction such as hypertension, oligohydramnios, intrauterine growth restriction, and gestational diabetes mellitus, (5) intact amniotic membranes, and (6) absence of uterine contraction observed in a 20-minute interval.</p><p>Exclusion criteria: (1) estimated fetal weight of &gt; 4,000 g or evidence of cephalopelvic disproportion, (2) parity of &gt; 6, (3) previous caesarean delivery or history of uterine incision, (4) any contraindication to vaginal delivery such as placenta previa, vasa previa and active genital herpes simplex infection, (5) evidence of chorioamnionitis as determined by maternal temperature &gt; 100.4 F and the presence of either uterine tenderness or, foul-smelling amniotic fluid, or both, and (6) any contraindication for prostaglandin use eg. history of glaucoma or preexisting cardiac disease.</p>",<p>50 µg oral misoprostol vs. &lt; 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Pandis 2001,2001,PUB,26535338,<p>2-arm active-controlled randomised trial</p>,"<p>670 women were randomised in a hospital setting in the United Kingdom.</p><p>The entry criteria for the study were: women over the age of 16 years with singleton pregnancy at 37– 42 weeks of gestation, live fetus in cephalic presentation, intact membranes, no history of antepartum haemorrhage, no previous caesarean section or history of uterine surgery and no allergy or severe asthma in response to prostaglandins.</p>",<p>Vaginal dinoprostone (tablet or gel) vs. ≥ 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: the study was supported by funding from the Fetal Medicine Foundation (Registered Charity 1037116).</p>
Papanikolaou 2004,2004,PUB,26535340,<p>2-arm active-controlled randomised trial</p>,"<p>163 women were randomised in a hospital setting in Greece.</p><p>Inclusion criteria: 1) age &gt; 18 years old, 2) nulliparity, 3) accurate dating of gestation, including crown rump length (CRL) measurements in the first trimester of pregnancy, 4) singleton viable pregnancy, 5) gestational age ≥ 285 days, 6) cephalic presentation, 7) unfavourable cervical status defined as a Bishop score (BS) of ≤ 5, 8) intact membranes, and 9) reactive non-stress test (NST).</p><p>Exclusion criteria: 1) known contraindications to receiving prostaglandins, 2) placenta previa, 3) prior uterine surgery, and 4) any antenatal complications.</p>",<p>≥ 50 µg vaginal misoprostol vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
PonMalar 2017,2017,PUB,26535342,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,"<p>126 women were randomised in an outpatient setting in India.</p><p>Inclusion criteria: low risk primigravid and multigravid women with a singleton fetus in cephalic presentation at gestational age between 38+4 and 40 weeks with Bishop’s score &lt; 4 with no indication for immediate induction.</p><p>Exclusion criteria: women with ruptured membranes, unexplained vaginal bleeding, prior uterine surgery, clinically estimated fetal weight more than 4 kg and associated obstetric complications like gestational diabetes, gestational hypertension, fetal growth restriction, etc.</p>",<p>&lt; 50 µg vaginal misoprostol vs. Placebo</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Prager 2008,2008,PUB,26535345,<p>3-arm active-controlled randomised trial</p>,"<p>592 women were randomised in a hospital setting in Sweden.</p><p>Inclusion criteria: completion of a full-term pregnancy together with one or more of the common indications for induction of labour, including postterm pregnancy, premature rupture of membranes, pre-eclampsia, oligohydramnios, diabetes and psychosocial parameters. In addition, an absence of spontaneous contractions and a Bishop score of ≤ 6 were also required.</p><p>Exclusion criteria: contraindications for the administration of prostaglandins and/or for vaginal delivery, a previous caesarean section or other form of uterine surgery, breech presentation, signs of infection and/or the necessity for immediate delivery as indicated by, for example, pathological cardiotocography at the time of admission.</p>",<p>Vaginal dinoprostone (tablet or gel) vs. &lt; 50 µg vaginal misoprostol vs. Single balloon catheter</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Rahman 2013,2013,PUB,26535348,<p>2-arm active-controlled randomised trial</p>,"<p>228 women were randomised in a hospital setting in India.</p><p>Inclusion criteria: nulliparous or multiparous with a singleton pregnancy between 37 and 42 weeks’ gestation, with obstetric or medical indications for induction of labour and an unfavourable cervix (initial Bishop score of ≤ 6), a vertex presentation, a reactive fetal heart rate pattern, and absence of uterine contractions.</p><p>Exclusion criteria: women were excluded from the study if they had a malpresentation, uterine contractions, suspected cephalo–pelvic disproportion, an estimated fetal weight &gt; 4000 g (by clinical assessment and ultrasonography), maternal age &lt; 18 years, parity of ≥ 5, a favourable cervix (Bishop score &gt; 6), a previous Caesarean section or uterine scar, multiple gestations, undiagnosed vaginal bleeding, fetal distress, suspected chorioamnionitis, or a contraindication to vaginal delivery or to administration of prostaglandins.</p>",<p>50 µg oral misoprostol vs. &lt; 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Rameez 2007,2007,PUB,26535351,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,"<p>156 women were randomised in a hospital setting in Sri Lanka.</p><p>Inclusion criteria: women with uncomplicated singleton pregnancies and cephalic presentations of the fetus at 41 weeks’ gestation, where the dates had been confirmed by an early ultrasound scan, and having an unfavorable cervix with a modified Bishop Score of less than five, were recruited for the study.</p><p>Exclusion criteria: women with any medical or obstetric problems and any contraindications for the use of isosorbide mononitrate-sustained release were excluded.</p>",<p>Nitric oxide donors vs. Placebo</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Rayburn 1988,1988,PUB,26535354,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,<p>118 women were randomised in an outpatient setting in the United States.</p><p>Inclusion criteria: singleton pregnancies scheduled for induction of labour for postdate (42 week) reasons alone and with an unfavorable cervix (Bishop score &lt; 5) were considered for entry into the study.</p><p>Exclusion criteria: women who had regular uterine contractions and had undergone amniocentesis before enrollment.</p>,<p>Vaginal dinoprostone (tablet or gel) vs. Placebo</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Rayburn 1992,1992,PUB,26535356,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,"<p>215 women were randomised in a hospital setting in the United States.</p><p>Inclusion criteria: women at 18 years or older, had Bishop scores of 4 or less, carried singleton pregnancies in cephalic presentation, and had reached a gestational age of at least 37 weeks.</p><p>Exclusion criteria: a uterine scar, vaginal bleeding, ruptured membranes, history of adult asthma or glaucoma, grand multiparity (four or more previous births), and evidence of nonreassuring fetal heart rate (FHR) test results (persistent nonreactive nonstress test or positive contraction stress test).</p>",<p>Placebo vs. Controlled-release dinoprostone vaginal pessary</p>,<p>See Suplementary material 14</p>,"<p>Funding source: the study was supported by funding from Controlled Therapeutics, Malvern, Pennsylvania.</p>"
Rozenberg 2004,2004,PUB,26535360,<p>2-arm active-controlled randomised trial</p>,"<p>140 women were randomised in a hospital setting in France.&nbsp;</p><p>Inclusion criteria: all patients were offered participation in this randomized clinical trial whenever prostaglandin induction was indicated for postterm pregnancy or intrauterine growth restriction. The inclusion criteria were singleton pregnancy, cephalic presentation, Bishop score ≤ 5, and &lt; 4 spontaneous uterine contractions per hour.</p><p>Exclusion criteria: &lt; 18 years old or when a nonstress test suggested acute fetal distress before induction. Fetal-pelvic disproportion, placenta previa, preterm rupture of membranes, breech or transverse lie, previous caesarean delivery, and known allergy to prostaglandins also were considered as noninclusion criteria.</p>",<p>≥ 50 µg vaginal misoprostol vs. Controlled-release dinoprostone vaginal pessary</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Saad 2019,2019,PUB,26535362,<p>2-arm active-controlled randomised trial</p>,"<p>419 women were randomised in a hospital setting in the United States.</p><p>Inclusion criteria: pregnant women who were at 37 weeks 0 days or greater of gestation with a favourable cervix (≤ 3 cm dilated and ≤ 60% effaced) and a live singleton fetus in cephalic presentation, who had no contraindication to vaginal delivery, and who had a scheduled induction of labour were screened for eligibility.</p><p>Exclusion criteria: women with ruptured membranes, favourable cervix, estimated fetal weight &gt; 5000 g for nondiabetic or &gt; 4500 g for diabetic, chorioamnionitis, prior uterine scar, active vaginal bleeding, or nonreassuring fetal status requiring immediate delivery were excluded.</p>",<p>Single balloon catheter vs. Osmotic cervical dilators</p>,<p>See Suplementary material 14</p>,<p>Funding source: the study was supported by funding from Medicem.</p>
Sarreau 2020,2020,PUB,26535367,<p>2-arm active-controlled randomised trial</p>,"<p>205 women were randomised in a hospital setting in France.</p><p>Inclusion criteria: pregnant women at a term exceeding 37 weeks, who had a medical indication for induction of labour, a single previous caesarean delivery with a lower segment caesarean section, a singleton pregnancy in vertex presentation, an unfavourable cervix (Bishop score ≤ 4) and no premature rupture of membranes (PROM).</p><p>Exclusion criteria: younger than 18 years old or if they met one of the following exclusion criteria: placenta previa, PROM, uterine scar other than lower segment caesarean section, cervical infection (except carriage of Streptococcus agalactiae), multiple pregnancy, breech or transverse presentation, indication for a repeat caesarean or a latex allergy.</p>",<p>Foley single balloon catheter vs. Oxytocin (alone)</p>,<p>See Suplementary material 14</p>,"<p>Funding source: the study was supported by funding from ""Programme Hospitalier de Recherche Clinique Interrégional 2010"" of the French Ministry of Health (A00409‐30).</p>"
Sawai 1991,1991,PUB,26535371,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,"<p>50 women were randomised in an outpatient setting in the United States.</p><p>Inclusion criteria: women with a gestational age of 287 days (based on last menstrual period and confirmed by early clinical examination and/or early sonogram) and a cervix unfavorable for induction (Bishop score below 9) were considered candidates for this study.</p><p>Exclusion criteria: women with diabetes, hypertension, previous uterine surgery, abnormal fetal heart rate (FHR) tracings, vaginal bleeding, spontaneous rupture of membranes, or established regular uterine contractions, or sonographic evidence of nonvertex presentation, macrosomia (fetal weight estimated to be more than 4500 g), fetal anomalies, fetal growth retardation, oligohydramnios, or multiple gestation.</p>",<p>Vaginal dinoprostone (tablet or gel) vs. Placebo</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Sawai 1994,1994,PUB,26535374,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,"<p>80 women were randomised in an outpatient setting in the United States</p><p>Inclusion criteria: women with uncomplicated pregnancies, gestational age of at least 41 weeks by reliable dating criteria, and cervical Bishop score less than 9 were enrolled after consent was obtained.</p><p>Exclusion criteria: women complicated by maternal medical problems, previous uterine surgery, previous stillbirth, abnormal fetal heart rate (FHR), vaginal bleeding, spontaneous rupture of membranes, regular uterine contractions, abnormal ultrasound findings, or estimated fetal weight of 4500 g or higher were excluded.</p>",<p>Placebo vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Schmitz 2014,2014,PUB,26535377,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,"<p>1,373 women were randomised in an outpatient setting in France.</p><p>Inclusion criteria: all nulliparous women at 41 0/7 weeks of gestation with intact membranes, a Bishop score less than 6, and a singleton fetus in cephalic presentation were eligible.</p><p>Exclusion criteria: age younger than 18 years, no social security coverage, indication for immediate labour induction, antihypertensive treatment, fetal death, or contraindications to isosorbide mononitrate treatment (known hypersensitivity to it, cardiovascular collapse, aortic stenosis, mitral stenosis, obstructive myocardial hypertrophy, systolic blood pressure less than 95 mmHg).</p>",<p>Nitric oxide donors vs. Placebo</p>,<p>See Suplementary material 14</p>,"<p>Funding source: the study was supported by funding from the French Ministry of Health (Grant number AOM08169, P071212).</p>"
Shechter-Maor 2015,2015,PUB,26535381,<p>2-arm active-controlled randomised trial</p>,"<p>52 women were randomised in a hospital setting in Israel.</p><p>Inclusion criteria: a singleton, term gestation (≥ 37 weeks), cephalic presentation, intact membranes, an unfavourable cervix (Bishop score ≤ 6), presenting to our labour and delivery unit for labour induction secondary to oligohydramnios, defined as Amniotic Fluid Index ≤ 5 cm.</p><p>Exclusion criteria: women with a multifetal gestation, fetal malpresentation, spontaneous labour, contraindication to prostaglandins or a vaginal delivery (e.g., placenta previa), non-reassuring fetal heart rate tracing, a fetus with major anomalies or previous caesarean delivery were excluded.</p>",<p>Controlled-release dinoprostone vaginal pessary vs. Double balloon catheter</p>,<p>See Suplementary material 14</p>,<p>Funding source: the study was conducted without external funding.</p>
Shetty 2001,2001,PUB,26535385,<p>2-arm active-controlled randomised trial</p>,"<p>245 women were randomised in a hospital setting in the United Kingdom.&nbsp;</p><p>Inclusion criteria: nulliparous and multiparous (but not more than para 5) women at term (37-42 completed weeks of gestation with ultrasound confirmed dates), with a singleton fetus of cephalic presentation, with medical or obstetric indications for the induction of labour were eligible to be included in the trial. A normal fetal heart tracing and a cervical Bishop score of less than 8 were also criteria for inclusion.</p><p>Exclusion criteria: women with previous uterine surgery, including a previous caesarean section, with significant fetal or medical concerns or known contraindications to the use of prostaglandins.</p>",<p>50 µg oral misoprostol vs. ≥ 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Shetty 2002,2002,PUB,26535390,<p>2-arm active-controlled randomised trial</p>,"<p>100 women were randomised in a hospital setting in Scotland.</p><p>Inclusion criteria: nulliparous and multiparous (not more than para 5) women admitted to the Aberdeen Maternity Hospital (Aberdeen, Scotland) between the months of June and September 2000 for induction of labour for a medical or obstetric indication after 37 weeks of gestation. The other inclusion criteria were an unfavourable cervix (Bishop’s score less than 8) and a normal fetal heart tracing.</p><p>Exclusion criteria: multiple gestation or a presentation other than cephalic, previous caesarean delivery, known contraindications to the use of prostaglandins, and significant fetal or maternal concerns that made induction necessary under continuous monitoring.</p>",<p>50 µg oral misoprostol vs. 50 µg sublingual or buccal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Sifakis 2007,2007,PUB,26535393,<p>2-arm active-controlled randomised trial</p>,"<p>415 women were randomised in a hospital setting in Greece.</p><p>Inclusion criteria: (1) gestational age more than 37 weeks; (2) singleton pregnancy with vertex presentation; (3) intact membranes; (4) Bishop score ≤ 4; (5) reactive non-stress test; and (6) absence of labour.</p><p>Exclusion criteria: pregnant women were excluded due to the presence of at least one of the following conditions: (1) fetal malpresentation or other evidence of cephalopelvic disproportion; (2) suspected fetal distress (abnormal fetal heart rate patterns, oligohydramnios with Amniotic Fluid Index &lt; 3, or severe intrauterine growth retardation); (3) placenta praevia or unexplained vaginal bleeding; (4) contraindication to prostaglandins administration (allergy, severe asthma or preexisting cardiac or cardiovascular disease); (5) renal or hepatic dysfunction; (6) previous caesarean delivery or uterine surgery; and (7) parity greater than five.</p>",<p>≥ 50 µg vaginal misoprostol vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Soliman 2013,2013,PUB,26535395,<p>3-arm active-controlled randomised trial</p>,"<p>200 women were randomised in a hospital setting in Egypt.</p><p>Inclusion criteria: nulliparity, gestational age of at least 37 completed weeks, a singleton fetus with vertex presentation, unfavourable cervices (Bishop score &lt; 6), intact membranes, reactive nonstress test, normal umbilical arterial Doppler indices, absence of labour, and willingness of women to participate in the study.</p><p>Exclusion criteria: multiparity, multiple pregnancy, fetal malpresentation, premature rupture of fetal membranes, regular uterine contractions, major cephalopelvic disproportion, and contraindications to isosorbide mononitrate (hypersensitivity to nitrates, hypotension, hypovolemia, cardiac disease, marked anaemia, and closed-angle glaucoma) or misoprostol [active cardiorespiratory disease, placenta previa, a history of caesarean delivery or major uterine surgery, and a nonreassuring fetal heart rate (FHR) pattern].</p>",<p>Nitric oxide donors vs. ≥ 50 µg vaginal misoprostol vs. Nitric oxide donors plus ≥ 50 µg vaginal misoprostol (but this group was not included in this review)</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Somirathne 2017,2017,PUB,26535397,<p>2-arm active-controlled randomised trial</p>,"<p>180 women were randomised in a hospital setting in Sri Lanka.</p><p>Inclusion criteria: women who not delivered by 40 weeks + 5 days gestation with Modified Bishop Score (MBS) ≤ 5, having uncomplicated pregnancies with a singleton fetus, longitudinal lie and cephalic presentation.</p><p>Exclusion criteria: pregnancy-induced hypertension, gestational diabetes mellitus, multiple pregnancies, planned caesarean section, fetal growth restriction and scarred uteri.</p>",<p>Single balloon catheter vs. &lt; 50 µg oral misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Souza 2013,2013,PUB,26535401,<p>2-arm active-controlled randomised trial</p>,"<p>200 women were randomised in a hospital setting in Brazil.</p><p>Inclusion criteria: single live pregnancy, pregnancy duration of 37 weeks or more, indication for labour induction (hypertension, premature rupture of membranes, diabetes, or pregnancy duration of 41 weeks or more), vertex presentation, estimated fetal weight of less than 4000 g according to ultrasonography, amniotic fluid index of more than 5 cm, and modified Bishop score of 6 or less.</p><p>Exclusion criteria: women with uterine scar, abnormal fetal well-being test, fetal abnormalities, restricted fetal growth, genital bleeding related to placental abnormalities, or contraindications to vaginal delivery were excluded. Fetal well-being was evaluated by Doppler flow velocimetry, cardiotocography, and/or biophysical profile scoring, depending on the routine at each hospital.</p>",<p>&lt; 50 µg oral misoprostol vs. &lt; 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Sulaiman 2023,2023,PUB,26535405,<p>2-arm active-controlled randomised trial</p>,"<p>79 women were randomised in a hospital setting in Malaysia.</p><p>Inclusion criteria: one previous caesarean delivery, Bishop score of ≤ 5, age 18 years or older, term gestation (≥ 37 weeks), singleton fetus, cephalic presentation, intact membranes, and absence of ≥ 2 significant contractions in 10 min.</p><p>Exclusion criteria: women with known gross fetal anomaly, known allergy to any of the trial devices for induction, and inability to consent. Participants were excluded from this study if the cardiotocographic assessment was nonreassuring or Bishop score was ≥ 6.</p>",<p>Foley single balloon catheter vs. Controlled-release dinoprostone vaginal pessary</p>,<p>See Suplementary material 14</p>,"<p>Funding source: the study was supported by funding from Department of Obstetrics and Gynecology, Universiti Malaya.</p>"
Surbek 1997,1997,PUB,26535408,<p>2-arm active-controlled randomised trial</p>,"<p>100 women were randomised in a hospital setting in Switzerland.</p><p>Inclusion criteria: (1) willingness of the woman to participate in the study, (2) unfavourable cervix (Bishop score ≤ 5), (3) reactive nonstress test, (4) singleton with vertex presentation, and (5) absent labour.</p><p>Exclusion criteria: (1) fetal malpresentation, (2) history of caesarean section or uterine surgery, and (3) contraindication to receiving prostaglandins (allergy, severe asthma).</p>",<p>≥ 50 µg vaginal misoprostol vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Tabasi 2007,2007,PUB,26535413,<p>2-arm active-controlled randomised trial</p>,"<p>110 women were randomised in a hospital setting in Iran.</p><p>Inclusion criteria: gestation age greater than 37 weeks, Bishop score less than 4, singleton gestation, intact membranes, vertex presentation, no labour occurring and normal fetal heart rate.</p><p>Exclusion criteria: pelvic dystocia, evidence of cephalopelvic disproportion, placenta previa or any unexplained vaginal bleeding, fetal malformation, previous uterine scar and any situation when vaginal delivery was not indicated and any contraindication to the use of labour induction.</p>",<p>≥ 50 µg vaginal misoprostol vs. Oxytocin (alone)</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Tan 2010,2010,PUB,26535415,<p>3-arm active-controlled randomised trial</p>,"<p>171 women were randomised in a hospital setting in Singapore.</p><p>Inclusion criteria: singleton pregnancy, cephalic presentation, gestation greater than 37 completed weeks, no known contraindication to vaginal delivery, and modified Bishop score ≤ 6.</p><p>Exclusion criteria: previous caesarean section or other uterine surgery, significant maternal medical/obstetric complication in pregnancy (such as severe pre-eclampsia, significant antepartum haemorrhage), antepartum evidence of fetal compromise (such as fetal growth restriction), previous attempt at cervical priming and contraindication to receiving prostaglandins, including asthma and glaucoma.</p>",<p>Vaginal dinoprostone (tablet or gel) vs. ≥ 50 µg vaginal misoprostol vs. &lt; 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,"<p>Funding source: the study was supported by funding from National Healthcare Group, Singapore (Grant number NHG-RPR/02004).</p>"
Ten Eikelder 2016,2016,PUB,26535418,<p>2-arm active-controlled randomised trial</p>,"<p>1,859 women were randomised in a hospital setting in the Netherlands.</p><p>Inclusion criteria: women with a vital singleton pregnancy in cephalic presentation, intact membranes, a gestational age of 37 weeks or more, and an unfavourable cervix (Bishop score &lt; 6), scheduled for induction of labour.</p><p>Exclusion criteria: women with known hypersensitivity to any of the products used, age younger than 18 years, a history of caesarean section, placenta praevia, or a fetus known to have lethal congenital anomalies.</p>",<p>50 µg oral misoprostol vs. Single balloon catheter</p>,<p>See Suplementary material 14</p>,<p>Funding source: the study was supported by funding from FondsNutsOhra.</p>
Triglia 2010,2010,PUB,26535426,<p>2-arm active-controlled randomised trial</p>,<p>131 women were randomised in a hospital setting in Italy.</p><p>Inclusion criteria: singleton pregnancy; fetal cephalic presentation; Bishop score ≤ 4; gestational age of 37–42 weeks; no previous caesarean section; intact membranes; maternal age ≥ 18 years.</p><p>Exclusion criteria: premature rupture of the membranes; history of a previous caesarean section; maternal clinical contraindications to the administration of prostaglandin E2 analogues; fetal malpresentation.</p>,<p>Controlled-release dinoprostone vaginal pessary vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Unthanan 2022,2022,PUB,26535429,<p>2-arm active-controlled randomised trial</p>,"<p>170 women were randomised in a hospital setting in Thailand.</p><p>Inclusion criteria: term singleton pregnancy, premature rupture of membranes, cephalic presentation, parity less than 5, no history of hypersensitivity to prostaglandins, candidate for vaginal delivery, bishop scores ≤ 6 (unripped cervix), and no uterine scarring.</p><p>Exclusion criteria: abnormal fetal heart rate patterns, abnormal clinical pelvimetry and labour progression, prior uterine surgery, and refusal to participate in the study. Membranes were clinically confirmed by visualisation of pooling fluid in the posterior vaginal fornix through the cervix during sterile speculum examination.</p>",<p>&lt; 50 µg sublingual or buccal misoprostol vs. Oxytocin (alone)</p>,<p>See Suplementary material 14</p>,"<p>Funding source: the study was supported by funding from the Research Fund of Bhumibol Adulyadej Hospital, Bangkok, Thailand.</p>"
