Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Parimkayala 2020,2020,PUB,26536927,<p>2-arm active-controlled randomised trial</p>,"<p>120 women</p><p>Inclusion criteria: women aged 18-35 years with a live singleton pregnancy at term gestation (&gt; 37 weeks) with a medical or obstetric indication for induction, cephalic presentation, an unfavourable cervix (Bishop’s score ≤ 6), and reassuring fetal heart tracing.</p><p>Exclusion criteria: cephalopelvic disproportion, a history of caesarean section or any uterine surgery, multiple gestations, malpresentation, hypersensitivity to prostaglandins, contraindications for prostaglandin use (e.g., asthma), and parity greater than four.</p>",<p>50 µg sublingual misoprostol Vs 50 µg oral misoprostol</p>,"<p>Vaginal delivery not achieved within 24 hours, mode of delivery, time from induction to delivery, oxytocin augmentation, APGAR score, and neonatal intensive care unit admission</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Parisaei 2008,2008,PUB,26536930,<p>2-arm active-controlled randomised trial</p>,"<p>100 women</p><p>Inclusion criteria: women with ruptured membranes at term who were not having regular uterine activity.</p><p>Exclusion criteria: a scarred uterus (previous caesarean section and/or previous myomectomy), meconium stained liquor, known to be carriers of Group B haemolytic streptococci, or were non-English speakers. Other exclusion criteria were non-reassuring non-stress test, signs of chorioamnionitis, a known case of intrauterine growth restriction, breech presentation and twin pregnancies.</p>",<p>Vaginal dinoprostone Vs 50 µg sublingual misoprostol</p>,"<p>Time from induction to delivery, number of induction doses required, the need for intravenous oxytocin, mode of delivery, and adverse effects on both mother and baby.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Parveen 2020,2020,PUB,26536934,<p>2-arm active-controlled randomised trial</p>,"<p>80 women</p><p>Inclusion criteria: women presented with premature rupture of membranes having gestational age &gt;37 weeks were included. Patients' ages ranged from 18 to 40 years.</p><p>Exclusion criteria: women with multiple pregnancy, intrauterine growth restriction patients, patients with cardiac disease, abnormal cephalic presentation and patients with antepartum haemorrhage.</p>",<p>25 µg vaginal misoprostol Vs Vaginal dinoprostone</p>,"<p>Time from induction to delivery, postpartum haemorrhage, APGAR score, neonatal intensive care unit admission, and neonatal death.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Pearson 2002,2002,PUB,26536936,<p>2-arm active-controlled randomised trial</p>,<p>85 women</p><p>Eligibility criteria: women presenting at term with premature rupture of the membranes</p>,<p>Oral misoprostol Vs Oxytocin</p>,"<p>Time from induction to delivery, mode of delivery, blood loss, APGAR score, and neonatal intensive care unit admission.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Pi 1999,1999,PUB,26536938,<p>3-arm active-controlled randomised trial</p>,"<p>80 women</p><p>Eligibility criteria: women aged 23-35 years with a gestational age of 37-42 weeks and no history of antepartum haemorrhage, abnormal fetal heart rate, abnormal fetal position, scarred uterus, cephalopelvic disproportion, or contraindications to the use of prostaglandin drugs, such as glaucoma, asthma, or heart disease.</p>",<p>50 µg vaginal misoprostol Vs 50 µg rectum misoprostol Vs Oxytocin</p>,"<p>Mode of delivery, time from induction to vaginal delivery, Bishop score, APGAR score, and uterine hyperstimulation</p>","<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
Poornima 2011,2011,PUB,26536940,<p>2-arm controlled randomised trial</p>,<p>100 women</p><p>Eligibility criteria: women at term labour with PROM.</p>,<p>Vaginal dinoprostone Vs Expectant management</p>,"<p>Oxytocin augmentation, time from induction to delivery, fetal distress, APGAR score, neonatal intensive care unit admission, using ventilation after resuscitation, and neonatal infection.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Pourali 2018,2018,PUB,26536942,<p>2-arm active-controlled randomised trial</p>,"<p>270 women</p><p>Inclusion criteria: singleton pregnancies with premature rupture of membranes between 37 and 42 weeks of gestation, cephalic presentation, a history of fewer than five vaginal deliveries, and no history of hypersensitivity to prostaglandins. Additionally, there were no contraindications to vaginal delivery, such as placenta previa, no use of any other cervical ripening methods within seven days of hospitalisation, no previous uterine scars, Bishop scores of 6 or less (indicating an unripe cervix), and reassuring foetal heart rate patterns.</p><p>Exclusion criteria: more than three uterine contractions in 10 minutes, abnormal foetal heart rate patterns, potential cephalopelvic disproportion (CPD), and patient refusal. Additionally, women requiring oxytocin infusion after receiving misoprostol were excluded. Diagnosis of membrane rupture was conducted via vaginal speculum examination to assess amniotic fluid leakage, with confirmation by the AmniSure test if needed. Bishop score was determined by evaluating cervical dilation, effacement, station, position, and consistency. Gestational age was calculated based on first or early second-trimester ultrasonography.</p>",<p>misoprostol Vs Oxytocin</p>,"<p>Uterine hyperstimulation, postpartum haemorrhage, mode of delivery, APGAR score, and neonatal intensive care unit admission</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Qazi 2019,2019,PUB,26536945,<p>2-arm active-controlled randomised trial</p>,"<p>116 women</p><p>Inclusion criteria: all pregnant women of childbearing age, Parity ≤4, singleton pregnancy, cephalic presentation, gestational age of ≥37 weeks, Bishop score of ≤4 and intact membranes.</p><p>Exclusion criteria: low-lying placenta, malpresentation, previous uterine surgery, unsatisfactory cardiotocography (CTG), and contraindications to vaginal birth.</p>",<p>50 µg vaginal misoprostol Vs Vaginal dinoprostone</p>,<p>Mode of delivery and time from induction to delivery</p>,"<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Rahimi 2018,2018,PUB,26536947,<p>3-arm controlled randomised trial</p>,"<p>99 women</p><p>Inclusion criteria: pregnancy beyond 40 weeks of singletons, healthy fetal membranes, Bishop score less than 6, fetal monitoring, absence of uterine contractions, no history of thromboembolism, no systemic problems in history or examination, and age between 15-35 years.</p><p>Exclusion criteria: women with preeclampsia, a history of cesarean section, previous active genital herpes, polyhydramnios, placenta previa or the possibility of placental abruption, ruptured membranes, a history of respiratory or heart disease, any contraindication to induction of labour, and thrombophlebitis (thromboembolism and systolic pressure less than 90 mm).</p>",<p>20 mg nitric oxide donor Vs 25 µg vaginal misoprostol Vs Placebo</p>,"<p>Time from induction to delivery, mode of delivery, side effects, APGAR score, and neonatal intensive care unit admission</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Rasanjana 2022,2022,PUB,26536950,<p>2-arm active-controlled randomised trial</p>,"<p>162 women</p><p>Inclusion criteria: women with ruptured membranes, at or beyond 37 weeks of amenorrhea, carrying a singleton fetus in cephalic presentation, and exhibiting an unfavourable cervix (modified Bishop score of 6 or less).</p><p>Exclusion criteria: women in active labour, those with a history of previous caesarean section, or those exhibiting meconium staining of amniotic fluid or maternal fever.</p>",<p>Vaginal dinoprostone Vs Oxytocin</p>,"<p>Time from induction to delivery, APGAR score, neonatal intensive care unit admission, and mode of delivery.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Rath 2007,2007,PUB,26536954,<p>2-arm controlled randomised trial</p>,"<p>300 women</p><p>Inclusion criteria: women with premature rupture of membranes (PROM) beyond 37 weeks of pregnancy, featuring a singleton fetus in cephalic presentation, along with a normal cardiotocography (CTG) tracing.</p><p>Exclusion criteria: women with a history of uterine scarring, multiple pregnancies, non-vertex presentation, signs of chorioamnionitis, severe gestational proteinuric hypertension, underlying medical conditions, grand multiparity, and antepartum haemorrhage.</p>",<p>50 µg oral misoprostol Vs Expectant management</p>,"<p>Mode of delivery, time from induction to delivery, oxytocin augmentation, APGAR score, and neonatal intensive care unit admission</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Rathore 2018,2018,PUB,26536956,<p>2-arm active-controlled randomised trial</p>,"<p>200 women</p><p>Eligibility criteria: Pregnant women at 37 to 41 weeks of gestation with vertex presentation, with definite history of leaking per vagina or confirmed after per speculum examination and reassuring fetal heart rate with no antenatal complications such as preeclampsia, gestational diabetes, previous lower segment caesarean section and chorioamnionitis were invited to participate in the trial and randomized after informed consent.</p>",<p>50 µg oral misoprostol Vs Oxytocin</p>,"<p>Time from induction to delivery, mode of delivery, and oxytocin augmentation.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Ray 1992,1992,PUB,26536959,<p>3-arm active-controlled randomised trial</p>,<p>143 women</p><p>Inclusion criteria: women at term (&gt;36 weeks) with spontaneous rupture of membranes who presented before the onset of labor. All patients had singleton pregnancies with vertex presentations and no evidence of intrauterine infection or fetal distress.</p><p>Exclusion criteria: women with advanced dilatation (3 cm) were excluded. Uterine activity of two or more contractions per 10 minute intervals at presentation was considered evidence of labor and resulted in exclusion.</p>,<p>Vaginal dinoprostone Vs Oxytocin Vs Placebo</p>,"<p>Oxytocin augmentation, time from induction to delivery/vaginal delivery, mode of delivery, maternal infection. and maternal side effects.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
