review_id	review_group	review_pdf	outcome_section	section_order	outcome_order	outcome_name	outcome_text_raw	source_heading	outcome_role	outcome_role_note	matched_analysis_count	matched_analysis_ids	matched_analysis_outcomes	analysis_mapping_status	analysis_mapping_notes	extraction_status	extraction_notes	source_excerpt
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	19	Respiratory distress syndrome	Respiratory distress syndrome	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	20	Chronic lung disease/bronchopulmonary dysplasia	Chronic lung disease/bronchopulmonary dysplasia	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	21	Use of respiratory support (mechanical ventilation or continuous positive airway pressure)	Use of respiratory support (mechanical ventilation or continuous positive airway pressure)	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	22	Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia	Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	23	Use of inotropic support	Use of inotropic support	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	24	Air leak syndrome	Air leak syndrome	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	25	Early- and late-onset sepsis	Early- and late-onset sepsis	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	26	Severe adverse neonatal outcome composite (e.g. death, severe intraventricular haemorrhage, neonatal encephalopathy, necrotising enterocolitis, stage 3 or worse retinopathy of prematurity, patent ductus arteriosus requiring treatment, chronic lung disease/bronchopulmonary dysplasia; or as defined by trialists) For infants/children/adults	Severe adverse neonatal outcome composite (e.g. death, severe intraventricular haemorrhage, neonatal encephalopathy, necrotising enterocolitis, stage 3 or worse retinopathy of prematurity, patent ductus arteriosus requiring treatment, chronic lung disease/bronchopulmonary dysplasia; or as defined by trialists) For infants/children/adults	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	27	Later death	Later death	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	28	Cerebral palsy severity	Cerebral palsy severity	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	29	Any neurodevelopmental disability (defined as any of	Any neurodevelopmental disability (defined as any of: cerebral palsy (GMFCS level I to V, or as defined by trialists), blindness (corrected visual acuity worse than 6/60 in the better eye), deafness (hearing loss requiring amplification or worse), or developmental delay/intellectual impairment (standardised score more than 1 SD below the mean))	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	30	Death or any neurodevelopmental disability	Death or any neurodevelopmental disability	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	31	Blindness	Blindness	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	32	Deafness	Deafness	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	33	Developmental delay/intellectual impairment	Developmental delay/intellectual impairment	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	34	Gross motor dysfunction	Gross motor dysfunction	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	35	Psychomotor dysfunction	Psychomotor dysfunction	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	36	Death or substantial gross motor dysfunction	Death or substantial gross motor dysfunction	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	37	Growth (weight, head circumference, length/height)	Growth (weight, head circumference, length/height)	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	38	Respiratory function	Respiratory function	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	39	Blood pressure	Blood pressure	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	40	Behaviour	Behaviour	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
CD004661_magnesium_preterm_neuro	second_pass	Cochrane_reviews/second_pass/CD004661_magnesium_preterm_neuro.pdf	Secondary outcomes	2	41	Educational achievement For women	Educational achievement For women	Types of outcome measures	planned_review_outcome	Planned/review-level outcome extracted from the PDF Types of outcome measures section; it may or may not appear in a saved meta-analysis result.	0	.	.	analysis_results_not_available	No saved analysis-result rows were available for this review.	itemized	ok	For infants •Fetal death •Neonatal death •Body size at birth (weight, length, head circumference z-scores) •Gestational age at birth •Apgar score less than seven at five minutes •Use of active resuscitation at birth •Intraventricular haemorrhage •Severe intraventricular haemorrhage (grade 3 or 4) •Cystic periventricular leukomalacia•Post-haemorrhagic hydrocephalus or ventriculomegaly •Neonatal encephalopathy •Neonatal convulsions •Neonatal hypoglycaemia •Neonatal hypotonia •Necrotising enterocolitis •Intestinal perforation •Retinopathy of prematurity •Patent ductus arteriosus •Respiratory distress syndrome •Chronic lung disease/bronchopulmonary dysplasia •Use of respiratory support (mechanical ventilation or continuous positive airway pressure) •Use of postnatal corticosteroids to prevent or treat chronic lung disease/bronchopulmonary dysplasia •Use of inotropic support •Air leak syndro...
