Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
NCT00297583,2009,PUB,29401146,<p><b>Study design: </b>Cross-over randomised controlled clinical trial</p><p><b>Setting</b>: not reported</p><p><b>Data of trial</b>: February 2006 - December 2009</p><p><b>Follow-up</b>: not reported</p><p><b>Country</b>: not reported</p>,"<p><b>Inclusion Criteria:</b></p><ul><li data-list-item-id=""e3aa7c18b3bf1ac87517f214a929d242a"">&nbsp;Type 1 Diabetes for at least two years.</li><li data-list-item-id=""e0cb860570dd221ba414a28cf8e319756"">HbA1c ≤ 10.0%.</li><li data-list-item-id=""ee791b9b2317337cda94f825b1939b43d""> C-peptide &lt; 0.05 nmol/L.</li><li data-list-item-id=""e25a9adbefe4036d56116ca02dff987a6"">BMI ≤ 30 kg/m².</li><li data-list-item-id=""e2a585e5866381896d6679f14bce09129"">On an intensified insulin regimen (NPH or CSII) for at least 3 months.</li><li data-list-item-id=""e6375e36e2c60b17b2dcb0b0c90a90233"">Women not of childbearing potential or using reliable contraception.</li><li data-list-item-id=""e3e8a68e284b0902dde1b22db776c78f4"">Able and willing to perform self-monitoring of blood glucose.</li></ul><p><b>Exclusion criteria</b>:&nbsp;</p><ul><li data-list-item-id=""e90cbb4c8c4b8f8ea67980d85699821e6"">Cardiovascular Issues: History of myocardial infarction in the last year, unstable angina pectoris, or severe heart failure (NYHA Class III/IV).</li><li data-list-item-id=""edfba06710b256d268c9799372e1e5ecd"">Severe Complications: History of recurrent severe hypoglycemia, diabetic gastroparesis, or active proliferative diabetic retinopathy.</li><li data-list-item-id=""e11c4e526d2c03673f96f0e91e02b2f26"">Organ Function: Signs of significant hepatic or renal disease, or clinically relevant anemia.</li><li data-list-item-id=""ed13f11eba6c8a8a356fe88ea8774433a"">Substance Use: History of drug or alcohol abuse, or smoking more than 10 cigarettes per day.</li><li data-list-item-id=""e8a585a2eea5ac9e6ede717c8b1119060"">Medication Use: Recent receipt of an investigational drug or current use of systemic corticosteroids or other drugs affecting blood glucose.</li><li data-list-item-id=""e5d7a38cc226b4926041ccb7ef2826287"">Other Conditions: Pre-planned surgery, history of hypersensitivity to insulin, or significant endogenous insulin secretion.</li><li data-list-item-id=""ec3c5fb1b36bf6b09f53a80faa457ffe0"">Blood Donation: Donated more than 500 mL of blood in the previous 3 months.</li></ul>","<p><b>Intervention arms:</b></p><ul><li data-list-item-id=""e387809a87a9f7ff62782b2fd01161c81"">Insulin Glulisine</li><li data-list-item-id=""e3cad7b017504fff317be3f5d1790b5d2"">Insulin Lispro</li><li data-list-item-id=""ed8fdeef089ac7de4e88f3f3afdee650c"">Unmodified Human Insulin</li></ul>","<p><b>Primary outcome(s)</b>: serum insulin concentrations</p><p><b>Secondary outcome(s)</b>:&nbsp;</p><ul><li data-list-item-id=""e9aac8dd8d2c212d1185cbe93d8d784f2"">glucose infusion rates</li><li data-list-item-id=""e2b3a6f5f90eb3327a9b834cb241ce3c3"">blood glucose concentrations</li><li data-list-item-id=""ef01f74c00d125c7454e87c65ae6af0f0"">adverse events</li><li data-list-item-id=""e84974fccd7a94f7d4c30832123aae11d"">hypoglycemic episodes collection</li></ul>",<p>Sponsor Institution: Sanofi</p>
Schade 1996,1996,PUB,29401148,<p>Not reported</p>,<p>Not reported</p>,<p>Not reported</p>,<p>Not reported</p>,<p>Fulltext not available.</p>
