Analysis group,Analysis number,Analysis name,Analysis group name,Data source,Data source eligibility,Data type,Log-scale data,Outcome,Intervention grouping,Experimental intervention,Control intervention,Subgroup by,Filter criteria,Experimental group label,Control group label,Statistical method,Effect measure,Unit of effect measure,Analysis model,Heterogeneity estimator,Tau² CI,Subgroup estimates,Overall estimates,Test for subgroup differences,Prediction interval,Swap event and non-event,CI method,CI/PI level,Sort studies by,Graph label (left),Graph label (right),Graph scale,Show risk of bias,Experimental cases,Experimental N,Control cases,Control N,Mean,CI start,CI end,PI start,PI end,Heterogeneity Tau²,Tau² CI start,Tau² CI end,Heterogeneity Chi²,Heterogeneity df,Heterogeneity P,Heterogeneity I²,Effect Z,Effect T,Effect P,Subgroup Chi²,Subgroup df,Subgroup P,Subgroup I²,ID
1,1,Catheter-related bloodstream infection,Clinically-indicated versus routine removal,Custom input,#N/A,Dichotomous,true,,,,,,,Clinically indicated,Routine removal,MH,Risk Ratio,,Fixed effect,#N/A,false,true,true,true,false,false,Wald,95%,STUDY,Clinically indicated,Routine removal,154.40533811435046,true,1,5082,2,5126,0.6142220888985057,0.08055365065012617,4.683447260875357,,,,,,0.22961649915643156,1,0.6318083557520958,0,0.47025122039136463,,0.6381755451503801,,,,,analysis:396532007679269331
1,2,Primary bloodstream infection,Clinically-indicated versus routine removal,Custom input,#N/A,Dichotomous,true,,,,,,,Clinically indicated,Routine removal,MH,Risk Ratio,,Fixed effect,#N/A,false,true,true,true,false,false,Wald,95%,STUDY,Clinically indicated,Routine removal,100,true,7,3175,13,3195,0.5495134534205348,0.21897234955663053,1.3790098891552893,,,,,,0.18545213083391737,1,0.666729042961721,0,1.2753930769568587,,0.20217017342215615,,,,,analysis:396532007690017258
1,3,Local infection,Clinically-indicated versus routine removal,Custom input,#N/A,Dichotomous,true,,,,,,,Clinically indicated,Routine removal,MH,Risk Ratio,,Fixed effect,#N/A,false,true,true,true,false,false,Wald,95%,STUDY,Clinically indicated,Routine removal,1000,true,4,4471,1,4522,2.913525826838648,0.46159613644100733,18.389739587304124,,,,,,0.2374458447481163,1,0.6260570025504026,0,1.1375824950561775,,0.2552948784585247,,,,,analysis:396532007693949427
1,4,Mortality,Clinically-indicated versus routine removal,Custom input,#N/A,Dichotomous,true,,,,,,,Clinically indicated,Routine removal,MH,Risk Ratio,,Fixed effect,#N/A,false,true,true,true,false,false,Wald,95%,STUDY,Clinically indicated,Routine removal,100,true,7,3070,7,3100,1.0139718264950086,0.35621688675193236,2.886272108827942,,,,,,0.00956751652061934,1,0.9220802429175717,0,0.02599653933963806,,0.97926009872454,,,,,analysis:396532007700240896
1,5,Thrombophlebitis,Clinically-indicated versus routine removal,Custom input,#N/A,Dichotomous,true,,,,,,,Clinically indicated,Routine removal,IV,Risk Ratio,,Random effect,DL,false,true,true,true,true,false,HKSJ,95%,STUDY,Clinically indicated,Routine removal,39.78,true,582,5374,469,5406,1.3122120363398366,0.9437794068372215,1.8244734053750393,0.6194845622569475,2.77956955382681,0.0974358626973625,,,35.72830875203028,13,0.0006537627027910498,63.61428667047871,,1.7810795073994161,0.02786689081321286,,,,,analysis:396532007683201498
1,6,Thrombophlebitis per 1000 catheter-days,Clinically-indicated versus routine removal,Custom input,#N/A,Contrast level,true,,,,,,,Clinically indicated,Routine removal,IV,Rate Ratio,,Random effect,DL,false,true,true,true,false,false,HKSJ,95%,STUDY,Clinically indicated,Routine removal,100,true,,4812,,4846,0.9779185736220795,0.7833866199855823,1.220757046696359,,,0.029927590024203532,,,12.509095153565202,8,0.12989361566131596,36.04653332803267,,0.23214811576953553,0.8303789677251812,,,,,analysis:444694827881487907
1,7,Infiltration,Clinically-indicated versus routine removal,Custom input,#N/A,Dichotomous,true,,,,,,,Clinically indicated,Routine removal,IV,Risk Ratio,,Random effect,DL,false,true,true,true,true,false,HKSJ,95%,STUDY,Clinically indicated,Routine removal,4.12,true,1035,5222,824,5269,1.2441015248637515,1.0126382557970273,1.5284713917410502,0.7738841624530706,2.0000262045189117,0.03686263066153853,,,28.508470520871064,10,0.001495874422138388,64.92270606843326,,2.36407623948933,0.005329166936182674,,,,,analysis:396532007691327981
1,8,Infiltration per 1000 catheter-days,Clinically-indicated versus routine removal,Custom input,#N/A,Contrast level,true,,,,,,,Clinically indicated,Routine removal,IV,Rate Ratio,,Random effect,DL,false,true,true,true,false,false,HKSJ,95%,STUDY,Clinically indicated,Routine removal,100,true,,4707,,4751,1.1135165743421527,0.7879763705317133,1.5735486592040901,,,0.1353091508543814,,,45.26903173690948,7,1.2110508840201817e-7,84.53689038307252,,0.7352347083970795,0.4655671821797317,,,,,analysis:448392809771403183
1,9,Occlusion,Clinically-indicated versus routine removal,Custom input,#N/A,Dichotomous,true,,,,,,,Clinically indicated,Routine removal,IV,Risk Ratio,,Random effect,DL,false,true,true,true,true,false,HKSJ,95%,STUDY,Clinically indicated,Routine removal,33.26,true,860,5327,667,5364,1.4570600984147635,1.0647118072758648,1.9939894682151946,0.7168726324102725,2.961508131862139,0.08353198590838323,,,35.2027086724303,11,0.00022942566818440202,68.7524045312602,,2.640907424205076,0.0028427199848154935,,,,,analysis:396532008861015864
1,10,Occlusion per 1000 catheter-days,Clinically-indicated versus routine removal,Custom input,#N/A,Contrast level,true,,,,,,,Clinically indicated,Routine removal,IV,Rate Ratio,,Random effect,DL,false,true,true,true,false,false,HKSJ,95%,STUDY,Clinically indicated,Routine removal,100,true,,4812,,4846,1.1781397201783488,0.8531091104586705,1.627005482939525,,,0.1124094432001396,,,31.895419620947486,8,0.0000972453547599672,74.91802868539169,,1.1711071617498152,0.30615613876443126,,,,,analysis:448393126522882044
