Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
2,3,Thrombophlebitis (continuous vs. intermittent infusion),Continuous infusion,1,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,,,55,672,,,64,647,,,11.906791050763324,0.8274042038690477,0.5866750782684735,1.166911194865666,
2,3,Thrombophlebitis (continuous vs. intermittent infusion),Continuous infusion,1,SUBGROUP_AND_OVERALL,Webster 2007,2007,,,,,1,103,,,2,103,,,0.9673890205300598,0.5,0.0460505543517345,5.428816298073156,
2,3,Thrombophlebitis (continuous vs. intermittent infusion),Continuous infusion,1,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,,,16,379,,,12,376,,,6.41488679632255,1.3227792436235708,0.634437266044052,2.757947902826775,
2,3,Thrombophlebitis (continuous vs. intermittent infusion),Continuous infusion,1,SUBGROUP_AND_OVERALL,Xu 2017,2017,,,,,35,254,,,35,296,,,10.366176186268065,1.1653543307086613,0.7524059291144636,1.8049441977414715,
2,3,Thrombophlebitis (continuous vs. intermittent infusion),intermittent infusion,2,SUBGROUP_AND_OVERALL,Van Donk 2009,2007,,,,,37,105,,,26,95,,,10.68462019450278,1.2875457875457876,0.8478481101481761,1.9552725720379065,
2,4,Thrombophlebitis (48hr vs 72hr vs 72-96hr vs 96hr routine removal),48 hour routine removal,1,SUBGROUP_AND_OVERALL,Barker 2004,2004,,,,,11,26,,,1,21,,,1.3849287945096733,8.884615384615385,1.2456170608882433,63.37131451640138,
2,4,Thrombophlebitis (48hr vs 72hr vs 72-96hr vs 96hr routine removal),48 hour routine removal,1,SUBGROUP_AND_OVERALL,Nishanth 2009,2009,,,,,21,21,,,2,21,,,3.369598830420242,8.599999999999998,2.672430270238432,27.675184203553172,
2,4,Thrombophlebitis (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72hr routine removal,2,SUBGROUP_AND_OVERALL,Hosseinzadeh 2014,2014,,,,,1,75,,,2,75,,,0.9718535769648075,0.5,0.04632053256605939,5.3971745606220285,
2,4,Thrombophlebitis (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72hr routine removal,2,SUBGROUP_AND_OVERALL,Lin 2021,2021,,,,,8,140,,,2,143,,,2.155241655864584,4.085714285714285,0.8830547114446026,18.90376780526017,
2,4,Thrombophlebitis (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72hr routine removal,2,SUBGROUP_AND_OVERALL,Rickard 2010,2010,,,,,18,185,,,12,177,,,6.776580006739631,1.4351351351351351,0.7121237818157883,2.892211871997447,
2,4,Thrombophlebitis (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72hr routine removal,2,SUBGROUP_AND_OVERALL,Rickard 2012,2012,,,,,114,1593,,,114,1690,,,13.419076767414495,1.0608913998744507,0.8258772276424259,1.3627819301186341,
2,4,Thrombophlebitis (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72hr routine removal,2,SUBGROUP_AND_OVERALL,Webster 2007,2007,,,,,1,103,,,2,103,,,0.96738902053006,0.5,0.0460505543517345,5.428816298073156,
2,4,Thrombophlebitis (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72hr routine removal,2,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,,,16,379,,,12,376,,,6.41488679632255,1.3227792436235708,0.634437266044052,2.757947902826775,
2,4,Thrombophlebitis (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72hr routine removal,2,SUBGROUP_AND_OVERALL,Xu 2017,2017,,,,,35,254,,,35,296,,,10.366176186268067,1.1653543307086613,0.7524059291144636,1.8049441977414715,
2,4,Thrombophlebitis (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72-96hr routine removal,3,SUBGROUP_AND_OVERALL,Chin 2018,2018,,,,,7,44,,,13,52,,,5.545914876336548,0.6363636363636364,0.2784597679923161,1.4542807408254572,
2,4,Thrombophlebitis (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72-96hr routine removal,3,SUBGROUP_AND_OVERALL,Van Donk 2009,2007,,,,,37,105,,,26,95,,,10.684620194502779,1.2875457875457876,0.8478481101481761,1.9552725720379065,
2,4,Thrombophlebitis (48hr vs 72hr vs 72-96hr vs 96hr routine removal),96hr routine replacement,4,SUBGROUP_AND_OVERALL,Li 2021,2021,,,,,175,1477,,,143,1410,,,14.036422861809388,1.168263016604249,0.9483584654526325,1.4391588472971024,
2,4,Thrombophlebitis (48hr vs 72hr vs 72-96hr vs 96hr routine removal),96hr routine replacement,4,SUBGROUP_AND_OVERALL,Lu 2021,2021,,,,,83,300,,,41,300,,,12.000519381553861,2.024390243902439,1.4435229159162244,2.8389960522422464,
2,4,Thrombophlebitis (48hr vs 72hr vs 72-96hr vs 96hr routine removal),96hr routine replacement,4,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,,,55,672,,,64,647,,,11.906791050763324,0.8274042038690477,0.5866750782684735,1.166911194865666,
2,5,Thrombophlebitis - sensitivity analysis to remove studies at high risk of overall bias&nbsp;,,,SUBGROUP_AND_OVERALL,Chin 2018,2018,,,,,7,44,,,13,52,,,2.270185526743639,0.6363636363636364,0.2784597679923161,1.4542807408254572,
2,5,Thrombophlebitis - sensitivity analysis to remove studies at high risk of overall bias&nbsp;,,,SUBGROUP_AND_OVERALL,Hosseinzadeh 2014,2014,,,,,2,75,,,1,75,,,0.27399728580946275,2,0.18528213026423762,21.588698242488118,
2,5,Thrombophlebitis - sensitivity analysis to remove studies at high risk of overall bias&nbsp;,,,SUBGROUP_AND_OVERALL,Li 2021,2021,,,,,175,1477,,,143,1410,,,35.65837389426271,1.168263016604249,0.9483584654526325,1.4391588472971024,
2,5,Thrombophlebitis - sensitivity analysis to remove studies at high risk of overall bias&nbsp;,,,SUBGROUP_AND_OVERALL,Lin 2021,2021,,,,,8,140,,,2,143,,,0.6608496238772928,4.085714285714285,0.8830547114446026,18.90376780526017,
2,5,Thrombophlebitis - sensitivity analysis to remove studies at high risk of overall bias&nbsp;,,,SUBGROUP_AND_OVERALL,Rickard 2010,2010,,,,,18,185,,,12,177,,,3.157924131897225,1.4351351351351351,0.7121237818157883,2.892211871997447,
2,5,Thrombophlebitis - sensitivity analysis to remove studies at high risk of overall bias&nbsp;,,,SUBGROUP_AND_OVERALL,Rickard 2012,2012,,,,,114,1593,,,114,1690,,,24.729203010933084,1.0608913998744507,0.8258772276424259,1.3627819301186341,
2,5,Thrombophlebitis - sensitivity analysis to remove studies at high risk of overall bias&nbsp;,,,SUBGROUP_AND_OVERALL,Van Donk 2009,2007,,,,,37,105,,,26,95,,,8.884313212968557,1.2875457875457876,0.8478481101481761,1.9552725720379065,
2,5,Thrombophlebitis - sensitivity analysis to remove studies at high risk of overall bias&nbsp;,,,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,,,55,672,,,64,647,,,13.11824185938589,0.8274042038690477,0.5866750782684735,1.166911194865666,
2,5,Thrombophlebitis - sensitivity analysis to remove studies at high risk of overall bias&nbsp;,,,SUBGROUP_AND_OVERALL,Webster 2007,2007,,,,,1,103,,,2,103,,,0.2726557471860459,0.5,0.0460505543517345,5.428816298073156,
2,5,Thrombophlebitis - sensitivity analysis to remove studies at high risk of overall bias&nbsp;,,,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,,,16,379,,,12,376,,,2.8725132903205406,1.3227792436235708,0.634437266044052,2.757947902826775,
2,5,Thrombophlebitis - sensitivity analysis to remove studies at high risk of overall bias&nbsp;,,,SUBGROUP_AND_OVERALL,Xu 2017,2017,,,,,35,254,,,35,296,,,8.10174241661557,1.1653543307086613,0.7524059291144636,1.8049441977414715,
2,6,Thrombophlebitis - sensitivity analysis to remove studies without adequate allocation concealment,,,SUBGROUP_AND_OVERALL,Barker 2004,2004,,,,,11,26,,,1,21,,,1.3028078508941898,8.884615384615385,1.2456170608882433,63.37131451640138,
2,6,Thrombophlebitis - sensitivity analysis to remove studies without adequate allocation concealment,,,SUBGROUP_AND_OVERALL,Chin 2018,2018,,,,,7,44,,,13,52,,,5.740375770958463,0.6363636363636364,0.2784597679923161,1.4542807408254572,
2,6,Thrombophlebitis - sensitivity analysis to remove studies without adequate allocation concealment,,,SUBGROUP_AND_OVERALL,Li 2021,2021,,,,,175,1477,,,143,1410,,,18.26757263596934,1.168263016604249,0.9483584654526325,1.4391588472971024,
2,6,Thrombophlebitis - sensitivity analysis to remove studies without adequate allocation concealment,,,SUBGROUP_AND_OVERALL,Nishanth 2009,2009,,,,,21,21,,,2,21,,,3.313890216065027,8.599999999999998,2.672430270238432,27.675184203553172,
2,6,Thrombophlebitis - sensitivity analysis to remove studies without adequate allocation concealment,,,SUBGROUP_AND_OVERALL,Rickard 2010,2010,,,,,18,185,,,12,177,,,7.228647364455069,1.4351351351351351,0.7121237818157883,2.892211871997447,
2,6,Thrombophlebitis - sensitivity analysis to remove studies without adequate allocation concealment,,,SUBGROUP_AND_OVERALL,Rickard 2012,2012,,,,,114,1593,,,114,1690,,,17.14334383389895,1.0608913998744507,0.8258772276424259,1.3627819301186341,
2,6,Thrombophlebitis - sensitivity analysis to remove studies without adequate allocation concealment,,,SUBGROUP_AND_OVERALL,Van Donk 2009,2007,,,,,37,105,,,26,95,,,12.622964311197943,1.2875457875457876,0.8478481101481761,1.9552725720379065,
2,6,Thrombophlebitis - sensitivity analysis to remove studies without adequate allocation concealment,,,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,,,55,672,,,64,647,,,14.556361042556604,0.8274042038690477,0.5866750782684735,1.166911194865666,
2,6,Thrombophlebitis - sensitivity analysis to remove studies without adequate allocation concealment,,,SUBGROUP_AND_OVERALL,Webster 2007,2007,,,,,1,103,,,2,103,,,0.9017771948060347,0.5,0.0460505543517345,5.428816298073156,
2,6,Thrombophlebitis - sensitivity analysis to remove studies without adequate allocation concealment,,,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,,,16,379,,,12,376,,,6.781884639281809,1.3227792436235708,0.634437266044052,2.757947902826775,
2,6,Thrombophlebitis - sensitivity analysis to remove studies without adequate allocation concealment,,,SUBGROUP_AND_OVERALL,Xu 2017,2017,,,,,35,254,,,35,296,,,12.140375139916575,1.1653543307086613,0.7524059291144636,1.8049441977414715,
2,7,Thrombophlebitis - sensitivity analysis to remove studies with &lt; 100 particpants,,,SUBGROUP_AND_OVERALL,Chin 2018,2018,,,,,7,44,,,13,52,,,4.492039154388546,0.6363636363636364,0.2784597679923161,1.4542807408254572,
2,7,Thrombophlebitis - sensitivity analysis to remove studies with &lt; 100 particpants,,,SUBGROUP_AND_OVERALL,Li 2021,2021,,,,,175,1477,,,143,1410,,,17.721261069566914,1.168263016604249,0.9483584654526325,1.4391588472971024,
2,7,Thrombophlebitis - sensitivity analysis to remove studies with &lt; 100 particpants,,,SUBGROUP_AND_OVERALL,Lin 2021,2021,,,,,8,140,,,2,143,,,1.5270904792237263,4.085714285714285,0.8830547114446026,18.90376780526017,
2,7,Thrombophlebitis - sensitivity analysis to remove studies with &lt; 100 particpants,,,SUBGROUP_AND_OVERALL,Lu 2021,2021,,,,,83,300,,,41,300,,,13.360894737245562,2.024390243902439,1.4435229159162244,2.8389960522422464,
2,7,Thrombophlebitis - sensitivity analysis to remove studies with &lt; 100 particpants,,,SUBGROUP_AND_OVERALL,Rickard 2010,2010,,,,,18,185,,,12,177,,,5.789648518776345,1.4351351351351351,0.7121237818157883,2.892211871997447,
2,7,Thrombophlebitis - sensitivity analysis to remove studies with &lt; 100 particpants,,,SUBGROUP_AND_OVERALL,Rickard 2012,2012,,,,,114,1593,,,114,1690,,,16.28046301712648,1.0608913998744507,0.8258772276424259,1.3627819301186341,
2,7,Thrombophlebitis - sensitivity analysis to remove studies with &lt; 100 particpants,,,SUBGROUP_AND_OVERALL,Van Donk 2009,2007,,,,,37,105,,,26,95,,,11.051877369220504,1.2875457875457876,0.8478481101481761,1.9552725720379065,
2,7,Thrombophlebitis - sensitivity analysis to remove studies with &lt; 100 particpants,,,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,,,55,672,,,64,647,,,13.1848276338001,0.8274042038690477,0.5866750782684735,1.166911194865666,
2,7,Thrombophlebitis - sensitivity analysis to remove studies with &lt; 100 particpants,,,SUBGROUP_AND_OVERALL,Webster 2007,2007,,,,,1,103,,,2,103,,,0.6566351845280279,0.5,0.0460505543517345,5.428816298073156,
2,7,Thrombophlebitis - sensitivity analysis to remove studies with &lt; 100 particpants,,,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,,,16,379,,,12,376,,,5.393756762042059,1.3227792436235708,0.634437266044052,2.757947902826775,
2,7,Thrombophlebitis - sensitivity analysis to remove studies with &lt; 100 particpants,,,SUBGROUP_AND_OVERALL,Xu 2017,2017,,,,,35,254,,,35,296,,,10.541506074081727,1.1653543307086613,0.7524059291144636,1.8049441977414715,
2,8,Thrombophlebitis - sensitivity analysis to exclude studies reporting only one catheter per patient,,,SUBGROUP_AND_OVERALL,Barker 2004,2004,,,,,11,26,,,1,21,,,0.7966416227277066,8.884615384615385,1.2456170608882433,63.37131451640138,
2,8,Thrombophlebitis - sensitivity analysis to exclude studies reporting only one catheter per patient,,,SUBGROUP_AND_OVERALL,Chin 2018,2018,,,,,7,44,,,13,52,,,4.181667404325516,0.6363636363636364,0.2784597679923161,1.4542807408254572,
2,8,Thrombophlebitis - sensitivity analysis to exclude studies reporting only one catheter per patient,,,SUBGROUP_AND_OVERALL,Li 2021,2021,,,,,175,1477,,,143,1410,,,28.933899683036827,1.168263016604249,0.9483584654526325,1.4391588472971024,
2,8,Thrombophlebitis - sensitivity analysis to exclude studies reporting only one catheter per patient,,,SUBGROUP_AND_OVERALL,Rickard 2010,2010,,,,,18,185,,,12,177,,,5.626859446113867,1.4351351351351351,0.7121237818157883,2.892211871997447,
2,8,Thrombophlebitis - sensitivity analysis to exclude studies reporting only one catheter per patient,,,SUBGROUP_AND_OVERALL,Rickard 2012,2012,,,,,114,1593,,,114,1690,,,24.56452876551776,1.0608913998744507,0.8258772276424259,1.3627819301186341,
2,8,Thrombophlebitis - sensitivity analysis to exclude studies reporting only one catheter per patient,,,SUBGROUP_AND_OVERALL,Van Donk 2009,2007,,,,,37,105,,,26,95,,,13.075125283188967,1.2875457875457876,0.8478481101481761,1.9552725720379065,
2,8,Thrombophlebitis - sensitivity analysis to exclude studies reporting only one catheter per patient,,,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,,,55,672,,,64,647,,,17.10511381218072,0.8274042038690477,0.5866750782684735,1.166911194865666,
2,8,Thrombophlebitis - sensitivity analysis to exclude studies reporting only one catheter per patient,,,SUBGROUP_AND_OVERALL,Webster 2007,2007,,,,,1,103,,,2,103,,,0.5435309706505211,0.5,0.0460505543517345,5.428816298073156,
2,8,Thrombophlebitis - sensitivity analysis to exclude studies reporting only one catheter per patient,,,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,,,16,379,,,12,376,,,5.172633012258107,1.3227792436235708,0.634437266044052,2.757947902826775,
2,9,Thrombophlebitis per 1000 catheter-days (adult vs paediatric populations),Adult,1,SUBGROUP_AND_OVERALL,Li 2021,2021,0.269493,0.115995,,,,1477,,,,1410,,,25.044803718505847,1.309300467090802,1.0430477721572227,1.6435179278306287,
2,9,Thrombophlebitis per 1000 catheter-days (adult vs paediatric populations),Adult,1,SUBGROUP_AND_OVERALL,Rickard 2010,2010,0.261672,0.410294,,,,185,,,,177,,,5.479957935945371,1.2991003676199544,0.5812993263910868,2.903257734062597,
2,9,Thrombophlebitis per 1000 catheter-days (adult vs paediatric populations),Adult,1,SUBGROUP_AND_OVERALL,Rickard 2012,2012,0.002996,0.136994,,,,1593,,,,1690,,,22.312468404232817,1.003000492493383,0.7668168404261183,1.311929961505451,
2,9,Thrombophlebitis per 1000 catheter-days (adult vs paediatric populations),Adult,1,SUBGROUP_AND_OVERALL,Van Donk 2009,2007,0.035367,0.273173,,,,105,,,,95,,,10.392092235533195,1.035999850984577,0.60650503945932,1.769640186661721,
2,9,Thrombophlebitis per 1000 catheter-days (adult vs paediatric populations),Adult,1,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,-0.193706,0.192699,,,,672,,,,647,,,16.20185552591747,0.8239000952927679,0.5647404127595179,1.2019882970771008,
2,9,Thrombophlebitis per 1000 catheter-days (adult vs paediatric populations),Adult,1,SUBGROUP_AND_OVERALL,Webster 2007,2007,-0.644548,1.79405,,,,103,,,,103,,,0.33445900143986396,0.524899743179029,0.01559474334674892,17.667475139746305,
2,9,Thrombophlebitis per 1000 catheter-days (adult vs paediatric populations),Adult,1,SUBGROUP_AND_OVERALL,Webster 2008,2008,0.118227,0.421435,,,,379,,,,376,,,5.235281699861027,1.1254995707741684,0.4927415795286294,2.5708187342838933,
2,9,Thrombophlebitis per 1000 catheter-days (adult vs paediatric populations),Adult,1,SUBGROUP_AND_OVERALL,Xu 2017,2017,-0.566691,0.254034,,,,254,,,,296,,,11.502165117223011,0.5673998618990477,0.34486974262625675,0.933519423395618,
2,9,Thrombophlebitis per 1000 catheter-days (adult vs paediatric populations),Paediatric,2,SUBGROUP_AND_OVERALL,Chin 2018,2018,-0.456811,0.529883,,,,44,,,,52,,,3.4969163613414125,0.6333000224566616,0.22416730781882008,1.7891499092622645,
2,10,Thrombophlebitis per 1000 catheter-days (High- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Chin 2018,2018,-0.456811,0.529883,,,,44,,,,52,,,3.4969163613414125,0.6333000224566616,0.22416730781882008,1.7891499092622645,
2,10,Thrombophlebitis per 1000 catheter-days (High- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Rickard 2010,2010,0.261672,0.410294,,,,185,,,,177,,,5.479957935945371,1.2991003676199544,0.5812993263910868,2.903257734062597,
2,10,Thrombophlebitis per 1000 catheter-days (High- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Rickard 2012,2012,0.002996,0.136994,,,,1593,,,,1690,,,22.312468404232813,1.003000492493383,0.7668168404261183,1.311929961505451,
2,10,Thrombophlebitis per 1000 catheter-days (High- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Van Donk 2009,2007,0.035367,0.273173,,,,105,,,,95,,,10.392092235533195,1.035999850984577,0.60650503945932,1.769640186661721,
2,10,Thrombophlebitis per 1000 catheter-days (High- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Webster 2007,2007,-0.644548,1.79405,,,,103,,,,103,,,0.33445900143986396,0.524899743179029,0.01559474334674892,17.667475139746305,
2,10,Thrombophlebitis per 1000 catheter-days (High- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Webster 2008,2008,0.118227,0.421435,,,,379,,,,376,,,5.235281699861027,1.1254995707741684,0.4927415795286294,2.5708187342838933,
2,10,Thrombophlebitis per 1000 catheter-days (High- vs low- to middle-income countries),low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Li 2021,2021,0.269493,0.115995,,,,1477,,,,1410,,,25.044803718505847,1.309300467090802,1.0430477721572227,1.6435179278306287,
2,10,Thrombophlebitis per 1000 catheter-days (High- vs low- to middle-income countries),low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,-0.193706,0.192699,,,,672,,,,647,,,16.20185552591747,0.8239000952927679,0.5647404127595179,1.2019882970771008,
2,10,Thrombophlebitis per 1000 catheter-days (High- vs low- to middle-income countries),low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Xu 2017,2017,-0.566691,0.254034,,,,254,,,,296,,,11.502165117223011,0.5673998618990477,0.34486974262625675,0.933519423395618,
3,1,Infiltration - (adult vs paediatric population),Adult,1,SUBGROUP_AND_OVERALL,Li 2021,2021,,,,,205,1477,,,107,1410,,,12.3624353972902,1.8289789229240883,1.4647550090462638,2.2837702413311236,
3,1,Infiltration - (adult vs paediatric population),Adult,1,SUBGROUP_AND_OVERALL,Lu 2021,2021,,,,,20,300,,,8,300,,,2.9942868893857093,2.5,1.1186783885067169,5.586949800954766,
3,1,Infiltration - (adult vs paediatric population),Adult,1,SUBGROUP_AND_OVERALL,Rickard 2010,2010,,,,,61,185,,,53,177,,,10.061026763938345,1.1011728709841917,0.8117504475714165,1.4937862928432648,
3,1,Infiltration - (adult vs paediatric population),Adult,1,SUBGROUP_AND_OVERALL,Rickard 2012,2012,,,,,279,1593,,,235,1690,,,14.13011029382392,1.2595263853828584,1.0738662228092355,1.4772852351436914,
3,1,Infiltration - (adult vs paediatric population),Adult,1,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,,,172,672,,,134,647,,,13.04337149023089,1.2358297796730633,1.0134695643064875,1.5069769217705904,
3,1,Infiltration - (adult vs paediatric population),Adult,1,SUBGROUP_AND_OVERALL,Webster 2007,2007,,,,,43,103,,,44,103,,,9.686782561030261,0.9772727272727273,0.7100333973289502,1.345094451984778,
3,1,Infiltration - (adult vs paediatric population),Adult,1,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,,,135,379,,,120,376,,,12.988310313197527,1.116094986807388,0.9135188344142655,1.3635931440595714,
3,1,Infiltration - (adult vs paediatric population),Adult,1,SUBGROUP_AND_OVERALL,Xu 2017,2017,,,,,66,254,,,74,296,,,10.554743051552533,1.0393700787401574,0.7805428566019916,1.3840241460709108,
3,1,Infiltration - (adult vs paediatric population),Paediatric,2,SUBGROUP_AND_OVERALL,Chin 2018,2018,,,,,28,44,,,22,52,,,8.076613168907961,1.5041322314049588,1.020313233121354,2.21737177967403,
3,1,Infiltration - (adult vs paediatric population),Paediatric,2,SUBGROUP_AND_OVERALL,Hosseinzadeh 2014,2014,,,,,11,75,,,3,75,,,1.414275536831945,3.666666666666667,1.065511495976434,12.61783143139527,
3,1,Infiltration - (adult vs paediatric population),Paediatric,2,SUBGROUP_AND_OVERALL,Lin 2021,2021,,,,,15,140,,,24,143,,,4.688044533810708,0.6383928571428571,0.34981674418562664,1.1650255364413333,
3,2,Infiltration (High- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Chin 2018,2018,,,,,28,44,,,22,52,,,8.076613168907961,1.5041322314049588,1.020313233121354,2.21737177967403,
3,2,Infiltration (High- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Rickard 2010,2010,,,,,61,185,,,53,177,,,10.061026763938344,1.1011728709841917,0.8117504475714165,1.4937862928432648,
3,2,Infiltration (High- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Rickard 2012,2012,,,,,279,1593,,,235,1690,,,14.130110293823913,1.2595263853828584,1.0738662228092355,1.4772852351436914,
3,2,Infiltration (High- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Webster 2007,2007,,,,,43,103,,,44,103,,,9.686782561030261,0.9772727272727273,0.7100333973289502,1.345094451984778,
3,2,Infiltration (High- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,,,135,379,,,120,376,,,12.988310313197523,1.116094986807388,0.9135188344142655,1.3635931440595714,
3,2,Infiltration (High- vs low- to middle-income countries),low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Hosseinzadeh 2014,2014,,,,,11,75,,,3,75,,,1.4142755368319448,3.666666666666667,1.065511495976434,12.61783143139527,
3,2,Infiltration (High- vs low- to middle-income countries),low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Li 2021,2021,,,,,205,1477,,,107,1410,,,12.362435397290197,1.8289789229240883,1.4647550090462638,2.2837702413311236,
3,2,Infiltration (High- vs low- to middle-income countries),low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Lin 2021,2021,,,,,15,140,,,24,143,,,4.688044533810708,0.6383928571428571,0.34981674418562664,1.1650255364413333,
3,2,Infiltration (High- vs low- to middle-income countries),low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Lu 2021,2021,,,,,20,300,,,8,300,,,2.9942868893857093,2.5,1.1186783885067169,5.586949800954766,
3,2,Infiltration (High- vs low- to middle-income countries),low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,,,172,672,,,134,647,,,13.04337149023089,1.2358297796730633,1.0134695643064875,1.5069769217705904,
3,2,Infiltration (High- vs low- to middle-income countries),low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Xu 2017,2017,,,,,66,254,,,74,296,,,10.554743051552531,1.0393700787401574,0.7805428566019916,1.3840241460709108,
3,3,Infiltration (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72hr routine removal,1,SUBGROUP_AND_OVERALL,Hosseinzadeh 2014,2014,,,,,11,75,,,3,75,,,1.414275536831945,3.666666666666667,1.065511495976434,12.61783143139527,
3,3,Infiltration (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72hr routine removal,1,SUBGROUP_AND_OVERALL,Lin 2021,2021,,,,,15,140,,,24,143,,,4.688044533810708,0.6383928571428571,0.34981674418562664,1.1650255364413333,
3,3,Infiltration (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72hr routine removal,1,SUBGROUP_AND_OVERALL,Rickard 2010,2010,,,,,61,185,,,53,177,,,10.061026763938345,1.1011728709841917,0.8117504475714165,1.4937862928432648,
3,3,Infiltration (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72hr routine removal,1,SUBGROUP_AND_OVERALL,Rickard 2012,2012,,,,,279,1593,,,235,1690,,,14.13011029382392,1.2595263853828584,1.0738662228092355,1.4772852351436914,
3,3,Infiltration (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72hr routine removal,1,SUBGROUP_AND_OVERALL,Webster 2007,2007,,,,,43,103,,,44,103,,,9.686782561030261,0.9772727272727273,0.7100333973289502,1.345094451984778,
3,3,Infiltration (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72hr routine removal,1,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,,,135,379,,,120,376,,,12.988310313197527,1.116094986807388,0.9135188344142655,1.3635931440595714,
3,3,Infiltration (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72hr routine removal,1,SUBGROUP_AND_OVERALL,Xu 2017,2017,,,,,66,254,,,74,296,,,10.554743051552533,1.0393700787401574,0.7805428566019916,1.3840241460709108,
3,3,Infiltration (48hr vs 72hr vs 72-96hr vs 96hr routine removal),72-96hr routine removal,2,SUBGROUP_AND_OVERALL,Chin 2018,2018,,,,,28,44,,,22,52,,,8.076613168907961,1.5041322314049588,1.020313233121354,2.21737177967403,
3,3,Infiltration (48hr vs 72hr vs 72-96hr vs 96hr routine removal),96hr routine removal,3,SUBGROUP_AND_OVERALL,Li 2021,2021,,,,,205,1477,,,107,1410,,,12.3624353972902,1.8289789229240883,1.4647550090462638,2.2837702413311236,
3,3,Infiltration (48hr vs 72hr vs 72-96hr vs 96hr routine removal),96hr routine removal,3,SUBGROUP_AND_OVERALL,Lu 2021,2021,,,,,20,300,,,8,300,,,2.9942868893857093,2.5,1.1186783885067169,5.586949800954766,
3,3,Infiltration (48hr vs 72hr vs 72-96hr vs 96hr routine removal),96hr routine removal,3,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,,,172,672,,,134,647,,,13.04337149023089,1.2358297796730633,1.0134695643064875,1.5069769217705904,
3,4,Infiltration - sensitivity analysis to remove studies at high risk of overall bias&nbsp;,,,SUBGROUP_AND_OVERALL,Chin 2018,2018,,,,,28,44,,,22,52,,,8.178152750953263,1.5041322314049588,1.020313233121354,2.21737177967403,
