Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
1,5,Thrombophlebitis,,,SUBGROUP_AND_OVERALL,Webster 2007,2007,,,,,1,103,,,2,103,,,0.9673890205300603,0.5,0.0460505543517345,5.428816298073156,
1,5,Thrombophlebitis,,,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,,,16,379,,,12,376,,,6.41488679632255,1.3227792436235708,0.634437266044052,2.757947902826775,
1,5,Thrombophlebitis,,,SUBGROUP_AND_OVERALL,Xu 2017,2017,,,,,35,254,,,35,296,,,10.366176186268065,1.1653543307086613,0.7524059291144636,1.8049441977414715,
1,6,Thrombophlebitis per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Chin 2018,2018,-0.456811,0.529883,,,,44,,,,52,,,3.4969163613414125,0.6333000224566616,0.22416730781882008,1.7891499092622645,
1,6,Thrombophlebitis per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Li 2021,2021,0.269493,0.115995,,,,1477,,,,1410,,,25.044803718505847,1.309300467090802,1.0430477721572227,1.6435179278306287,
1,6,Thrombophlebitis per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Rickard 2010,2010,0.261672,0.410294,,,,185,,,,177,,,5.479957935945371,1.2991003676199544,0.5812993263910868,2.903257734062597,
1,6,Thrombophlebitis per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Rickard 2012,2012,0.002996,0.136994,,,,1593,,,,1690,,,22.312468404232813,1.003000492493383,0.7668168404261183,1.311929961505451,
1,6,Thrombophlebitis per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Van Donk 2009,2007,0.035367,0.273173,,,,105,,,,95,,,10.392092235533195,1.035999850984577,0.60650503945932,1.769640186661721,
1,6,Thrombophlebitis per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,-0.193706,0.192699,,,,672,,,,647,,,16.20185552591747,0.8239000952927679,0.5647404127595179,1.2019882970771008,
1,6,Thrombophlebitis per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Webster 2007,2007,-0.644548,1.79405,,,,103,,,,103,,,0.33445900143986396,0.524899743179029,0.01559474334674892,17.667475139746305,
1,6,Thrombophlebitis per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Webster 2008,2008,0.118227,0.421435,,,,379,,,,376,,,5.235281699861027,1.1254995707741684,0.4927415795286294,2.5708187342838933,
1,6,Thrombophlebitis per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Xu 2017,2017,-0.566691,0.254034,,,,254,,,,296,,,11.502165117223011,0.5673998618990477,0.34486974262625675,0.933519423395618,
1,7,Infiltration,,,SUBGROUP_AND_OVERALL,Chin 2018,2018,,,,,28,44,,,22,52,,,8.076613168907961,1.5041322314049588,1.020313233121354,2.21737177967403,
1,7,Infiltration,,,SUBGROUP_AND_OVERALL,Hosseinzadeh 2014,2014,,,,,11,75,,,3,75,,,1.4142755368319448,3.666666666666667,1.065511495976434,12.61783143139527,
1,7,Infiltration,,,SUBGROUP_AND_OVERALL,Li 2021,2021,,,,,205,1477,,,107,1410,,,12.362435397290197,1.8289789229240883,1.4647550090462638,2.2837702413311236,
1,7,Infiltration,,,SUBGROUP_AND_OVERALL,Lin 2021,2021,,,,,15,140,,,24,143,,,4.688044533810708,0.6383928571428571,0.34981674418562664,1.1650255364413333,
1,7,Infiltration,,,SUBGROUP_AND_OVERALL,Lu 2021,2021,,,,,20,300,,,8,300,,,2.9942868893857093,2.5,1.1186783885067169,5.586949800954766,
1,7,Infiltration,,,SUBGROUP_AND_OVERALL,Rickard 2010,2010,,,,,61,185,,,53,177,,,10.061026763938344,1.1011728709841917,0.8117504475714165,1.4937862928432648,
1,7,Infiltration,,,SUBGROUP_AND_OVERALL,Rickard 2012,2012,,,,,279,1593,,,235,1690,,,14.130110293823913,1.2595263853828584,1.0738662228092355,1.4772852351436914,
1,7,Infiltration,,,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,,,172,672,,,134,647,,,13.04337149023089,1.2358297796730633,1.0134695643064875,1.5069769217705904,
1,7,Infiltration,,,SUBGROUP_AND_OVERALL,Webster 2007,2007,,,,,43,103,,,44,103,,,9.686782561030261,0.9772727272727273,0.7100333973289502,1.345094451984778,
1,7,Infiltration,,,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,,,135,379,,,120,376,,,12.988310313197523,1.116094986807388,0.9135188344142655,1.3635931440595714,
1,7,Infiltration,,,SUBGROUP_AND_OVERALL,Xu 2017,2017,,,,,66,254,,,74,296,,,10.554743051552531,1.0393700787401574,0.7805428566019916,1.3840241460709108,
1,8,Infiltration per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Chin 2018,2018,0.40346,0.306434,,,,44,,,,52,,,9.472551520609509,1.4969953511672938,0.8210760001140988,2.7293394047628663,
1,8,Infiltration per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Li 2021,2021,0.717769,0.122932,,,,1477,,,,1410,,,14.434196928825788,2.049854879178691,1.6109542534976589,2.6083329284923065,
1,8,Infiltration per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Rickard 2010,2010,-0.003206,0.196969,,,,185,,,,177,,,12.470640196317461,0.9967991337302882,0.6775593381550306,1.4664523932487046,
1,8,Infiltration per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Rickard 2012,2012,0.174613,0.090557,,,,1593,,,,1690,,,15.129375834923039,1.1907852935209,0.9971286716232765,1.4220527958114686,
1,8,Infiltration per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,0.207484,0.118649,,,,672,,,,647,,,14.53417193433506,1.2305780274341387,0.9752477216174461,1.5527565438370834,
1,8,Infiltration per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Webster 2007,2007,0.025618,0.226474,,,,103,,,,103,,,11.635674635670075,1.0259489611054793,0.6581891786478826,1.5991926104827616,
1,8,Infiltration per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Webster 2008,2008,-0.051667,0.313811,,,,379,,,,376,,,9.28715968166401,0.9496450459964556,0.5133870381446671,1.756619560643222,
1,8,Infiltration per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Xu 2017,2017,-0.680071,0.176757,,,,254,,,,296,,,13.03622926765505,0.5065810238360295,0.35825568126615837,0.7163161594640739,
1,9,Occlusion,,,SUBGROUP_AND_OVERALL,Chin 2018,2018,,,,,1,44,,,1,52,,,0.7793111609342557,1.1818181818181819,0.07611388701219843,18.35005765310857,
1,9,Occlusion,,,SUBGROUP_AND_OVERALL,Hosseinzadeh 2014,2014,,,,,9,75,,,5,75,,,4.323704534194064,1.8,0.6328464507072875,5.119725324174422,
1,9,Occlusion,,,SUBGROUP_AND_OVERALL,Li 2021,2021,,,,,281,1477,,,168,1410,,,17.358461691079402,1.5967453332043717,1.3381665789251065,1.905290192763538,
1,9,Occlusion,,,SUBGROUP_AND_OVERALL,Lin 2021,2021,,,,,7,140,,,10,143,,,5.095291356777479,0.715,0.28004027223444455,1.8255410049452165,
1,9,Occlusion,,,SUBGROUP_AND_OVERALL,Lu 2021,2021,,,,,46,300,,,8,300,,,7.115338548472025,5.75,2.7611816345751463,11.974040239148271,
1,9,Occlusion,,,SUBGROUP_AND_OVERALL,Rickard 2010,2010,,,,,4,185,,,5,177,,,3.045151801156428,0.7654054054054054,0.2089034866168,2.8043832303213425,
1,9,Occlusion,,,SUBGROUP_AND_OVERALL,Rickard 2012,2012,,,,,344,1593,,,344,1690,,,18.053840503031473,1.0608913998744507,0.9289112244292247,1.2116233852369869,
1,9,Occlusion,,,SUBGROUP_AND_OVERALL,Van Donk 2009,2007,,,,,13,105,,,4,95,,,4.075310549367709,2.9404761904761907,0.9928533021765553,8.708638232659888,
1,9,Occlusion,,,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,,,80,672,,,61,647,,,14.54425522442025,1.2626854020296643,0.9213268206917462,1.7305199291840156,
1,9,Occlusion,,,SUBGROUP_AND_OVERALL,Webster 2007,2007,,,,,7,103,,,4,103,,,3.481663139973707,1.75,0.5282886169925846,5.7970206086098335,
1,9,Occlusion,,,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,,,30,379,,,20,376,,,9.84742658374097,1.4881266490765173,0.8607133714891619,2.572890113070108,
1,9,Occlusion,,,SUBGROUP_AND_OVERALL,Xu 2017,2017,,,,,38,254,,,37,296,,,12.280244906852227,1.1968503937007875,0.7860009137373848,1.822454452489777,
1,10,Occlusion per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Chin 2018,2018,0.162298,2.226091,,,,44,,,,52,,,0.5064089222946934,1.1762106998886463,0.014984181720035334,92.3288062292184,
1,10,Occlusion per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Li 2021,2021,0.581978,0.099972,,,,1477,,,,1410,,,20.966866114275383,1.7895747109942886,1.4711383377532266,2.1769384727757,
1,10,Occlusion per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Rickard 2010,2010,-0.366932,0.804436,,,,185,,,,177,,,3.3789792205183757,0.6928567577020669,0.14318789103141508,3.352591362548239,
1,10,Occlusion per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Rickard 2012,2012,0.002987,0.077742,,,,1593,,,,1690,,,21.666140471490706,1.002991465529572,0.8612378879544929,1.1680766649902825,
1,10,Occlusion per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Van Donk 2009,2007,0.860918,0.666364,,,,105,,,,95,,,4.6121359592845845,2.365331071273501,0.6407400512441956,8.731764255828592,
1,10,Occlusion per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,0.228982,0.177489,,,,672,,,,647,,,17.833320248659007,1.2573194070568252,0.8879054226809714,1.7804284679199824,
1,10,Occlusion per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Webster 2007,2007,0.608224,0.741907,,,,103,,,,103,,,3.8718886384111006,1.8371656934221445,0.42917650981755345,7.864311554521205,
1,10,Occlusion per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Webster 2008,2008,0.236015,0.310797,,,,379,,,,376,,,12.279297653524683,1.2661933029239776,0.6885716313486582,2.3283641198365443,
1,10,Occlusion per 1000 catheter-days,,,SUBGROUP_AND_OVERALL,Xu 2017,2017,-0.538993,0.244965,,,,254,,,,296,,,14.88496277154147,0.5833353754309751,0.360913999532187,0.9428289306324065,
1,11,Cost,,,SUBGROUP_AND_OVERALL,Rickard 2010,2010,,,62.56,38.64,,185,79.97,50.88,,177,,,9.624300186249949,-17.409999999999997,-26.747409627177454,-8.072590372822539,
1,11,Cost,,,SUBGROUP_AND_OVERALL,Rickard 2012,2012,,,86.13,55.12,,1593,96.79,60.69,,1690,,,53.450899266350014,-10.66000000000001,-14.622173450541705,-6.697826549458316,
1,11,Cost,,,SUBGROUP_AND_OVERALL,Webster 2007,2007,,,46.84,25.87,,103,59.3,31.86,,103,,,13.35793490938548,-12.459999999999994,-20.385767535504115,-4.534232464495874,
1,11,Cost,,,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,62.04,40.2,,379,69.86,43.38,,376,,,23.566865638014555,-7.82,-13.787055521034084,-1.8529444789659157,
1,12,Pain during infusion,,,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,4.6,3,,104,5.2,3,,94,,,0,-0.6000000000000005,-1.436799369739298,0.23679936973929705,
1,13,Satisfaction,,,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,56.6,11.6,,100,55.3,11.5,,89,,,0,1.3000000000000043,-1.9980755217009243,4.598075521700933,
1,14,Number of catheters per participant,,,SUBGROUP_AND_OVERALL,Barker 2004,2004,,,1.64,0.76,,26,1.95,0.67,,21,,,5.139628982370488,-0.31000000000000005,-0.7192129526829296,0.09921295268292946,
1,14,Number of catheters per participant,,,SUBGROUP_AND_OVERALL,Chin 2018,2018,,,2.3,1.1,,44,2.4,1.5,,52,,,3.4931426924704745,-0.10000000000000009,-0.6213991616527589,0.4213991616527587,
1,14,Number of catheters per participant,,,SUBGROUP_AND_OVERALL,Li 2021,2021,,,1.3,0.74,,1477,1.3,0.74,,1410,,,19.98710852491713,0,-0.054001198508337414,0.054001198508337414,
1,14,Number of catheters per participant,,,SUBGROUP_AND_OVERALL,Rickard 2010,2010,,,1.5,0.8,,185,1.8,1.1,,177,,,12.163627817184357,-0.30000000000000004,-0.49887229883028045,-0.10112770116971964,
1,14,Number of catheters per participant,,,SUBGROUP_AND_OVERALL,Rickard 2012,2012,,,1.7,1,,1593,1.9,1.2,,1690,,,19.060624595212122,-0.19999999999999996,-0.27539666829723275,-0.12460333170276713,
1,14,Number of catheters per participant,,,SUBGROUP_AND_OVERALL,Van Donk 2009,2007,,,1.53,0.745,,100,1.716,0.964,,95,,,10.079812191178641,-0.18599999999999994,-0.42869002785866445,0.05669002785866456,
1,14,Number of catheters per participant,,,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,1.966,1.152,,672,1.93,1.097,,647,,,16.553278493011028,0.03600000000000003,-0.08537289848558921,0.15737289848558927,
1,14,Number of catheters per participant,,,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,1.79,1.15,,379,2.01,1.28,,376,,,13.522776703655756,-0.21999999999999975,-0.3936188793008354,-0.04638112069916411,
2,1,Thrombophlebitis (adult vs paediatric populations),adult population,1,SUBGROUP_AND_OVERALL,Barker 2004,2004,,,,,11,26,,,1,21,,,1.3849287945096735,8.884615384615385,1.2456170608882433,63.37131451640138,
2,1,Thrombophlebitis (adult vs paediatric populations),adult population,1,SUBGROUP_AND_OVERALL,Li 2021,2021,,,,,175,1477,,,143,1410,,,14.036422861809386,1.168263016604249,0.9483584654526325,1.4391588472971024,
2,1,Thrombophlebitis (adult vs paediatric populations),adult population,1,SUBGROUP_AND_OVERALL,Lu 2021,2021,,,,,83,300,,,41,300,,,12.00051938155386,2.024390243902439,1.4435229159162244,2.8389960522422464,
2,1,Thrombophlebitis (adult vs paediatric populations),adult population,1,SUBGROUP_AND_OVERALL,Nishanth 2009,2009,,,,,21,21,,,2,21,,,3.369598830420242,8.599999999999998,2.672430270238432,27.675184203553172,
2,1,Thrombophlebitis (adult vs paediatric populations),adult population,1,SUBGROUP_AND_OVERALL,Rickard 2010,2010,,,,,18,185,,,12,177,,,6.776580006739631,1.4351351351351351,0.7121237818157883,2.892211871997447,
2,1,Thrombophlebitis (adult vs paediatric populations),adult population,1,SUBGROUP_AND_OVERALL,Rickard 2012,2012,,,,,114,1593,,,114,1690,,,13.419076767414492,1.0608913998744507,0.8258772276424259,1.3627819301186341,
2,1,Thrombophlebitis (adult vs paediatric populations),adult population,1,SUBGROUP_AND_OVERALL,Van Donk 2009,2007,,,,,37,105,,,26,95,,,10.684620194502779,1.2875457875457876,0.8478481101481761,1.9552725720379065,
2,1,Thrombophlebitis (adult vs paediatric populations),adult population,1,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,,,55,672,,,64,647,,,11.906791050763323,0.8274042038690477,0.5866750782684735,1.166911194865666,
2,1,Thrombophlebitis (adult vs paediatric populations),adult population,1,SUBGROUP_AND_OVERALL,Webster 2007,2007,,,,,1,103,,,2,103,,,0.9673890205300603,0.5,0.0460505543517345,5.428816298073156,
2,1,Thrombophlebitis (adult vs paediatric populations),adult population,1,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,,,16,379,,,12,376,,,6.41488679632255,1.3227792436235708,0.634437266044052,2.757947902826775,
2,1,Thrombophlebitis (adult vs paediatric populations),adult population,1,SUBGROUP_AND_OVERALL,Xu 2017,2017,,,,,35,254,,,35,296,,,10.366176186268065,1.1653543307086613,0.7524059291144636,1.8049441977414715,
2,1,Thrombophlebitis (adult vs paediatric populations),paediatric population,2,SUBGROUP_AND_OVERALL,Chin 2018,2018,,,,,7,44,,,13,52,,,5.545914876336549,0.6363636363636364,0.2784597679923161,1.4542807408254572,
2,1,Thrombophlebitis (adult vs paediatric populations),paediatric population,2,SUBGROUP_AND_OVERALL,Hosseinzadeh 2014,2014,,,,,1,75,,,2,75,,,0.9718535769648077,0.5,0.04632053256605939,5.3971745606220285,
2,1,Thrombophlebitis (adult vs paediatric populations),paediatric population,2,SUBGROUP_AND_OVERALL,Lin 2021,2021,,,,,8,140,,,2,143,,,2.155241655864585,4.085714285714285,0.8830547114446026,18.90376780526017,
2,2,Thrombophlebitis (high- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Barker 2004,2004,,,,,11,26,,,1,21,,,1.3849287945096733,8.884615384615385,1.2456170608882433,63.37131451640138,
2,2,Thrombophlebitis (high- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Chin 2018,2018,,,,,7,44,,,13,52,,,5.545914876336548,0.6363636363636364,0.2784597679923161,1.4542807408254572,
2,2,Thrombophlebitis (high- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Rickard 2010,2010,,,,,18,185,,,12,177,,,6.77658000673963,1.4351351351351351,0.7121237818157883,2.892211871997447,
2,2,Thrombophlebitis (high- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Rickard 2012,2012,,,,,114,1593,,,114,1690,,,13.419076767414492,1.0608913998744507,0.8258772276424259,1.3627819301186341,
2,2,Thrombophlebitis (high- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Van Donk 2009,2007,,,,,37,105,,,26,95,,,10.684620194502779,1.2875457875457876,0.8478481101481761,1.9552725720379065,
2,2,Thrombophlebitis (high- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Webster 2007,2007,,,,,1,103,,,2,103,,,0.96738902053006,0.5,0.0460505543517345,5.428816298073156,
2,2,Thrombophlebitis (high- vs low- to middle-income countries),High-income countries,1,SUBGROUP_AND_OVERALL,Webster 2008,2008,,,,,16,379,,,12,376,,,6.414886796322548,1.3227792436235708,0.634437266044052,2.757947902826775,
2,2,Thrombophlebitis (high- vs low- to middle-income countries),Low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Hosseinzadeh 2014,2014,,,,,1,75,,,2,75,,,0.9718535769648075,0.5,0.04632053256605939,5.3971745606220285,
2,2,Thrombophlebitis (high- vs low- to middle-income countries),Low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Li 2021,2021,,,,,175,1477,,,143,1410,,,14.036422861809388,1.168263016604249,0.9483584654526325,1.4391588472971024,
2,2,Thrombophlebitis (high- vs low- to middle-income countries),Low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Lin 2021,2021,,,,,8,140,,,2,143,,,2.155241655864584,4.085714285714285,0.8830547114446026,18.90376780526017,
2,2,Thrombophlebitis (high- vs low- to middle-income countries),Low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Lu 2021,2021,,,,,83,300,,,41,300,,,12.000519381553861,2.024390243902439,1.4435229159162244,2.8389960522422464,
2,2,Thrombophlebitis (high- vs low- to middle-income countries),Low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Nishanth 2009,2009,,,,,21,21,,,2,21,,,3.3695988304202418,8.599999999999998,2.672430270238432,27.675184203553172,
2,2,Thrombophlebitis (high- vs low- to middle-income countries),Low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Vendramim 2020,2020,,,,,55,672,,,64,647,,,11.906791050763324,0.8274042038690477,0.5866750782684735,1.166911194865666,
2,2,Thrombophlebitis (high- vs low- to middle-income countries),Low- to middle-income countries,2,SUBGROUP_AND_OVERALL,Xu 2017,2017,,,,,35,254,,,35,296,,,10.366176186268065,1.1653543307086613,0.7524059291144636,1.8049441977414715,
2,3,Thrombophlebitis (continuous vs. intermittent infusion),Continuous infusion,1,SUBGROUP_AND_OVERALL,Barker 2004,2004,,,,,11,26,,,1,21,,,1.384928794509673,8.884615384615385,1.2456170608882433,63.37131451640138,
2,3,Thrombophlebitis (continuous vs. intermittent infusion),Continuous infusion,1,SUBGROUP_AND_OVERALL,Chin 2018,2018,,,,,7,44,,,13,52,,,5.545914876336547,0.6363636363636364,0.2784597679923161,1.4542807408254572,
2,3,Thrombophlebitis (continuous vs. intermittent infusion),Continuous infusion,1,SUBGROUP_AND_OVERALL,Hosseinzadeh 2014,2014,,,,,1,75,,,2,75,,,0.9718535769648075,0.5,0.04632053256605939,5.3971745606220285,
2,3,Thrombophlebitis (continuous vs. intermittent infusion),Continuous infusion,1,SUBGROUP_AND_OVERALL,Li 2021,2021,,,,,175,1477,,,143,1410,,,14.036422861809388,1.168263016604249,0.9483584654526325,1.4391588472971024,
2,3,Thrombophlebitis (continuous vs. intermittent infusion),Continuous infusion,1,SUBGROUP_AND_OVERALL,Lin 2021,2021,,,,,8,140,,,2,143,,,2.155241655864584,4.085714285714285,0.8830547114446026,18.90376780526017,
2,3,Thrombophlebitis (continuous vs. intermittent infusion),Continuous infusion,1,SUBGROUP_AND_OVERALL,Lu 2021,2021,,,,,83,300,,,41,300,,,12.00051938155386,2.024390243902439,1.4435229159162244,2.8389960522422464,
2,3,Thrombophlebitis (continuous vs. intermittent infusion),Continuous infusion,1,SUBGROUP_AND_OVERALL,Nishanth 2009,2009,,,,,21,21,,,2,21,,,3.3695988304202418,8.599999999999998,2.672430270238432,27.675184203553172,
2,3,Thrombophlebitis (continuous vs. intermittent infusion),Continuous infusion,1,SUBGROUP_AND_OVERALL,Rickard 2010,2010,,,,,18,185,,,12,177,,,6.77658000673963,1.4351351351351351,0.7121237818157883,2.892211871997447,
2,3,Thrombophlebitis (continuous vs. intermittent infusion),Continuous infusion,1,SUBGROUP_AND_OVERALL,Rickard 2012,2012,,,,,114,1593,,,114,1690,,,13.419076767414492,1.0608913998744507,0.8258772276424259,1.3627819301186341,
