Study,Year,Data source,ID: CRS,Char: Notes
Antoniou 2004,2004,PUB,23589671,"<p>Report of model predictions and comparison to empirical estimates from epidemiological studies (predicted and observed breast cancers were not from the same participants)</p><p>&nbsp;</p><p><b>General information</b></p><p><u>Model and type of study</u></p><ul><li data-list-item-id=""e6126fc70c6dc1276b70589d9bec5facb"">BOADICEA</li><li data-list-item-id=""ec9981de75b96cb4b5586df41333ad3af"">Validation, though not a true validation as predicted and observed breast cancers were not from the same participants</li></ul><p><u>Source of data</u></p><ul><li data-list-item-id=""eeb62b0ba1df43834dd3bdd135a20f85f"">Data from largest combined analysis (at the time) of familial risks published by the Collaborative Group in Hormonal Factors in Breast Cancer, 2001 was used for comparison.</li></ul><p><u>Follow-up time</u></p><ul><li data-list-item-id=""ef5d8498e5c6b12821d6d5eb0960b1707"">Not reported, not applicable to study design</li></ul><p><b>Participants</b></p><p>(i) Generated model predictions for various examples of women with different combinations of breast cancer family history, at various ages</p><p>(ii) Compared &nbsp;age-specific breast cancer risks generated by the model, for women with a first degree family history of breast cancer, with those reported in epidemiological studies including the Collaborative Group in Hormonal Factors in Breast Cancer, 2001 study</p><p><b>Predictors</b></p><ul><li data-list-item-id=""ef9aac095a393883365df86a1e8052e93"">BOADICEA model predictors</li></ul><p><u>Measurement of predictors</u></p><ul><li data-list-item-id=""e0bb3c609a2fcf0544286b3fbba860330"">Not reported</li></ul><p><u>Timing of predictor measurement</u></p><ul><li data-list-item-id=""e7b1cf1a784190558075154994a1b5e14"">Not reported</li></ul><p>&nbsp;</p><p><b>Outcome</b></p><ul><li data-list-item-id=""ee457b466ccb2c75875c8e109c8174401"">Breast Cancer</li></ul><p><u>Measurement of outcome</u></p><ul><li data-list-item-id=""ecb27f73d9d04e1e43afc6d0f6297859a"">Not reported</li></ul><p>&nbsp;</p><p><b>Missing Data</b></p><p><u>Participants with any missing data?</u></p><ul><li data-list-item-id=""e21db9ab2def4a69d8c81b97b04d411c9"">Not reported</li></ul><p><u>If yes, how was missing data handled?</u></p><ul><li data-list-item-id=""efcc74a2997baff30e5a4ac4fabeba2dd"">Not reported</li></ul><p><b>Analysis</b></p><p><u>Sample size</u></p><ul><li data-list-item-id=""ed3962be4b90b81fdf7d203c11dceb7d6"">Not reported</li></ul><p><u>Model Development (modelling method, method for selection of predictors)</u></p><ul><li data-list-item-id=""e499a1cb24e6c155341fd4191f480a46d"">Previously developed model</li></ul><p><u>Model validation</u></p><ul><li data-list-item-id=""e3697c53c799a2443353cc4c8477e6465"">Authors compared predicted risks (familial relative risks) from the model with empirical estimates from epidemiological studies( predicted and observed breast cancers were not from the same participants)</li></ul><p><u>Model performance measures assessed</u></p><ul><li data-list-item-id=""e89dccefd097ec038abc4771e5552e751""><u>Calibration</u></li></ul><p>Not reported</p><ul><li data-list-item-id=""e01c48ea89da972d90264972a22eb553c""><u>Discrimination</u></li></ul><p>Not reported&nbsp;</p><ul><li data-list-item-id=""e13a9d8de7994e28cee68103a9fa1accf""><u>Classification</u></li></ul><p>Not reported</p><p>&nbsp;</p><p><b>Funding source</b>: supported by Cancer Research UK</p>"
Antoniou 2008,2008,PUB,23589673,"<p>Narrative report of model updates that did not report performance (re-validation) of the updated model</p><p><b>General information</b></p><p><u>Model and type of study</u></p><ul><li data-list-item-id=""e572d2279595b5daf24318c60f3539bb6"">BOADICEA</li><li data-list-item-id=""e57b445626747980c92d5cc5f7fc6493e"">Update</li></ul><p><u>Source of data</u></p><ul><li data-list-item-id=""eefd98f773fb6a14db2904d5dc164e810"">Family data from two UK population-based studies of breast cancer and family data from BRCA1 and BRCA2 carriers identified by 22 population-based studies of breast or ovarian cancer.</li></ul><p><u>Follow-up time</u></p><ul><li data-list-item-id=""ea7334ea95d085d28e2672bb042f7750b"">Not reported, not applicable to study design</li></ul><p><b>Participants</b></p><p>Combined the data from the two studies used in the initial model development (ABC study &amp; 'B families') with data from three additional published population-based studies as folllows:</p><p><i>UK National Case –Control Study </i>- Women with breast cancer were identified through two UK population-based case– control studies. The first study involved 755 patients diagnosed under &nbsp;the age of 36 years and registered between 1982 and 1985. The second study included 644 patients diagnosed from age 36 to 45 years and registered between 1988 and 1989.</p><p><i>Manchester Study-</i> Women diagnosed with breast cancer at or before the age of 30 years were recruited via the North West Regional Cancer Registry (UK) between 1980 and 1997. A total of 99 index cases provided blood samples, which were screened for mutations in BRCA1 and BRCA2</p><p><i>Meta-analysis families (BRCA families)-</i>This data set included pedigree data from BRCA1 and BRCA2 mutation carriers identified in 22 population-based studies of breast or ovarian cancer patients. A study was eligible for the meta-analysis if it was based on mutation testing of a series of index cases diagnosed with either breast (male or female) or epithelial ovarian cancer and who were unselected for family history of cancer. To avoid replication, the families of mutation carriers identified through the ABC, UK and Manchester studies were not considered to be part of the BRCA families for the present analysis. A total of 429 families of BRCA1 and BRCA2 mutation carriers were included in the present analysis.</p><p><b>Predictors</b></p><ul><li data-list-item-id=""ee66d3f604b5cd68c3d1bddfc73a29911"">BOADICEA model predictors</li></ul><p><u>Measurement of predictors</u></p><ul><li data-list-item-id=""ed2529d753fb0da62c7014a50ac404b8b"">Collected as part of the original studies. Family history predictors were collected using questionnaires, interviews and/or medical records. Blood samples were analysed for <i>BRCA1</i> and <i>BRCA2</i> mutations using confirmation sensitive gel electrophoresis, heteroduplex analysis, protein truncation test, fluorescent chemical cleavage of mismatch analysis and/or sequencing</li></ul><p><u>Timing of predictor measurement</u></p><ul><li data-list-item-id=""e0a1c5a5e25911e6cab4e23c51ce58a30"">Unclear, Collected as part of the original studies</li></ul><p>&nbsp;</p><p><b>Outcome</b></p><ul><li data-list-item-id=""e36264fc32a60bcbfb2814b0598d42008"">Breast Cancer</li></ul><p><u>Measurement of outcome</u></p><ul><li data-list-item-id=""e39c8b6af0a0631cd71fd39b02092835d"">Not reported</li></ul><p>&nbsp;</p><p><b>Missing Data</b></p><p><u>Participants with any missing data?</u></p><ul><li data-list-item-id=""e60cb9f7390a8e4d61cb1e8693e6aeab2"">Not reported</li></ul><p><u>If yes, how was missing data handled?</u></p><ul><li data-list-item-id=""e0ca902359401b728b6f97ae5c979a51c"">Not reported</li></ul><p><b>Analysis</b></p><p><u>Sample size</u></p><p>2785 families were included in the analysis, of which 301 were BRCA1 positive and 236 were BRCA2 positive</p><p><u>Model Development (modelling method, method for selection of predictors)</u></p><ul><li data-list-item-id=""e4aaef5e2a6ac67bcfe51ed6a0016f2e4"">Updated model using additional population-based data</li><li data-list-item-id=""ea1f9efcb25d8be1d93ce0e8cbbd126a3"">Extended the model to account for the risk of cancer after the first diagnosis and the risks of cancer at sites other than breast and ovary</li><li data-list-item-id=""eeb94a56395d2e78640a8e80fbe205f12"">Extended model to allow for the risks of male breast, prostate and pancreatic cancer</li><li data-list-item-id=""e1c2ba972355dd4b9360e36520348562a"">Cancer incidences were smoothed using locally &nbsp;weighted regression techniques</li><li data-list-item-id=""e09294d589de155ab915b559022107436"">A birth cohort effect on the cancer risks was implemented</li><li data-list-item-id=""eb92c8db81a75c6a8eba6a3795cdd3730"">Implemented model into a web-based program</li></ul><p><u>Model validation</u></p><ul><li data-list-item-id=""eeac794d3efb231c1f5b34fd0556c6d57"">Authors compared predicted risks (familial relative risks) from the model with empirical estimates from epidemiological studies( predicted and observed breast cancers were not from the same participants)</li></ul><p><u>Model performance measures assessed</u></p><ul><li data-list-item-id=""e152406a961d77415fe704cd63f6ff2af""><u>Calibration</u></li></ul><p>Not reported</p><ul><li data-list-item-id=""efbb6519257a6cf91db7e9a3d30174bf5""><u>Discrimination</u></li></ul><p>Not reported</p><ul><li data-list-item-id=""e4146247198a0c176b09158a7a32ea3af""><u>Classification</u></li></ul><p>Not reported</p><p>&nbsp;</p><p><b>Funding source</b>: This study, study authors and/or the datasets used therein received support from: Cancer Research UK, the National Health and Medical Research Council (NHMRC), the Victorian Health Promotion Foundation and the New South Wales Cancer Council, Helsinki University Central Hospital Research Fund, Academy of Finland (110663), Finnish Cancer Society and Sigrid Juselius Fund, National Cancer Institute Grant R01 CA 63682, National Cancer Institute Grant R01 CA 63678, US DOD grant, Icelandic Cancer Society, &nbsp;Hungarian Research Grant OTKAT-046570 and the Italian Foundation for Cancer Research (FIRC)</p>"
Carver 2021,2021,PUB,23589675,"<p>Narrative report of model updates (specifically new web interface for model) that did not report performance of the model</p><p><b>General information</b></p><p><u>Model and type of study</u></p><ul><li data-list-item-id=""e7d81fe7faa341761521e1cd87bb75a2a"">BOADICEA</li><li data-list-item-id=""ec809d2bf6bec1aa627d2c749fbbd877c"">Update of web interface for model</li></ul><p><u>Source of data</u></p><ul><li data-list-item-id=""e962504ac3a99faf72a893f8fab840f57"">Not applicable</li></ul><p><u>Follow-up time</u></p><ul><li data-list-item-id=""ee0e8a22558cf4488578203c278fc885d"">Not applicable</li></ul><p><b>Participants</b></p><p>No additional participants included in this publication</p><p><b>Predictors</b></p><ul><li data-list-item-id=""eecb2c63839ac205d13fd7d5c291915f5"">BOADICEA model predictors</li></ul><p><u>Measurement of predictors</u></p><ul><li data-list-item-id=""e8cd6a563b1e0e08cd954b80a38963fd5"">Not applicable</li></ul><p><u>Timing of predictor measurement</u></p><ul><li data-list-item-id=""e77c990f9cac525a7e77b1fee00d12fd1"">Not applicable</li></ul><p>&nbsp;</p><p><b>Outcome</b></p><ul><li data-list-item-id=""e34373d4fcca0e7bee1bed4d906e02345"">Breast Cancer</li></ul><p><u>Measurement of outcome</u></p><ul><li data-list-item-id=""e272c6938c5c84c3e2e35c0246faaf87f"">Not applicable</li></ul><p>&nbsp;</p><p><b>Missing Data</b></p><p><u>Participants with any missing data?</u></p><ul><li data-list-item-id=""e90d073b2b3a1f1cdb6c62ba6a95b5c75"">Not applicable</li></ul><p><u>If yes, how was missing data handled?</u></p><ul><li data-list-item-id=""eb20ab958f2b6c7148119bcb9313bc463"">Not applicable</li></ul><p><b>Analysis</b></p><p><u>Sample size</u></p><p>Not applicable</p><p><u>Model Development (modelling method, method for selection of predictors)</u></p><ul><li data-list-item-id=""e58f5d05cd6c0a2e60f5596902f07e1f4"">Not applicable</li><li data-list-item-id=""e2b6333d8f3823bb45e641f1c022adeeb"">Model itself was not updated- article describes development of a new 'CanRisk' web interface for BOADICEA model</li></ul><p><u>Model validation</u></p><ul><li data-list-item-id=""e447ccc0b98b71cb9c95728503ee6feaf"">Not applicable</li></ul><p><u>Model performance measures assessed</u></p><ul><li data-list-item-id=""e52e98e528b9f0195159d12620db65fbb""><u>Calibration</u></li></ul><p>Not applicable</p><ul><li data-list-item-id=""e697718bdc53d6f53be663e57f5f2c5ec""><u>Discrimination</u></li></ul><p>Not applicable</p><ul><li data-list-item-id=""ea8c7e4e2c1d1679444f5a453ad18f104""><u>Classification</u></li></ul><p>Not applicable</p><p>&nbsp;</p><p><b>Funding source</b>: supported by Cancer Research UK grants (C12292/A20861 and C1287/A16563); the European Union’s Horizon 2020 research and innovation programme under grant agreement numbers 633784 and 634935; a Wellcome Trust Collaborative Award (203477/B/16/Z ); and the PERSPECTIVE programme: The Government of Canada through Genome Canada and the Canadian Institutes of Health Research (grant GPH- 129344), the Ministère de l’Économie, de la Science et de l’Innovation du Québec through Genome Québec, and the Québec Breast Cancer Foundation</p>"
Ficorella 2024,2024,PUB,28616461,"<p>Narrative report of model updates that did not report performance (re-validation) of the model</p><p><b>General information</b></p><p><u>Model and type of study</u></p><ul><li data-list-item-id=""e0a33f9498fd6e1f78dc2cea9480d3a30"">BOADICEA</li><li data-list-item-id=""eae9e74ed1792371afe90c72dbb37692a"">Update</li></ul><p><u>Source of data</u></p><ul><li data-list-item-id=""e9234d123d590eb5c3d746c03cab730ec"">Data from case-control study &amp; prospective cohort study</li></ul><p><u>Follow-up time</u></p><ul><li data-list-item-id=""ef79365ac2408e5819f357e8087639af3"">Not applicable</li></ul><p><b>Participants</b></p><p>Participants from two studies: the BRIDGES case-control study &amp; a prospective cohort study by Kuchenbaecker et al.&nbsp;</p><p><b>Predictors</b></p><ul><li data-list-item-id=""e3bbf3bc822b67fa50c5c75783f0807a8"">BOADICEA model predictors</li></ul><p><u>Measurement of predictors</u></p><ul><li data-list-item-id=""e6da4530d83926d5c416b4312b753be31"">Not reported</li></ul><p><u>Timing of predictor measurement</u></p><ul><li data-list-item-id=""e38dd260586c40eee9d83e450cffe8a5e"">Not reported</li></ul><p><b>Outcome</b></p><ul><li data-list-item-id=""e71afafaa8b78f6beb318dba1b33aeba2"">Breast Cancer</li></ul><p><u>Measurement of outcome</u></p><ul><li data-list-item-id=""e683406b938876689f43a02eff244563d"">Not reported</li></ul><p>&nbsp;</p><p><b>Missing Data</b></p><p><u>Participants with any missing data?</u></p><ul><li data-list-item-id=""eac41ef4509d7b646105c9cc404c03827"">Not reported</li></ul><p><u>If yes, how was missing data handled?</u></p><ul><li data-list-item-id=""ecc6765a6473e15073caaacb051040c7e"">Not reported</li></ul><p><b>Analysis</b></p><p><u>Sample size</u></p><p>BRIDGES study: ~50,000 breast cancer cases and 50,000 controls</p><p>&nbsp;Kuchenbaecker et al. study : 1610 <i>BRCA2</i> PV carriers</p><p><u>Model Development (modelling method, method for selection of predictors)</u></p><ul><li data-list-item-id=""e871706d1916b5fab365eda25ea5533da"">Model update</li><li data-list-item-id=""e8b4678365c42b603834133f89228820f"">Used data from two large studies to update the breast cancer risks in the BOADICEA model for BRCA2 carriers 60 years and older</li><li data-list-item-id=""ecf2b0971ebfeef867fec74e8c077d574"">RRs in BOADICEA were updated by re-deriving the piecewise log-RR linear function for ages 60 and over. &nbsp;Revised RR were estimated for ages 70–79 using results from two large studies &nbsp;A meta-analysis RR estimate was derived for ages 70 and over (3.38) as the inverse-variance weighted average of the two available estimates (using the reported sample sizes and 95% confidence intervals to compute the variances). 'To ensure that relative risks decrease smoothly with age, a piecewise log-linear function with age was then fitted such that the BC RR decreases from 9.05 at age 60 (as in the previous model) to 3.38 at ages 70, and constant thereafter. &nbsp;The RRs here correspond to the average RR for <i>BRCA2</i> carriers relative to the population incidences, averaged over all polygenic effects, which are the inputs to the model. The residual polygenic component in the model was adjusted to account for the change in the RRs and to ensure that the model remains internally consistent for predicting the breast cancer familial relative risks'</li></ul><p><u>Model validation</u></p><ul><li data-list-item-id=""ed63c92e6ccb353bd253c37d2a2409975"">Not reported</li></ul><p><u>Model performance measures assessed</u></p><ul><li data-list-item-id=""e78c56e11d1ece94388048806ef91128b""><u>Calibration</u></li></ul><p>Not reported</p><ul><li data-list-item-id=""ecfc9edb744b0f06c6625735ce88a2cb7""><u>Discrimination</u></li></ul><p>Not reported</p><ul><li data-list-item-id=""e2ce49f22cf261d232c3a3f401b1f206d""><u>Classification</u></li></ul><p>Not reported</p><p>&nbsp;</p><p><b>Funding source</b>: supported by Cancer Research UK grant: PPRPGM-Nov20\100002</p>"
Jonker 2003,2003,PUB,23589677,"<p>No external validations for these models were identified in the target population</p><p><b>General information</b></p><p><u>Model and type of study</u></p><ul><li data-list-item-id=""e4a411fb250b443d400dfe3526d154da3"">Jonker models (Claus extended)</li><li data-list-item-id=""ed17a0a6062fbab4b668e2a802f7957fa""><i>model I</i> (Dominant model)</li><li data-list-item-id=""e6e7b5bfc2c3a417d859c5cc0ed96cb1f""><i>model II </i>(recessive model)</li><li data-list-item-id=""eb0ef130beb40df75eba0f8a52d234456"">Development</li></ul><p><u>Source of data</u></p><ul><li data-list-item-id=""e37b1df80af663fa6903992cb49fdf4fb"">Used published data, both from a meta-analysis on breast cancer risks and from population-based studies on the penetrance and mutated-allele frequency of <i>BRCA1</i> and <i>BRCA2,</i> for the quantification of model parameters</li></ul><p><u>Follow-up time</u></p><ul><li data-list-item-id=""e778d8e29a0cd3a1ec93f06a799327588"">Not reported</li></ul><p><b>Participants</b></p><ul><li data-list-item-id=""ebfb6cd542177f32ee1f63278275915a6"">Model parameters were estimated using published estimates of population incidence and relative risks</li><li data-list-item-id=""edc341384c0c863d6e8a79cb3e949a8e0"">Individual risk estimation was performed in women who attended the department of clinical genetics at Leiden University Medical Center for genetic counseling</li></ul><p><b>Predictors</b></p><ul><li data-list-item-id=""edd223d967195d0e755392a57c10d659d"">Family history predictors: history of all family members of unilateral, bilateral, and male breast cancer and ovarian cancer, incorporating both affected and nonaffected relatives. All of the first, second, and third degree relatives on the paternal and maternal side were taken into consideration.</li></ul><p><u>Measurement of predictors</u></p><ul><li data-list-item-id=""e0f63b72d9f4ebe95c039939a62c15e71"">questionnaire and interview</li></ul><p><u>Timing of predictor measurement</u></p><ul><li data-list-item-id=""e61de7ea9f9258f02fd05d7ed6f84474b"">Unclear</li></ul><p>&nbsp;</p><p><b>Outcome</b></p><ul><li data-list-item-id=""e196e5748a13387428807436da7ea3109"">Breast Cancer</li></ul><p><u>Measurement of outcome</u></p><ul><li data-list-item-id=""ed3885b69e097d452d9a4d0a2b0b359e2"">Not reported</li></ul><p>&nbsp;</p><p><b>Missing Data</b></p><p><u>Participants with any missing data?</u></p><ul><li data-list-item-id=""e307a1f1b250c84cd0ecdfe558da93de1"">Not reported</li></ul><p><u>If yes, how was missing data handled?</u></p><ul><li data-list-item-id=""ec4ceae155c1e9987ee609d2152646722"">Not reported</li></ul><p><b>Analysis</b></p><p><u>Sample size</u></p><p>Risk estimation was performed for a set of 196 counselees/ # events NR</p><p><u>Model Development (modelling method, method for selection of predictors)</u></p><ul><li data-list-item-id=""e9dd3584632c9105da4fa2c002c5ff073"">Two genetic risk models were developed, assuming a hypothetical gene (BRCAu) to be either dominant (Model I) or recessive (Model II), alongside BRCA1 and BRCA2.</li><li data-list-item-id=""ef35f8f65dadfb1ad9d7a99a8c665150f"">BRCAu was included to capture familial clustering of breast cancer not explained by BRCA1/2</li><li data-list-item-id=""ecbd36472c5b19969489118775e25864f"">Model parameters (allele frequencies, penetrance, relative risks) were estimated using published data on breast cancer incidence and family studies.</li></ul><p>&nbsp;</p><p><u>Model validation</u></p><ul><li data-list-item-id=""e08642d7109ef647101089e7c6886c155"">Not reported - compared predictions generated by different models</li></ul><p><u>Model performance measures assessed</u></p><ul><li data-list-item-id=""e372bdb1ff019280adbdcf8c853a3bdc9""><u>Calibration</u></li></ul><p>Not Reported</p><ul><li data-list-item-id=""e6fe143c7558470fbf43fc5454608067a""><u>Discrimination</u></li></ul><p>Not Reported</p><ul><li data-list-item-id=""eb836055e5f2ba630aefb4cf9e81105d1""><u>Classification</u></li></ul><p>Not Reported</p><p>&nbsp;</p><p><b>Funding source</b>: supported by National Health Insurance Board of the Netherlands (College voor Zorgverzekeringen).</p>"
Lee 2014,2014,PUB,23589679,"<p>Narrative report of model updates that did not report performance (re-validation) of the model</p><p><b>General information</b></p><p><u>Model and type of study</u></p><ul><li data-list-item-id=""e58126c42357380ba115595a226a3d758"">BOADICEA</li><li data-list-item-id=""e3267e2a63429085d62d2a178fb2e6336"">Update</li></ul><p><u>Source of data</u></p><ul><li data-list-item-id=""e8a59de972d85f92b883344d4120e0f0a"">Combination of previously published datasets and datasets from national bodies</li></ul><p><u>Follow-up time</u></p><ul><li data-list-item-id=""e4464a3575641228fb6ed01dbf179656e"">&nbsp;Not reported</li></ul><p><b>Participants</b></p><p>Up-to-date data from Consortium of Investigators of Modifiers of <i>BRCA 1/2</i> (CIMBA), in combination with data from the Breast Cancer Association Consortium (BCAC) on the age-specific frequencies in the general population, by tumour type were used to incorporate more accurate distributions of ER, PR and HER2 status into BOADICEA. UK population cancer incidences for more recent calendar periods were obtained from Cancer Incidence in Five Continents (CI5) publications (Ferlay et al 2010) for the period 1960–1992 and Office for National Statistics (2011) for the years 1992–2010. Cancer incidences for other geographical regions were obtained from a combination of CI5 and CI5 plus (Ferlay et al, 2010), NORDCAN (Engholm et al, 2010, 2013) as well as various national bodies.</p><p><b>Predictors</b></p><ul><li data-list-item-id=""e8807d04df068147541a0e94669dc659c"">BOADICEA model predictors</li></ul><p><u>Measurement of predictors</u></p><ul><li data-list-item-id=""ecc53d595200c110a6b7b6cc077f2776b"">Not reported</li></ul><p><u>Timing of predictor measurement</u></p><ul><li data-list-item-id=""e442d7451ef12315d02e60b4a4a519ed3"">Not reported</li></ul><p>&nbsp;</p><p><b>Outcome</b></p><ul><li data-list-item-id=""ec8e2dcfdb39397360166a2db4db19bc3"">Breast Cancer</li></ul><p><u>Measurement of outcome</u></p><ul><li data-list-item-id=""e026a9fa17966d62273794792633374bc""><b>&nbsp;</b>Not reported</li></ul><p>&nbsp;</p><p><b>Missing Data</b></p><p><u>Participants with any missing data?</u></p><ul><li data-list-item-id=""e7110862e7a92ae35e1143aab7c77e86f"">Not reported</li></ul><p><u>If yes, how was missing data handled?</u></p><ul><li data-list-item-id=""e27a317f518b3e8e213ebdde8c46253b4"">Not reported</li></ul><p><b>Analysis</b></p><p><u>Sample size</u></p><p>CIMBA dataset included ER status information on 3832 <i>BRCA1</i> mutation carriers and 2399 <i>BRCA2</i> mutation carriers.</p><p>BCAC dataset included ER status information on 42,768 tumours from participants in the general population.</p><p><u>Model Development (modelling method, method for selection of predictors)</u></p><ul><li data-list-item-id=""e4504015f939fcb6e27b50fdf5cc63b5b"">Updated model to include cancer incidences from multiple populations</li><li data-list-item-id=""e90ef2461172d6b062c5cb54b05c957e1"">Updated the distributions of tumour pathology characteristics using new data on <i>BRCA1</i> and <i>BRCA2</i> mutation carriers and women with breast cancer from the general population</li><li data-list-item-id=""ec20f0d4b9e759b011e3bd05e1ad92d39"">Improved computational efficiency of the algorithm so that risk calculations run faster</li><li data-list-item-id=""ecccfd4aaa649d9cc1f35772890245ecf"">Updated the model's web interface to accommodate these new features</li></ul><p><u>Model validation</u></p><ul><li data-list-item-id=""ee78dcaea72ab29a34730f8cb846c36ff"">Not reported. &nbsp;Authors compared risk predictions from the previous version of the model and the updated model and reported that cancer risks predicted by the updated model are higher than those predicted by previous versions.</li></ul><p><u>Model performance measures assessed</u></p><ul><li data-list-item-id=""e7c54276a8659988b82363324e9ca8aeb""><u>Calibration</u></li></ul><p>Not reported</p><ul><li data-list-item-id=""ecf7245e7c71ba3f1b4edb09034f35125""><u>Discrimination</u></li></ul><p>Not reported</p><ul><li data-list-item-id=""ee74ed0868af6d6a6eb38d05e0455d0eb""><u>Classification</u></li></ul><p>Not reported</p><p>&nbsp;</p><p><b>Funding source</b>: Funded by Cancer Research UK Grants C12292/A11174 and C1287/A10118. CIMBA and BCAC are funded by Cancer Research UK Grants (C12292/A11174, C1287/A10118, C1287/A12014) and by the European Community’s Seventh Framework Programme under grant agreement no. 223175 (HEALTH-F2-2009-223175) (COGS) and NIH 1R01CA128978-01A2. NM was funded by a scholarship from the Medical Research Council. This work was supported by the Governement of Canada through Genome Canada and the Canadian Institutes of Health Research, and the Ministere de l’enseignement superieur, de la recherche, de la science et de la technologie du Quebec through Genome Quebec.</p>"
Lee 2016,2016,PUB,23589681,"<p>Narrative report of model updates that did not report performance (re-validation) of the model</p><p><b>General information</b></p><p><u>Model and type of study</u></p><ul><li data-list-item-id=""e84784b6c62e74378817e062b6df75b28"">BOADICEA</li><li data-list-item-id=""e6ddbe7a6fddb54210604d71dac6d2630"">Update</li></ul><p><u>Source of data</u></p><ul><li data-list-item-id=""e9f66e56a6fee6a47d5dd136e892e56b6"">Data from previously published and unpublished datasets</li></ul><p><u>Follow-up time</u></p><ul><li data-list-item-id=""ed3793ee7c76cc2c68bbaba32f1159d70"">Not reported</li></ul><p><b>Participants</b></p><p>Age dependent RRs of female breast cancer for carriers of loss of function variants in PALB2 were taken from a previously published large collaborative family-based study</p><p>PALB2 mutation allele frequency was assumed based on data from targeted sequencing of 8705 UK controls (unpublished data)</p><p>&nbsp;CHEK2 1100delC carrier estimates were based on data from a published meta-analysis</p><p>&nbsp;Estimates for truncating mutations in ATM were obtained from a combined analysis of three estimates from published cohort studies of relatives of Ataxia-Telangiectasia patients</p><p>Allele frequency of truncating variants in ATM was assumed based on unpublished data from UK controls</p><p>&nbsp;</p><p><b>Predictors</b></p><ul><li data-list-item-id=""e90e43b9ad6fc652e8cd160188043c7c1"">BOADICEA model predictors. Additional predictors incorporated as part of update: truncating variants in <i>PALB2</i>, <i>CHEK2</i> and <i>ATM.</i></li></ul><p><u>Measurement of predictors</u></p><ul><li data-list-item-id=""e18fb56216ca8cecc5a4b61ee0ce9b0a5"">Not reported</li></ul><p><u>Timing of predictor measurement</u></p><ul><li data-list-item-id=""ee46f73081ef7f5ed34bcdd11e9fd02c3"">Not reported</li></ul><p>&nbsp;</p><p><b>Outcome</b></p><ul><li data-list-item-id=""e34495dfbbd1b1436133ba9be3d996bf7"">Breast Cancer</li></ul><p><u>Measurement of outcome</u></p><ul><li data-list-item-id=""e8735a8ebad66ec027b8fbf06620cc0bb"">Not reported</li></ul><p>&nbsp;</p><p><b>Missing Data</b></p><p><u>Participants with any missing data?</u></p><ul><li data-list-item-id=""ef85f4ae282650bcfdbc27de3daa677df"">Not reported</li></ul><p><u>If yes, how was missing data handled?</u></p><ul><li data-list-item-id=""e8cf5d66a41e88f2d785f57e41de81bac"">Not reported</li></ul><p><b>Analysis</b></p><p><u>Sample size</u></p><p>Not reported</p><p><u>Model Development (modelling method, method for selection of predictors)</u></p><ul><li data-list-item-id=""efb27afde980ed212370749f6f74bfd41"">Extended model to incorporate the effects of truncating variants in PALB2, CHEK2 and ATM using segregation analysis methods.</li></ul><p><u>Model validation</u></p><ul><li data-list-item-id=""e6d1ab64d13063b61fca8ce31c3f373c6"">Not reported&nbsp;</li></ul><p><u>Model performance measures assessed</u></p><ul><li data-list-item-id=""eb135165b892c46e5b80d9e37b6bbac7e""><u>Calibration</u></li></ul><p>Not reported</p><ul><li data-list-item-id=""e9e3a110b83c297debe6e31e522ce15fc""><u>Discrimination</u></li></ul><p>Not reported</p><ul><li data-list-item-id=""e398515b0d70ec9d7c495282236c44771""><u>Classification</u></li></ul><p>Not reported</p><p>&nbsp;</p><p><b>Funding source</b>: Funded by Cancer Research UK Grants C12292/A11174 and C1287/A10118. and supported by the Governement of Canada through Genome Canada and the Canadian Institutes of Health Research, and the Ministère de l'enseignement supérieur, de la recherche, de la science et de la technologie du Québec through Génome Québec.</p>"
